No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
94,Daeshon Hall\HallDa01,22,,1,0,265,6-5,Texas AM,6/14/1995,Rook,0,Carolina Panthers / 3rd / 77th pick / 2017,$465000
96,Wes Horton\HortWe00,28,,16,0,265,6-5,USC,12/17/1989,4,2,,$775000
53,Ben Jacobs\JacoBe00,29,,16,0,240,6-4,Fresno St.,4/17/1988,6,1,,$775000
44,J.J. Jansen\JansJ.00,31,,16,0,235,6-2,Notre Dame,1/20/1986,8,1,,$900000
95,Charles Johnson\JohnCh98,31,DE,12,11,270,6-2,Georgia,7/10/1986,10,4,Carolina Panthers / 3rd / 83rd pick / 2007,$1000000
42,Colin Jones\JoneCo01,30,fs,16,7,205,6-0,TCU,10/27/1987,6,3,San Francisco 49ers / 6th / 190th pick / 2011,$775000
75,Matt Kalil\KaliMa00,28,T,16,16,315,6-7,USC,7/6/1989,5,9,Minnesota Vikings / 1st / 4th pick / 2012,$1000000
67,Ryan Kalil\KaliRy20,32,c,6,6,300,6-2,USC,3/29/1985,10,3,Carolina Panthers / 2nd / 59th pick / 2007,$3000000
59,Luke Kuechly\KuecLu00,26,MLB,15,15,238,6-3,Boston Col.,4/20/1991,5,15,Carolina Panthers / 1st / 9th pick / 2012,$7363324
69,Tyler Larsen\LarsTy00,26,C,14,10,325,6-4,Utah St.,7/8/1991,1,5,,$540000
98,Star Lotulelei\LotuSt00,28,DT,16,16,315,6-2,Utah,12/20/1989,4,6,Carolina Panthers / 1st / 14th pick / 2013,$6757000
93,Kyle Love\LoveKy00,31,,16,0,310,6-1,Mississippi St.,11/18/1986,7,1,,$775000
82,Chris Manhertz\ManhCh00,25,te,16,4,255,6-6,Canisius,4/10/1992,3,0,,$540000
55,David Mayo\MayoDa00,24,mlb,16,1,245,6-2,Texas St.,8/8/1993,2,1,Carolina Panthers / 5th / 169th pick / 2015,$615000
22,Christian McCaffrey\McCaCh01,21,RB,16,10,205,5-11,Stanford,6/7/1996,Rook,9,Carolina Panthers / 1st / 8th pick / 2017,$465000
72,Taylor Moton\MotoTa00,23,,16,0,325,6-5,West. Michigan,8/18/1994,Rook,1,Carolina Panthers / 2nd / 64th pick / 2017,$465000
41,Captain Munnerlyn\MunnCa99,29,,14,0,195,5-9,South Carolina,4/10/1988,8,1,Carolina Panthers / 7th / 216th pick / 2009,$900000
1,Cam Newton\NewtCa00,28,QB,16,16,245,6-5,FloridaBlinn College (TX)Auburn,5/11/1989,6,15,Carolina Panthers / 1st / 1st pick / 2011,$13166666
52,Jared Norris\NorrJa00,24,,11,0,238,6-1,Utah,7/19/1993,1,1,,$540000
68,Andrew Norwell\NorwAn01,26,LG,16,16,325,6-6,Ohio St.,10/25/1991,3,14,,$2746000
88,Greg Olsen\OlseGr00,32,te,7,7,255,6-5,Miami (FL),3/11/1985,10,2,Chicago Bears / 1st / 31st pick / 2007,$6500000
5,Michael Palardy\PalaMi00,25,P,16,0,200,5-11,Tennessee,7/6/1992,3,2,,$540000
56,Spencer Paysinger\PaysSp00,29,,3,0,236,6-2,Oregon,6/28/1988,6,0,,$182353
90,Julius Peppers\PeppJu99,37,de,16,5,295,6-7,North Carolina,1/18/1980,15,4,Carolina Panthers / 1st / 2nd pick / 2002,$1000000
10,Curtis Samuel\SamuCu00,21,wr,9,4,195,5-11,Ohio St.,8/11/1996,Rook,2,Carolina Panthers / 2nd / 40th pick / 2017,$465000
27,Kevon Seymour\SeymKe00,24,rcb,16,2,185,6-0,USC,11/30/1993,1,2,Buffalo Bills / 6th / 218th pick / 2016,$540000
19,Russell Shepard\ShepRu00,27,wr,15,3,195,6-1,LSU,9/17/1990,4,2,,$1100000
99,Kawann Short\ShorKa00,28,DT,16,16,315,6-3,Purdue,2/2/1989,4,7,Carolina Panthers / 2nd / 44th pick / 2013,$6000000
65,Amini Silatolu\SilaAm00,29,rg,14,3,305,6-4,Midwestern St.,9/16/1988,5,2,Carolina Panthers / 2nd / 40th pick / 2012,$775000
37,Dezmen Southward\SoutDe00,27,,1,0,208,6-2,Wisconsin,10/1/1990,3,0,Atlanta Falcons / 3rd / 68th pick / 2014,$470288
28,Jonathan Stewart\StewJo00,30,RB,15,10,240,5-10,Oregon,3/21/1987,9,5,Carolina Panthers / 1st / 13th pick / 2008,$1100000
54,Shaq Thompson\ThomSh01,23,LB,14,14,230,6-0,Washington,4/21/1994,2,6,Carolina Panthers / 1st / 25th pick / 2015,$1235793
70,Trai Turner\TurnTr01,24,RG,13,13,315,6-3,LSU,6/14/1993,3,8,Carolina Panthers / 3rd / 92nd pick / 2014,$797000
73,Greg Van Roten\VanRGr00,27,,10,0,305,6-3,Pennsylvanua,2/26/1990,5,1,,$615000
43,Fozzy Whittaker\WhitFo00,28,,12,0,205,5-10,Texas,2/2/1989,5,1,,$850000
60,Daryl Williams\WillDa06,25,T,16,16,330,6-6,Oklahoma,8/31/1992,2,12,Carolina Panthers / 4th / 102nd pick / 2015,$615000
26,Daryl Worley\WorlDa00,22,RCB,15,14,205,6-1,West Virginia,2/22/1995,1,6,Carolina Panthers / 3rd / 77th pick / 2016,$560000
