No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
83,Ben Koyack\KoyaBe00,24,te,16,3,258,6-5,Notre Dame,4/9/1993,1,0,Jacksonville Jaguars / 7th / 229th pick / 2015,$540000
4,Josh Lambo\LambJo00,27,K,10,0,215,6-0,Texas AM,11/19/1990,2,3,,$397941
11,Marqise Lee\LeexMa00,26,WR,14,14,196,6-0,USC,11/25/1991,3,6,Jacksonville Jaguars / 2nd / 39th pick / 2014,$1125549
89,Marcedes Lewis\LewiMa00,33,TE,16,16,267,6-6,UCLA,5/19/1984,11,3,Jacksonville Jaguars / 1st / 28th pick / 2006,$4000000
65,Brandon Linder\LindBr00,25,C,13,13,315,6-6,Miami (FL),1/25/1992,3,7,Jacksonville Jaguars / 3rd / 93rd pick / 2014,$5500000
19,Max McCaffrey\McCaMa01,23,,5,0,200,6-2,Duke,5/17/1994,Rook,0,,$465000
55,Lerentee McCray\McCrLe01,27,,13,0,249,6-3,Florida,8/26/1990,4,1,,$1500000
85,Jaydon Mickens\MickJa01,23,,10,0,175,5-10,Washington,4/21/1994,Rook,2,,$300883
2,Jason Myers\MyerJa00,26,,6,0,190,5-10,Marist,5/12/1991,2,0,,$615000
31,Jalen Myrick\MyriJa00,22,,5,0,200,5-10,Minnesota,2/27/1995,Rook,0,Jacksonville Jaguars / 7th / 222nd pick / 2017,$465000
91,Yannick Ngakoue\NgakYa00,22,DE,16,16,246,6-2,Maryland,3/31/1995,1,12,Jacksonville Jaguars / 3rd / 69th pick / 2016,$605041
3,Brad Nortman\NortBr00,28,P,16,0,214,6-2,Wisconsin,9/12/1989,5,1,Carolina Panthers / 6th / 207th pick / 2012,$1900000
80,James OShaughnessy\OShJa00,25,te,16,1,245,6-4,Illinois St.,1/14/1992,2,1,Kansas City Chiefs / 5th / 173rd pick / 2015,$615000
77,Patrick Omameh\OmamPa00,28,LG,13,13,327,6-4,Michigan,12/29/1989,4,7,,$775000
43,Matt Overton\OverMa00,32,,9,0,243,6-1,West. Washington,7/6/1985,5,0,,$775000
78,Jermey Parnell\ParnJe00,31,T,13,13,326,6-6,Mississippi,7/20/1986,6,7,,$6500000
23,Tyler Patmon\PatmTy00,26,,13,0,188,5-10,Oklahoma St.,1/26/1991,3,1,,$615000
52,Donald Payne\PaynDo00,23,,13,0,217,5-11,,7/12/1994,Rook,1,,$465000
59,Carroll Phillips\PhilCa00,25,,4,0,242,6-3,Illinois,9/2/1992,Rook,0,,$136765
18,Larry Pinkard\PinkLa00,25,,4,0,196,6-0,Old Dominion,2/25/1992,Rook,0,,$191471
29,Lafayette Pitts\PittLa00,25,,6,0,195,5-11,Pittsburgh,9/24/1992,1,0,,$540000
51,Paul Posluszny\PoluPa99,33,MLB,16,11,232,6-2,Penn St.,10/10/1984,10,6,Buffalo Bills / 2nd / 34th pick / 2007,$3950000
29,Calvin Pryor\PryoCa00,25,,2,0,207,5-11,Louisville,7/2/1992,3,0,New York Jets / 1st / 18th pick / 2014,$1587716
20,Jalen Ramsey\RamsJa00,23,LCB,16,16,208,6-1,Florida St.,10/24/1994,1,14,Jacksonville Jaguars / 1st / 5th pick / 2016,$1511409
64,Chris Reed\ReedCh00,25,lg,6,3,310,6-5,Minnesota St.,7/22/1992,1,2,,$412945
15,Allen Robinson\RobiAl02,24,wr,1,1,211,6-3,Penn St.,8/24/1993,3,0,Jacksonville Jaguars / 2nd / 61st pick / 2014,$898755
74,Cam Robinson\RobiCa00,22,T,15,15,320,6-6,Alabama,10/9/1995,Rook,8,Jacksonville Jaguars / 2nd / 34th pick / 2017,$465000
69,Tyler Shatley\ShatTy00,26,c,16,4,310,6-3,Clemson,5/5/1991,3,3,,$690000
50,Telvin Smith\SmitTe01,26,LB,14,14,215,6-3,Florida St.,4/11/1991,3,15,Jacksonville Jaguars / 5th / 144th pick / 2014,$1797000
94,Dawuane Smoot\SmooDa00,22,,16,0,264,6-3,Illinois,3/2/1995,Rook,2,Jacksonville Jaguars / 3rd / 68th pick / 2017,$465000
10,Jaelen Strong\StroJa01,23,,1,0,220,6-2,Arizona St.,1/25/1994,2,0,Houston Texans / 3rd / 70th pick / 2015,$644705
25,Peyton Thompson\ThomPe00,27,,16,0,180,5-11,San Jose St.,9/26/1990,5,1,,$690000
73,Josh Walker\WalkJo00,26,,2,0,330,6-5,Middle Tenn. St.,6/2/1991,3,0,,$615000
72,Josh Wells\WellJo02,26,t,15,4,306,6-6,James Madison,2/14/1991,3,3,,$615000
12,Dede Westbrook\WestDe00,24,wr,7,5,178,6-0,Blinn College (TX)Oklahoma,11/21/1993,Rook,3,Jacksonville Jaguars / 4th / 110th pick / 2017,$348000
26,Jarrod Wilson\WilsJa00,23,,15,0,210,6-2,Michigan,2/9/1994,1,1,,$540000
24,T.J. Yeldon\YeldT.00,24,,10,0,223,6-1,Alabama,10/2/1993,2,3,Jacksonville Jaguars / 2nd / 36th pick / 2015,$972617
