No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
85,Tyler Eifert\EifeTy00,27,,2,0,255,6-6,Notre Dame,9/8/1990,4,0,Cincinnati Bengals / 1st / 21st pick / 2013,$4782000
12,Alex Erickson\EricAl01,25,,16,0,195,6-0,WisconsinWisconsin,11/6/1992,1,2,,$540000
50,Jordan Evans\EvanJo01,22,lb,15,4,242,6-3,Oklahoma,1/27/1995,Rook,3,Cincinnati Bengals / 6th / 193rd pick / 2017,$465000
42,Clayton Fejedelem\FejeCl00,24,ss,16,5,205,6-0,Illinois,6/2/1993,1,3,Cincinnati Bengals / 7th / 245th pick / 2016,$540000
74,Jake Fisher\FishJa00,24,t,8,7,282,6-6,Oregon,4/23/1993,2,3,Cincinnati Bengals / 2nd / 53rd pick / 2015,$772229
98,Ryan Glasgow\GlasRy00,24,de,16,1,300,6-3,Michigan,9/30/1993,Rook,2,Cincinnati Bengals / 4th / 138th pick / 2017,$465000
18,A.J. Green\GreeA.00,29,WR,16,16,210,6-4,Georgia,7/31/1988,6,9,Cincinnati Bengals / 1st / 4th pick / 2011,$10300000
46,Clark Harris\HarrCl20,33,,16,0,250,6-5,Rutgers,7/10/1984,9,3,Green Bay Packers / 7th / 243rd pick / 2007,
89,Ryan Hewitt\HewiRy00,26,rb,13,4,255,6-4,Stanford,1/24/1991,3,0,,$1700000
23,Brian Hill\HillBr02,22,,6,0,219,6-1,Wyoming,11/9/1995,Rook,1,Atlanta Falcons / 5th / 156th pick / 2017,$465000
32,Jeremy Hill\HillJe01,25,rb,7,7,230,6-1,LSU,10/20/1992,3,1,Cincinnati Bengals / 2nd / 55th pick / 2014,$881855
66,Trey Hopkins\HopkTr01,25,RG,13,12,316,6-3,Texas,7/6/1992,3,5,,$465000
10,Kevin Huber\HubeKe20,32,P,16,0,210,6-1,Cincinnati,7/16/1985,8,2,Cincinnati Bengals / 5th / 142nd pick / 2009,$2800000
43,George Iloka\IlokGe00,27,FS,16,16,225,6-4,Boise St.,3/31/1990,5,6,Cincinnati Bengals / 5th / 167th pick / 2012,$4000000
22,William Jackson\JackWi02,25,rcb,15,5,196,6-0,HoustonTrinity Valley CC (TX),10/27/1992,Rook,3,Cincinnati Bengals / 1st / 24th pick / 2016,$891166
90,Michael Johnson\JohnMi98,30,DE,15,15,280,6-7,Georgia Tech,2/7/1987,8,7,Cincinnati Bengals / 3rd / 70th pick / 2009,$3550000
60,T.J. Johnson\JohnTJ00,27,rg,13,4,295,6-4,South Carolina,7/17/1990,4,2,Cincinnati Bengals / 7th / 251st pick / 2013,$1300000
24,Adam Jones\JonePa20,34,RCB,9,9,185,5-10,West Virginia,9/30/1983,12,4,Tennessee Titans / 1st / 6th pick / 2005,$6023529
27,Dre Kirkpatrick\KirkDr00,28,LCB,14,14,196,6-2,Alabama,10/26/1989,5,6,Cincinnati Bengals / 1st / 17th pick / 2012,$2550000
3,Marshall Koehn\KoehMa00,25,,1,0,200,6-0,,8/29/1992,Rook,0,,$246177
81,Tyler Kroft\KrofTy00,25,TE,16,16,252,6-6,Rutgers,10/15/1992,2,3,Cincinnati Bengals / 3rd / 85th pick / 2015,$628000
11,Brandon LaFell\LaFeBr00,31,WR,16,15,210,6-3,LSU,11/4/1986,7,5,Carolina Panthers / 3rd / 78th pick / 2010,$1250000
58,Carl Lawson\LawsCa00,22,de,16,1,265,6-2,Auburn,6/29/1995,Rook,2,Cincinnati Bengals / 4th / 116th pick / 2017,$465000
80,Josh Malone\MaloJo00,21,wr,11,7,205,6-3,Tennessee,3/21/1996,Rook,1,Cincinnati Bengals / 4th / 128th pick / 2017,$465000
5,A.J. McCarron\McCaA.00,27,,3,0,215,6-3,Alabama,9/13/1990,3,0,Cincinnati Bengals / 5th / 164th pick / 2014,$690000
29,Tony McRae\McRaTo00,24,,4,0,185,5-10,,5/3/1993,Rook,0,,$109412
51,Kevin Minter\MintKe00,27,mlb,9,7,246,6-0,LSU,12/3/1990,4,3,Arizona Cardinals / 2nd / 45th pick / 2013,$800000
28,Joe Mixon\MixoJo00,21,rb,14,7,220,6-1,Oklahoma,7/24/1996,Rook,7,Cincinnati Bengals / 2nd / 48th pick / 2017,$465000
56,Hardy Nickerson\NickHa02,23,mlb,14,2,235,6-0,IllinoisCalifornia,1/5/1994,Rook,2,,$465000
70,Cedric Ogbuehi\OgbuCe00,25,T,14,13,308,6-5,Texas AM,4/25/1992,2,7,Cincinnati Bengals / 1st / 21st pick / 2015,$1282789
76,Kent Perkins\PerkKe00,23,,1,0,305,6-5,Texas,11/19/1994,Rook,0,,$54706
62,Alex Redmond\RedmAl01,22,,5,0,310,6-5,UCLA,1/18/1995,Rook,0,,$465000
57,Vincent Rey\ReyxVi00,30,LB,14,11,240,6-0,Duke,9/6/1987,7,6,,$2250000
15,John Ross\RossJo00,23,wr,3,1,190,5-11,Washington,11/27/1994,Rook,0,Cincinnati Bengals / 1st / 9th pick / 2017,$465000
20,KeiVarae Russell\RussKe00,24,,8,0,196,5-11,Notre Dame,10/19/1993,1,0,Kansas City Chiefs / 3rd / 74th pick / 2016,$570000
26,Josh Shaw\ShawJo00,25,db,16,1,200,6-1,FloridaUSC,3/27/1992,2,1,Cincinnati Bengals / 4th / 120th pick / 2015,$615000
92,Pat Sims\SimsPa99,32,NT,14,8,312,6-4,Auburn,11/29/1985,9,4,Cincinnati Bengals / 3rd / 77th pick / 2008,$1000000
71,Andre Smith\SmitAn23,30,T,13,8,330,6-4,Alabama,1/25/1987,8,4,Cincinnati Bengals / 1st / 6th pick / 2009,$1250000
94,Chris Smith\SmitCh03,25,,16,0,266,6-1,Arkansas,2/11/1992,3,2,Jacksonville Jaguars / 5th / 159th pick / 2014,$690000
31,Derron Smith\SmitDe05,25,,3,0,200,5-10,Fresno St.,2/4/1992,2,0,Cincinnati Bengals / 6th / 197th pick / 2015,$615000
68,Josh Tupou\TupoJo00,23,,1,0,345,6-3,Colorado,5/2/1994,Rook,0,,$218824
87,C.J. Uzomah\UzomC.00,24,te,14,4,265,6-6,Auburn,1/14/1993,2,1,Cincinnati Bengals / 5th / 157th pick / 2015,$615000
59,Nick Vigil\VigiNi00,24,LB,11,11,240,6-2,Utah St.,8/20/1993,1,5,Cincinnati Bengals / 3rd / 87th pick / 2016,$540000
63,Christian Westerman\WestCh02,24,lg,2,2,305,6-3,Arizona St.,2/23/1993,Rook,1,Cincinnati Bengals / 5th / 161st pick / 2016,$540000
39,Jarveon Williams\WillJa07,22,,1,0,201,5-9,,1/3/1995,Rook,0,,$82059
36,Shawn Williams\WillSh02,26,SS,11,11,212,6-0,Georgia,5/13/1991,4,5,Cincinnati Bengals / 3rd / 84th pick / 2013,$3100000
75,Jordan Willis\WillJo09,22,de,16,1,275,6-4,Kansas St.,5/2/1995,Rook,2,Cincinnati Bengals / 3rd / 73rd pick / 2017,$465000
40,Brandon Wilson\WilsBr01,23,,8,0,200,5-10,Houston,7/27/1994,Rook,0,Cincinnati Bengals / 6th / 207th pick / 2017,$218824
73,Eric Winston\WinsEr20,34,t,8,2,305,6-6,Miami (FL),11/17/1983,11,1,Houston Texans / 3rd / 66th pick / 2006,$470588
