No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
70,Dakota Dozier\DoziDa00,26,rg,14,3,313,6-4,Furman,4/30/1991,3,2,New York Jets / 4th / 137th pick / 2014,$690000
94,Kony Ealy\EalyKo00,26,dl,15,4,275,6-4,Missouri,12/21/1991,3,3,Carolina Panthers / 2nd / 60th pick / 2014,$803660
4,Lac Edwards\EdwaLa01,25,P,16,0,209,6-4,Sam Houston St.,4/27/1992,1,3,New York Jets / 7th / 235th pick / 2016,$540000
22,Matt Forte\FortMa00,32,rb,12,4,221,6-1,Tulane,12/10/1985,9,5,Chicago Bears / 2nd / 44th pick / 2008,$4000000
57,Obum Gwacham\GwacOb00,26,,5,0,246,6-5,Oregon St.,3/20/1991,2,0,Seattle Seahawks / 6th / 209th pick / 2015,$470294
16,Chad Hansen\HansCh00,22,wr,15,1,202,6-2,California,1/18/1995,Rook,1,New York Jets / 4th / 141st pick / 2017,$465000
78,Jonotthan Harrison\HarrJo03,26,c,8,1,300,6-4,Florida,8/25/1991,3,1,,$700000
42,Thomas Hennessy\HennTh00,23,,16,0,246,6-2,Duke,6/11/1994,Rook,1,,$465000
71,Ben Ijalana\IjalBe00,28,,11,0,322,6-4,Villanova,8/6/1989,6,1,Indianapolis Colts / 2nd / 49th pick / 2011,$2000000
48,Jordan Jenkins\JenkJo01,23,LB,16,15,259,6-3,Georgia,7/1/1994,1,7,New York Jets / 3rd / 83rd pick / 2016,$560000
76,Wesley Johnson\JohnWe00,26,C,15,15,309,6-5,Vanderbilt,1/9/1991,3,6,Pittsburgh Steelers / 5th / 173rd pick / 2014,$2746000
31,Derrick Jones\JoneDe02,23,,3,0,188,6-2,Mississippi,12/4/1994,Rook,0,New York Jets / 6th / 204th pick / 2017,$465000
10,Jermaine Kearse\KearJe01,27,WR,16,14,209,6-1,Washington,2/6/1990,5,6,,$2200000
14,Jeremy Kerley\KerlJe00,29,wr,8,2,188,5-9,TCU,11/8/1988,6,2,New York Jets / 5th / 153rd pick / 2011,$775000
58,Darron Lee\LeexDa00,23,LB,15,15,232,6-1,Ohio St.,10/18/1994,1,8,New York Jets / 1st / 20th pick / 2016,$914620
95,Josh Martin\MartJo02,26,LB,14,9,245,6-3,Columbia,11/7/1991,4,4,,$1550000
26,Marcus Maye\MayeMa00,24,FS,16,16,207,6-0,Florida,3/9/1993,Rook,6,New York Jets / 2nd / 39th pick / 2017,$465000
15,Josh McCown\McCoJo01,38,QB,13,13,218,6-4,SMUSam Houston St.,7/4/1979,15,9,Arizona Cardinals / 3rd / 81st pick / 2002,$3000000
25,Elijah McGuire\McGuEl00,23,rb,16,2,214,5-10,Louisiana,6/1/1994,Rook,3,New York Jets / 6th / 188th pick / 2017,$465000
99,Steve McLendon\McLeSt00,31,DL,16,14,310,6-3,Troy,1/3/1986,7,7,,$2875000
45,Rontez Miles\MileRo00,29,,13,0,203,6-0,California (PA),11/25/1988,4,1,,$615000
87,Jojo Natson\NatsJo00,23,,7,0,153,5-7,,2/1/1994,Rook,0,,$218824
30,Robert Nelson\NelsRo00,27,,2,0,175,5-9,Arizona St.,2/16/1990,3,0,,$405882
17,Charone Peake\PeakCh00,25,,3,0,209,6-2,Clemson,10/16/1992,1,0,New York Jets / 7th / 241st pick / 2016,$540000
91,Claude Pelon\PeloCl00,25,,1,0,300,6-3,USC,11/27/1992,Rook,0,,
98,Mike Pennel\PennMi00,26,dl,16,3,332,6-4,Arizona St.,5/9/1991,3,3,,$690000
9,Bryce Petty\PettBr01,26,qb,4,3,226,6-3,Baylor,5/31/1991,1,2,New York Jets / 4th / 103rd pick / 2015,$615000
29,Bilal Powell\PoweBi00,29,RB,15,10,204,5-10,Louisville,10/27/1988,6,6,New York Jets / 4th / 126th pick / 2011,$3750000
79,Brent Qvale\QvalBr01,26,t,16,6,315,6-7,Nebraska,3/11/1991,3,3,,$615000
84,Kalif Raymond\RaymKa00,23,,2,0,182,5-8,Holy Cross,8/8/1994,1,0,,
27,Darryl Roberts\RobeDa00,27,cb,15,4,182,6-0,Marshall,11/26/1990,1,2,New England Patriots / 7th / 247th pick / 2015,$615000
53,Edmond Robinson\RobiEd00,25,,1,0,245,6-3,Newberry,2/23/1992,2,0,Minnesota Vikings / 7th / 232nd pick / 2015,$615000
36,Rashard Robinson\RobiRa00,22,cb,6,1,177,6-2,LSU,7/23/1995,1,1,San Francisco 49ers / 4th / 133rd pick / 2016,$540000
88,Austin Seferian-Jenkins\SefeAu00,25,TE,13,10,262,6-5,Washington,9/29/1992,3,3,Tampa Bay Buccaneers / 2nd / 38th pick / 2014,$936690
72,Brandon Shell\ShelBr00,25,T,12,12,324,6-5,South Carolina,2/6/1992,1,5,New York Jets / 5th / 158th pick / 2016,$540000
41,Buster Skrine\SkriBu00,28,CB,15,15,185,5-9,Tenn-Chattanooga,4/26/1989,6,6,Cleveland Browns / 5th / 137th pick / 2011,$6000000
51,Julian Stanford\StanJu00,27,lb,16,1,230,6-1,Wagner,9/2/1990,5,2,,$775000
85,Neal Sterling\SterNe00,25,fb,11,1,257,6-4,Monmouth,1/14/1992,2,1,Jacksonville Jaguars / 7th / 220th pick / 2015,$615000
18,ArDarius Stewart\StewAr00,24,wr,15,2,205,6-0,Alabama,12/8/1993,Rook,1,New York Jets / 3rd / 79th pick / 2017,$465000
97,Ed Stinson\StinEd00,27,,4,0,287,6-4,Alabama,2/15/1990,3,0,Arizona Cardinals / 5th / 160th pick / 2014,$527647
44,Lawrence Thomas\ThomLa04,24,fb,14,4,286,6-3,Michigan St.,4/16/1993,1,0,,$437647
83,Eric Tomlinson\TomlEr01,25,TE,14,12,263,6-6,Texas-El Paso,4/22/1992,1,1,,$540000
82,Will Tye\TyexWi00,26,te,3,1,260,6-2,Florida St.Stony Brook,11/4/1991,2,0,,$615000
96,Muhammad Wilkerson\WilkMu00,28,DL,13,12,315,6-4,Temple,10/22/1989,6,6,New York Jets / 1st / 30th pick / 2011,$14750000
92,Leonard Williams\WillLe02,23,DL,16,16,302,6-5,USC,6/20/1994,2,8,New York Jets / 1st / 6th pick / 2015,$615000
20,Marcus Williams\WillMa03,26,,5,0,196,5-11,North Dakota St.,3/24/1991,3,1,,$2746000
67,Brian Winters\WintBr00,26,RG,13,13,320,6-4,Kent St.,7/10/1991,4,5,New York Jets / 3rd / 72nd pick / 2013,$1000000
