No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
96,Arthur Jones\JoneAr22,31,,1,0,301,6-3,Syracuse,6/30/1986,7,0,Baltimore Ravens / 5th / 157th pick / 2010,$476471
20,Robert Kelley\KellRo00,25,rb,7,7,229,6-0,Tulane,10/3/1992,1,1,,$540000
91,Ryan Kerrigan\KerrRy00,29,LB,16,16,259,6-4,Purdue,8/16/1988,6,11,Washington Redskins / 1st / 16th pick / 2011,$8250000
60,Arie Kouandjio\KouaAr00,25,lg,8,6,316,6-5,Alabama,4/23/1992,2,3,Washington Redskins / 4th / 112th pick / 2015,$361765
72,Anthony Lanier\LaniAn00,24,de,11,2,285,6-6,Alabama AM,5/8/1993,1,2,,$540000
77,Shawn Lauvao\LauvSh20,30,LG,9,9,308,6-3,Arizona St.,10/26/1987,7,4,Cleveland Browns / 3rd / 92nd pick / 2010,$4000000
61,Spencer Long\LongSp00,27,c,7,6,318,6-5,Nebraska,11/8/1990,3,3,Washington Redskins / 3rd / 78th pick / 2014,$1787000
34,Byron Marshall\MarsBy01,23,,4,0,225,5-9,Oregon,2/13/1994,1,0,,$222353
97,Terrell McClain\McClTe00,29,de,12,2,302,6-2,South Florida,7/20/1988,6,2,Carolina Panthers / 3rd / 65th pick / 2011,$2250000
39,Stefan McClure\McClSt01,24,,7,0,205,5-10,California,1/31/1993,Rook,0,,$465000
12,Colt McCoy\McCoCo00,31,,1,0,210,6-1,Texas,9/5/1986,7,0,Cleveland Browns / 3rd / 85th pick / 2010,$2800000
92,Stacy McGee\McGeSt01,27,DE,16,10,339,6-3,Oklahoma,1/17/1990,4,5,Oakland Raiders / 6th / 205th pick / 2013,$2250000
31,Fabian Moreau\MoreFa00,23,,16,0,200,6-0,UCLA,4/9/1994,Rook,1,Washington Redskins / 3rd / 81st pick / 2017,$465000
76,Morgan Moses\MoseMo00,26,T,16,16,335,6-6,Virginia,3/3/1991,3,8,Washington Redskins / 3rd / 66th pick / 2014,$1297000
35,Montae Nicholson\NichMo00,22,ss,8,6,215,6-2,Michigan St.,12/4/1995,Rook,3,Washington Redskins / 4th / 123rd pick / 2017,$465000
24,Josh Norman\NormJo01,30,CB,14,13,200,6-0,Coastal Carolina,12/15/1987,5,5,Carolina Panthers / 5th / 143rd pick / 2012,$16500000
79,Ty Nsekhe\NsekTy00,32,t,11,5,330,6-8,Texas St.,10/27/1985,5,3,,$690000
48,Dare Ogunbowale\OgunDa00,23,,2,0,205,5-10,Wisconsin,5/4/1994,Rook,0,,$54706
84,Niles Paul\PaulNi00,28,te,14,8,242,6-1,Nebraska,8/9/1989,6,1,Washington Redskins / 5th / 155th pick / 2011,$1750000
32,Samaje Perine\PeriSa00,22,RB,16,8,233,5-11,Oklahoma,9/16/1995,Rook,5,Washington Redskins / 4th / 114th pick / 2017,$465000
41,Otha Peters\PeteOt00,23,,3,0,238,6-0,,2/27/1994,Rook,0,,$82059
11,Terrelle Pryor\PryoTe00,28,wr,9,2,228,6-4,Ohio St.,6/20/1989,6,2,Oakland Raiders / 3rd / 1st pick / 2011 Supp,$3000000
83,Brian Quick\QuicBr00,28,wr,11,1,215,6-3,Appalachian St.,6/5/1989,5,1,St. Louis Rams / 2nd / 33rd pick / 2012,$775000
86,Jordan Reed\ReedJo02,27,te,6,5,245,6-2,Florida,7/3/1990,4,2,Washington Redskins / 3rd / 85th pick / 2013,$3750000
74,Demetrius Rhaney\RhanDe00,25,,1,0,305,6-2,Tennessee St.,6/22/1992,3,0,St. Louis Rams / 7th / 250th pick / 2014,$243529
45,Pete Robertson\RobePe01,25,,4,0,243,6-2,Texas Tech,12/12/1992,Rook,0,,$164118
6,Nick Rose\RoseNi00,23,,8,0,200,6-2,,5/5/1994,Rook,1,,$300882
73,Chase Roullier\RoulCh00,24,c,13,7,310,6-4,Wyoming,8/23/1993,Rook,4,Washington Redskins / 6th / 199th pick / 2017,$465000
75,Brandon Scherff\ScheBr00,26,RG,14,14,315,6-5,Iowa,12/26/1991,2,9,Washington Redskins / 1st / 5th pick / 2015,$615000
94,Preston Smith\SmitPr00,25,LB,16,16,265,6-5,Mississippi St.,11/17/1992,2,8,Washington Redskins / 2nd / 38th pick / 2015,$960395
37,Fish Smithson\SmitFi00,23,,2,0,196,5-11,,3/18/1994,Rook,0,,$54706
50,Martrell Spaight\SpaiMa00,24,mlb,15,6,243,6-0,Arkansas,8/5/1993,2,4,Washington Redskins / 5th / 141st pick / 2015,$615000
87,Jeremy Sprinkle\SpriJe00,23,te,11,5,252,6-5,Arkansas,8/10/1994,Rook,0,Washington Redskins / 5th / 154th pick / 2017,$465000
57,Nick Sundberg\SundNi00,30,,16,0,256,6-0,California,7/29/1987,7,1,,$900000
36,D.J. Swearinger\SweaDJ00,26,FS,16,16,205,5-10,South Carolina,9/1/1991,4,7,Houston Texans / 2nd / 57th pick / 2013,$2000000
25,Chris Thompson\ThomCh03,27,rb,10,1,195,5-8,Florida St.,10/20/1990,4,6,Washington Redskins / 5th / 154th pick / 2013,$1506800
56,Zach Vigil\VigiZa00,26,mlb,7,6,238,6-2,Utah St.,3/28/1991,2,3,,$253235
5,Tress Way\WayxTr00,27,P,16,0,216,6-1,Oklahoma,4/18/1990,3,2,,$1100000
71,Trent Williams\WillTr21,29,T,10,10,320,6-5,Oklahoma,7/19/1988,7,6,Washington Redskins / 1st / 4th pick / 2010,$11250000
