No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
76,Jon Feliciano\FeliJo00,25,rg,13,1,325,6-4,Miami (FL),2/10/1992,2,1,Oakland Raiders / 4th / 128th pick / 2015,$615000
32,Antonio Hamilton\HamiAn01,24,,8,0,190,6-0,South Carolina St.,1/24/1993,1,0,,$540000
41,Erik Harris\HarrEr00,27,,15,0,225,6-3,California (PA),4/2/1990,1,1,,$540000
90,Treyvon Hester\HestTr00,25,dt,14,1,304,6-2,Toledo,9/21/1992,Rook,1,Oakland Raiders / 7th / 244th pick / 2017,$465000
16,Johnny Holton\HoltJo00,26,wr,16,1,190,6-1,Cincinnati,8/22/1991,1,3,,$540000
34,Elijah Hood\HoodEl00,21,,1,0,230,5-11,North Carolina,4/22/1996,Rook,0,Oakland Raiders / 7th / 242nd pick / 2017,$273529
61,Rodney Hudson\HudsRo00,28,C,16,16,300,6-2,Florida St.,7/12/1989,6,9,Kansas City Chiefs / 2nd / 55th pick / 2011,$6500000
51,Bruce Irvin\IrviBr00,30,LB,16,16,250,6-3,West Virginia,11/1/1987,5,7,Seattle Seahawks / 1st / 15th pick / 2012,$4500000
66,Gabe Jackson\JackGa00,26,RG,15,15,335,6-3,Mississippi St.,7/12/1991,3,7,Oakland Raiders / 3rd / 81st pick / 2014,$5250000
57,Cory James\JameCo00,24,LB,10,9,235,6-0,Colorado St.,5/22/1993,1,4,Oakland Raiders / 6th / 194th pick / 2016,$540000
42,Karl Joseph\JoseKa00,24,SS,15,15,205,5-10,West Virginia,9/8/1993,1,5,Oakland Raiders / 1st / 14th pick / 2016,$990196
7,Marquette King\KingMa00,29,P,16,0,195,6-0,Fort Valley St.,10/26/1988,5,3,,$2400000
75,Darius Latham\LathDa01,23,,3,0,305,6-5,Indiana,11/9/1994,1,0,,$540000
55,Marquel Lee\LeexMa01,22,mlb,13,6,235,6-3,Wake Forest,10/21/1995,Rook,3,Oakland Raiders / 5th / 168th pick / 2017,$465000
26,Shalom Luani\LuanSh00,23,ss,16,1,202,6-0,Washington St.,8/5/1994,Rook,1,Oakland Raiders / 7th / 221st pick / 2017,$465000
24,Marshawn Lynch\LyncMa00,31,RB,15,15,215,5-11,California,4/22/1986,10,7,Buffalo Bills / 1st / 12th pick / 2007,$1350000
52,Khalil Mack\MackKh00,26,DE,16,16,252,6-3,Buffalo,2/22/1991,3,11,Oakland Raiders / 1st / 5th pick / 2014,$690000
3,EJ Manuel\ManuEJ00,27,qb,2,1,237,6-4,Florida St.,3/19/1990,4,1,Buffalo Bills / 1st / 16th pick / 2013,$775000
25,Demetrius McCray\McCrDe00,26,,3,0,194,6-2,Appalachian St.,5/11/1991,4,0,Jacksonville Jaguars / 7th / 210th pick / 2013,$487059
23,Dexter McDonald\McDoDe02,26,lcb,15,6,200,6-1,Kansas,11/30/1991,2,2,Oakland Raiders / 7th / 242nd pick / 2015,$615000
39,Keith McGill\McGiKe00,28,,13,0,211,6-3,Utah,3/9/1989,3,1,Oakland Raiders / 4th / 116th pick / 2014,$690000
20,Obi Melifonwu\MeliOb00,23,db,5,1,224,6-4,Connecticut,4/5/1994,Rook,1,Oakland Raiders / 2nd / 56th pick / 2017,$348000
50,Nicholas Morrow\MorrNi00,22,lb,16,5,224,6-0,,7/10/1995,Rook,3,,$465000
27,Reggie Nelson\NelsRe99,34,FS,16,16,210,5-11,Florida,9/21/1983,10,5,Jacksonville Jaguars / 1st / 21st pick / 2007,$2750000
73,Marshall Newhouse\NewhMa20,29,T,14,14,330,6-4,TCU,9/29/1988,6,6,Green Bay Packers / 5th / 169th pick / 2010,$1050000
49,Jamize Olawale\OlawJa00,28,,12,0,240,6-1,North Texas,4/17/1989,5,1,,$1500000
70,Kelechi Osemele\OsemKe00,28,LG,16,16,330,6-5,Iowa St.,6/24/1989,5,9,Baltimore Ravens / 2nd / 60th pick / 2012,$6700000
84,Cordarrelle Patterson\PattCo00,26,wr,16,2,220,6-2,Tennessee,3/17/1991,4,3,Minnesota Vikings / 1st / 29th pick / 2013,$2500000
72,Donald Penn\PennDo20,34,T,14,14,315,6-4,Utah St.,4/27/1983,10,8,,$5800000
30,Jalen Richard\RichJa01,24,rb,16,1,205,5-8,Southern Miss,10/15/1993,1,4,,$540000
10,Seth Roberts\RobeSe00,26,wr,15,7,195,6-2,West Alabama,2/22/1991,3,4,,$615000
71,David Sharpe\SharDa02,22,t,5,2,343,6-6,Florida,10/21/1995,Rook,1,Oakland Raiders / 4th / 129th pick / 2017,$465000
43,Brady Sheldon\ShelBr01,24,,2,0,231,6-5,,2/23/1993,Rook,0,,$54706
86,Lee Smith\SmitLe00,30,TE,16,9,265,6-6,TennesseeMarshall,11/21/1987,6,1,New England Patriots / 5th / 159th pick / 2011,$1000000
21,Sean Smith\SmitSe99,30,rcb,14,8,215,6-2,Utah,7/14/1987,8,3,Miami Dolphins / 2nd / 61st pick / 2009,$5000000
62,James Stone\StonJa02,25,,2,0,290,6-3,Tennessee,4/26/1992,3,0,,$72353
2,Giorgio Tavecchio\TaveGi00,27,K,16,0,180,5-10,California,7/16/1990,Rook,2,,$465000
94,Eddie Vanderdoes\VandEd00,23,DT,16,13,305,6-4,UCLA,10/13/1994,Rook,5,Oakland Raiders / 3rd / 88th pick / 2017,$465000
88,Clive Walford\WalfCl00,26,,13,0,250,6-4,Miami (FL),10/21/1991,2,1,Oakland Raiders / 3rd / 68th pick / 2015,$710646
95,Jihad Ward\WardJi02,23,de,5,1,290,6-5,Illinois,5/11/1994,1,1,Oakland Raiders / 2nd / 44th pick / 2016,$701809
69,Jylan Ware\WareJy00,24,,1,0,317,6-7,Alabama St.,10/16/1993,Rook,0,Oakland Raiders / 7th / 231st pick / 2017,$465000
33,DeAndre Washington\WashDe00,24,,15,0,205,5-8,Texas Tech,2/22/1993,1,3,Oakland Raiders / 5th / 143rd pick / 2016,$540000
19,Isaac Whitney\WhitIs00,23,,2,0,204,6-2,,6/22/1994,Rook,0,,$136765
56,Xavier Woodson-Luster\WoodXa01,22,,14,0,220,6-1,Arkansas St.,8/6/1995,Rook,1,,$540000
