No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
22,William Gay\GayxWi99,32,fs,16,1,187,5-10,Louisville,1/1/1985,10,1,Pittsburgh Steelers / 5th / 170th pick / 2007,$2000000
77,Marcus Gilbert\GilbMa00,29,t,7,7,330,6-6,Florida,2/15/1988,6,3,Pittsburgh Steelers / 2nd / 63rd pick / 2011,$4000000
20,Robert Golden\GoldRo00,27,fs,16,2,202,5-11,Arizona,9/13/1990,5,2,,$1465000
85,Xavier Grimble\GrimXa00,25,te,15,2,261,6-4,USC,9/22/1992,3,0,,$540000
21,Joe Haden\HadeJo99,28,LCB,11,11,195,5-11,Florida,4/14/1989,7,4,Cleveland Browns / 1st / 7th pick / 2010,$1250000
79,Javon Hargrave\HargJa00,24,NT,16,12,305,6-2,South Carolina St.,2/7/1993,1,6,Pittsburgh Steelers / 3rd / 89th pick / 2016,$560000
92,James Harrison\HarrJa23,39,,5,0,242,6-0,Kent St.,5/4/1978,15,0,,$1200000
65,Jerald Hawkins\HawkJe00,24,te,5,1,305,6-6,LSU,10/16/1993,Rook,1,Pittsburgh Steelers / 4th / 123rd pick / 2016,$465000
97,Cameron Heyward\HeywCa01,28,DE,15,15,295,6-5,Ohio St.,5/6/1989,6,15,Pittsburgh Steelers / 1st / 31st pick / 2011,$775000
88,Darrius Heyward-Bey\HeywDa00,30,,16,0,210,6-2,Maryland,2/26/1987,8,1,Oakland Raiders / 1st / 7th pick / 2009,$1200000
31,Mike Hilton\HiltMi01,23,db,16,4,184,5-9,Mississippi,3/9/1994,Rook,3,,$465000
74,Chris Hubbard\HubbCh00,26,T,16,10,295,6-4,Ala-Birmingham,4/23/1991,4,5,,$1797000
11,Justin Hunter\HuntJu00,26,wr,7,1,203,6-4,Tennessee,5/20/1991,4,0,Tennessee Titans / 2nd / 34th pick / 2013,$775000
81,Jesse James\JameJe00,23,TE,16,14,261,6-7,Penn St.,6/4/1994,2,4,Pittsburgh Steelers / 5th / 160th pick / 2015,$615000
51,Steven Johnson\JohnSt02,29,,1,0,237,6-1,Kansas,3/28/1988,5,0,,$729412
3,Landry Jones\JoneLa02,28,qb,3,1,225,6-4,Oklahoma,4/4/1989,4,1,Pittsburgh Steelers / 4th / 115th pick / 2013,$1900000
44,Tyler Matakevich\MataTy00,25,,15,0,235,6-1,Temple,12/22/1992,1,1,Pittsburgh Steelers / 7th / 246th pick / 2016,$540000
93,Daniel McCullers\McCuDa00,25,,5,0,352,6-7,Tennessee,8/11/1992,3,0,Pittsburgh Steelers / 6th / 215th pick / 2014,$690000
89,Vance McDonald\McDoVa00,27,te,10,7,267,6-4,Rice,6/13/1990,4,2,San Francisco 49ers / 2nd / 55th pick / 2013,$2100000
23,Mike Mitchell\MitcMi99,30,FS,13,12,221,6-1,Ohio,6/10/1987,8,4,Oakland Raiders / 2nd / 47th pick / 2009,$5000000
55,Arthur Moats\MoatAr00,29,,14,0,246,6-0,James Madison,3/14/1988,7,1,Buffalo Bills / 6th / 178th pick / 2010,$2250000
45,Roosevelt Nix\NixxRo01,25,fb,16,4,248,5-11,Kent St.,3/30/1992,2,0,,$615000
53,Maurkice Pouncey\PounMa20,28,C,15,15,304,6-4,Florida,7/24/1989,7,9,Pittsburgh Steelers / 1st / 18th pick / 2010,$7500000
38,Stevan Ridley\RidlSt00,28,rb,2,1,220,5-11,LSU,1/27/1989,6,1,New England Patriots / 3rd / 73rd pick / 2011,$91176
7,Ben Roethlisberger\RoetBe00,35,QB,15,15,240,6-5,Miami (OH),3/2/1982,13,14,Pittsburgh Steelers / 1st / 11th pick / 2004,$12000000
17,Eli Rogers\RogeEl00,25,wr,14,4,187,5-10,Louisville,12/23/1992,1,1,,$540000
24,Coty Sensabaugh\SensCo00,29,lcb,14,4,187,5-11,Clemson,11/15/1988,5,2,Tennessee Titans / 4th / 115th pick / 2012,$775000
50,Ryan Shazier\ShazRy00,25,LILB,12,12,230,6-1,Ohio St.,9/6/1992,3,9,Pittsburgh Steelers / 1st / 15th pick / 2014,$1716438
19,JuJu Smith-Schuster\SmitJu00,21,wr,14,7,215,6-1,USC,11/22/1996,Rook,10,Pittsburgh Steelers / 2nd / 62nd pick / 2017,$465000
51,Sean Spence\SpenSe00,27,lilb,4,4,231,5-11,Miami (FL),6/7/1990,5,2,Pittsburgh Steelers / 3rd / 86th pick / 2012,$182353
34,Cameron Sutton\SuttCa00,22,lcb,5,1,188,5-11,Tennessee,2/27/1995,Rook,1,Pittsburgh Steelers / 3rd / 94th pick / 2017,$348000
33,Fitzgerald Toussaint\TousFi00,27,,6,0,204,5-9,Michigan,5/4/1990,3,0,,$243529
91,Stephon Tuitt\TuitSt00,24,DE,12,12,303,6-6,Notre Dame,5/23/1993,3,5,Pittsburgh Steelers / 2nd / 46th pick / 2014,$1000000
78,Alejandro Villanueva\VillAl00,29,T,16,16,320,6-9,Army,9/22/1988,3,10,,$1500000
96,Leterrius Walton\WaltLe00,25,,16,0,305,6-5,Central Michigan,3/31/1992,2,1,Pittsburgh Steelers / 6th / 199th pick / 2015,$615000
39,Terrell Watson\WatsTe00,24,,10,0,240,6-1,Azusa Pacific,8/22/1993,1,0,,$465000
90,T.J. Watt\WattT.00,23,ROLB,15,15,252,6-4,Wisconsin,10/11/1994,Rook,7,Pittsburgh Steelers / 1st / 30th pick / 2017,$465000
27,J.J. Wilcox\WilcJ.00,26,fs,12,1,212,6-0,Georgia Southern,2/14/1991,4,1,Dallas Cowboys / 3rd / 80th pick / 2013,$2125000
98,Vince Williams\WillVi01,28,RILB,16,16,233,6-1,Florida St.,12/27/1989,4,8,Pittsburgh Steelers / 6th / 206th pick / 2013,$2000000
