No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
89,Phillip Supernaw\SupePh00,27,te,16,3,255,6-5,Ouachita Baptist,1/30/1990,5,0,,$900000
13,Taywan Taylor\TaylTa00,22,wr,16,4,203,5-11,Western Kentucky,3/2/1995,Rook,2,Tennessee Titans / 3rd / 72nd pick / 2017,$465000
41,Brynden Trawick\TrawBr00,28,,16,0,225,6-2,Troy,10/23/1989,4,3,,$2000000
93,Erik Walden\WaldEr99,32,lb,16,2,250,6-2,Middle Tenn. St.,8/21/1985,9,3,Dallas Cowboys / 6th / 167th pick / 2008,$1350000
82,Delanie Walker\WalkHu00,33,TE,16,11,248,6-2,Central Missouri St.,8/12/1984,11,7,San Francisco 49ers / 6th / 175th pick / 2006,$4200000
52,Aaron Wallace\WallAa00,24,,2,0,242,6-2,UCLA,7/8/1993,1,0,Tennessee Titans / 7th / 222nd pick / 2016,$383824
14,Eric Weems\WeemEr00,32,,16,0,195,5-9,Bethune-Cookman,7/4/1985,10,0,,$1000000
96,Sylvester Williams\WillSy00,29,NT,15,11,328,6-2,North Carolina,11/21/1988,4,5,Denver Broncos / 1st / 28th pick / 2013,$2000000
54,Avery Williamson\WillAv00,25,LB,16,16,246,6-1,Kentucky,3/9/1992,3,7,Tennessee Titans / 5th / 151st pick / 2014,$1797000
59,Wesley Woodyard\WoodWe20,31,LB,16,16,233,6-0,Kentucky,7/21/1986,9,9,,$2200000
