No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
31,Marcus Cooper\CoopMa00,27,cb,15,4,197,6-2,Rutgers,2/1/1990,4,2,San Francisco 49ers / 7th / 252nd pick / 2013,$3000000
69,Rashaad Coward\CowaRa00,23,,1,0,320,6-5,Old Dominion,11/6/1994,Rook,0,,$109412
30,Benny Cunningham\CunnBe01,27,,14,0,218,5-10,Middle Tenn. St.,7/7/1990,4,2,,$775000
21,Quintin Demps\DempQu99,32,s,3,3,203,6-0,Texas-El Paso,6/29/1985,9,1,Philadelphia Eagles / 4th / 117th pick / 2008,$2500000
49,Andrew DePaola\DePaAn00,30,,16,0,230,6-2,Rutgers,7/28/1987,3,1,,$690000
94,Leonard Floyd\FloyLe00,25,LB,10,10,251,6-4,Georgia,9/8/1992,1,6,Chicago Bears / 1st / 9th pick / 2016,$1167403
50,Jerrell Freeman\FreeJe00,31,lb,1,1,235,6-0,Mary Hardin-Baylor,5/1/1986,5,1,,$3750000
23,Kyle Fuller\FullKy00,25,CB,16,16,190,5-11,Virginia Tech,2/16/1992,3,6,Chicago Bears / 1st / 14th pick / 2014,$1740955
19,Tanner Gentry\GentTa00,23,wr,4,3,210,6-1,Wyoming,12/18/1994,Rook,1,,$465000
8,Mike Glennon\GlenMi00,28,qb,4,4,229,6-6,North Carolina St.,12/12/1989,4,2,Tampa Bay Buccaneers / 3rd / 73rd pick / 2013,$8000000
91,Eddie Goldman\GoldEd00,23,NT,15,15,320,6-4,Florida St.,1/6/1994,2,8,Chicago Bears / 2nd / 39th pick / 2015,$951938
55,Hroniss Grasu\GrasHr00,26,c,6,4,301,6-3,Oregon,8/12/1991,2,2,Chicago Bears / 3rd / 71st pick / 2015,$687500
32,Deiondre Hall\HallDe02,23,,2,0,206,6-2,Northern Iowa,5/31/1994,1,0,Chicago Bears / 4th / 127th pick / 2016,$363000
96,Akiem Hicks\HickAk00,28,DE,16,16,332,6-5,Regina (Canada),11/16/1989,5,10,New Orleans Saints / 3rd / 89th pick / 2012,$7000000
99,Lamarr Houston\HousLa99,30,lb,5,1,274,6-3,Texas,6/24/1987,7,1,Oakland Raiders / 2nd / 44th pick / 2010,$900000
36,DeAndre Houston-Carson\HousDe00,24,,11,0,205,6-1,William  Mary,4/13/1993,1,1,Chicago Bears / 6th / 185th pick / 2016,$476471
24,Jordan Howard\HowaJo00,23,RB,16,16,224,6-0,Indiana,11/2/1994,1,7,Chicago Bears / 5th / 150th pick / 2016,$540000
17,Dontrelle Inman\InmaDo00,28,wr,8,7,205,6-3,Virginia,1/31/1989,3,3,,$2746000
47,Isaiah Irving\IrviIs00,23,,7,0,254,6-2,San Jose St.,9/6/1994,Rook,1,,$355588
39,Eddie Jackson\JackEd01,25,S,16,16,202,6-0,Alabama,12/10/1992,Rook,7,Chicago Bears / 4th / 112th pick / 2017,$465000
73,John Jenkins\JenkJo00,28,nt,8,1,327,6-3,Georgia,7/11/1989,4,1,New Orleans Saints / 3rd / 82nd pick / 2013,$775000
52,Christian Jones\JoneCh05,26,LB,16,11,244,6-3,Florida St.,2/18/1991,3,7,,$1000000
57,Howard Jones\JoneHo01,27,,4,0,238,6-4,Shepherd,2/10/1990,3,0,,$217059
44,Nick Kwiatkoski\KwiaNi00,24,lb,11,6,242,6-2,West Virginia,5/26/1993,1,4,Chicago Bears / 4th / 113th pick / 2016,$540000
22,Crevon LeBlanc\LeBlCr01,23,cb,15,1,190,5-11,Florida Atlantic,7/25/1994,1,1,,$540000
63,Cameron Lee\LeexCa01,24,,2,0,312,6-4,,12/28/1993,Rook,0,,$93600
72,Charles Leno\LenoCh00,26,T,16,16,306,6-3,Boise St.,10/9/1991,3,6,Chicago Bears / 7th / 246th pick / 2014,$1797000
75,Kyle Long\LongKy00,29,RG,10,9,320,6-6,Oregon,12/5/1988,4,4,Chicago Bears / 1st / 20th pick / 2013,$6250000
70,Bobby Massie\MassBo00,28,T,15,15,317,6-6,Mississippi,8/1/1989,5,6,Arizona Cardinals / 4th / 112th pick / 2012,$4200000
18,Tre McBride\McBrTr00,25,wr,8,3,210,6-0,William  Mary,12/1/1992,2,1,Tennessee Titans / 7th / 245th pick / 2015,$615000
27,Sherrick McManis\McMaSh99,30,,13,0,193,6-1,Northwestern,12/19/1987,7,1,Houston Texans / 5th / 144th pick / 2010,$1000000
92,Pernell McPhee\McPhPe00,29,lb,13,5,265,6-3,Mississippi St.,12/17/1988,6,4,Baltimore Ravens / 5th / 165th pick / 2011,$6950000
86,Zach Miller\MillZa02,33,te,8,6,245,6-5,Nebraska-Omaha,10/4/1984,8,2,Jacksonville Jaguars / 6th / 180th pick / 2009,$1500000
33,Taquan Mizzell\MizzTa00,24,,3,0,170,5-10,Virginia,10/21/1993,Rook,0,,$465000
1,Mike Nugent\nugenmik01,35,,4,0,190,5-10,Ohio St.,3/2/1982,12,1,New York Jets / 2nd / 47th pick / 2005,$235294
16,Pat ODonnell\ODonPa00,26,P,16,0,217,6-4,Miami (FL),2/22/1991,3,3,Chicago Bears / 6th / 191st pick / 2014,$690000
43,Chris Prosinski\ProsCh00,30,s,3,3,201,6-1,Wyoming,4/28/1987,6,1,Jacksonville Jaguars / 4th / 121st pick / 2011,$227941
95,Roy Robertson-Harris\RobeRo00,24,,13,0,294,6-7,,7/23/1993,Rook,2,,$465000
2,Cairo Santos\SantCa01,26,,2,0,160,5-8,Tulane,11/12/1991,3,0,,$243529
87,Adam Shaheen\ShahAd00,23,te,13,7,270,6-5,Ashland,10/24/1994,Rook,1,Chicago Bears / 2nd / 45th pick / 2017,$465000
88,Dion Sims\SimsDi00,26,TE,14,14,268,6-4,Michigan St.,2/18/1991,4,1,Miami Dolphins / 4th / 106th pick / 2013,$2000000
71,Josh Sitton\SittJo20,31,LG,13,13,318,6-3,Central Florida,6/16/1986,9,5,Green Bay Packers / 4th / 135th pick / 2008,$4650000
79,Bradley Sowell\SoweBr00,28,t,16,2,312,6-7,Mississippi,6/6/1989,5,2,,$775000
14,Deonte Thompson\ThomDe04,28,wr,5,3,204,6-0,Florida,2/14/1989,5,1,,$775000
53,John Timu\TimuJo00,25,lb,11,2,246,6-0,Washington,8/27/1992,2,2,,$542647
59,Danny Trevathan\TrevDa00,27,LB,12,12,239,6-1,Kentucky,3/24/1990,5,7,Denver Broncos / 6th / 188th pick / 2012,$2000000
10,Mitchell Trubisky\TrubMi00,23,QB,12,12,222,6-3,North Carolina,8/20/1994,Rook,7,Chicago Bears / 1st / 2nd pick / 2017,$465000
98,Mitch Unrein\UnreMi00,30,DE,12,8,301,6-4,Wyoming,3/25/1987,6,8,,$1000000
12,Markus Wheaton\WheaMa00,26,,11,0,185,5-11,Oregon St.,2/7/1991,4,0,Pittsburgh Steelers / 3rd / 79th pick / 2013,$3000000
11,Kevin White\WhitKe00,25,wr,1,1,216,6-3,West Virginia,6/25/1992,1,0,Chicago Bears / 1st / 7th pick / 2015,$615000
65,Cody Whitehair\WhitCo03,25,C,16,16,310,6-4,Kansas St.,7/11/1992,1,6,Chicago Bears / 2nd / 56th pick / 2016,$642026
13,Kendall Wright\WrigKe01,28,wr,16,4,185,5-10,Baylor,11/12/1989,5,5,Tennessee Titans / 1st / 20th pick / 2012,$1250000
97,Willie Young\YounWi99,32,lb,4,2,251,6-5,North Carolina St.,9/19/1985,7,1,Detroit Lions / 7th / 213th pick / 2010,$1000000
