No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
29,Marlon Humphrey\HumpMa00,21,rcb,16,5,197,6-0,Alabama,7/8/1996,Rook,3,Baltimore Ravens / 1st / 16th pick / 2017,$465000
74,James Hurst\HursJa00,26,LG,16,16,310,6-5,North Carolina,12/17/1991,3,8,,$700000
38,Stanley Jean-Baptiste\JeanSt00,27,,1,0,216,6-3,Nebraska,4/12/1990,3,0,New Orleans Saints / 2nd / 58th pick / 2014,$127060
23,Tony Jefferson\JeffTo00,25,SS,16,16,211,5-11,Oklahoma,1/27/1992,4,6,,$3000000
66,Ryan Jensen\JensRy00,26,C,16,16,319,6-4,Colorado State-Pueblo,5/27/1991,4,8,Baltimore Ravens / 6th / 203rd pick / 2013,$1797000
58,Steven Johnson\JohnSt02,29,,10,0,237,6-1,Kansas,3/28/1988,5,1,,$501471
99,Matt Judon\JudoMa00,25,LB,16,12,261,6-3,Grand Valley St.,8/15/1992,1,7,Baltimore Ravens / 5th / 146th pick / 2016,$540000
92,Bronson Kaufusi\KaufBr01,26,de,3,1,275,6-6,BYU,7/6/1991,Rook,1,Baltimore Ravens / 3rd / 70th pick / 2016,$603500
4,Sam Koch\KochSa20,35,P,16,0,222,6-1,Nebraska,8/13/1982,11,2,Baltimore Ravens / 6th / 203rd pick / 2006,$2300000
41,Anthony Levine\LeviAn00,30,,16,0,207,5-11,Tennessee St.,3/27/1987,6,2,,$900000
18,Jeremy Maclin\MaclJe00,29,WR,12,12,200,6-0,Missouri,5/11/1988,8,4,Philadelphia Eagles / 1st / 19th pick / 2009,$1000000
15,Ryan Mallett\MallRy00,29,,2,0,240,6-6,Arkansas,6/5/1988,6,0,New England Patriots / 3rd / 74th pick / 2011,$1000000
13,Chris Matthews\MattCh00,28,,6,0,218,6-5,Kentucky,10/6/1989,3,0,,$615000
88,Vince Mayle\MaylVi00,26,,16,0,247,6-2,Washington St.,6/12/1991,2,0,Cleveland Browns / 4th / 123rd pick / 2015,$540000
33,Tony McRae\McRaTo00,24,,5,0,185,5-10,,5/3/1993,Rook,0,,$437647
10,Chris Moore\MoorCh00,24,wr,13,4,200,6-1,Cincinnati,6/16/1993,1,2,Baltimore Ravens / 4th / 107th pick / 2016,$540000
57,C.J. Mosley\MoslC.00,25,MLB,16,16,241,6-2,Alabama,6/19/1992,3,15,Baltimore Ravens / 1st / 17th pick / 2014,$1618365
48,Patrick Onwuasor\OnwuPa00,25,LB,16,13,227,6-0,ArizonaPortland St.,8/22/1992,1,7,,$540000
11,Breshad Perriman\PerrBr02,24,wr,11,3,211,6-2,Central Florida,9/10/1993,1,1,Baltimore Ravens / 1st / 26th pick / 2015,$1226392
97,Michael Pierce\PierMi00,25,NT,16,13,340,6-0,Samford,11/6/1992,1,8,,$540000
31,Bobby Rainey\RainBo00,30,,4,0,205,5-8,Western Kentucky,10/16/1987,5,1,,$547056
42,Patrick Ricard\RicaPa00,23,,16,0,311,6-3,Maine,5/27/1994,Rook,1,,$465000
68,Matt Skura\SkurMa01,24,RG,12,12,313,6-3,Duke,2/17/1993,Rook,6,,$410294
22,Jimmy Smith\SmitJi03,29,RCB,12,12,210,6-2,Colorado,7/26/1988,6,6,Baltimore Ravens / 1st / 27th pick / 2011,$775000
90,ZaDarius Smith\SmitZa00,25,lb,14,4,272,6-4,Kentucky,9/8/1992,2,3,Baltimore Ravens / 4th / 122nd pick / 2015,$615000
79,Ronnie Stanley\StanRo00,23,T,15,15,315,6-6,Notre Dame,3/18/1994,1,8,Baltimore Ravens / 1st / 6th pick / 2016,$1381106
55,Terrell Suggs\SuggTe99,35,LB,16,16,265,6-3,Arizona St.,10/11/1982,14,11,Baltimore Ravens / 1st / 10th pick / 2003,$4000000
9,Justin Tucker\TuckJu00,28,K,16,0,180,6-1,Texas,11/21/1989,5,6,,$2800000
96,Brent Urban\UrbaBr00,26,de,3,3,300,6-7,Virginia,5/5/1991,3,2,Baltimore Ravens / 4th / 134th pick / 2014,$690000
17,Mike Wallace\WallMi00,31,WR,15,14,200,6-0,Mississippi,8/1/1986,8,7,Pittsburgh Steelers / 3rd / 84th pick / 2009,$4750000
82,Ben Watson\WatsBe00,37,TE,16,12,251,6-3,DukeGeorgia,12/18/1980,13,5,New England Patriots / 1st / 32nd pick / 2004,$1250000
21,Lardarius Webb\WebbLa99,32,db,16,3,179,5-10,Nicholls St.,10/12/1985,8,2,Baltimore Ravens / 3rd / 88th pick / 2009,$900000
32,Eric Weddle\WeddEr99,32,FS,16,16,195,5-11,Utah,1/4/1985,10,10,San Diego Chargers / 2nd / 37th pick / 2007,$4000000
28,Terrance West\WestTe00,26,rb,5,4,225,5-10,Towson,1/28/1991,3,1,Cleveland Browns / 3rd / 94th pick / 2014,$1797000
14,Griff Whalen\WhalGr00,27,,2,0,190,5-11,Stanford,3/1/1990,5,0,,$501468
98,Brandon Williams\WillBr02,28,DT,12,12,336,6-1,Missouri Southern,2/21/1989,4,6,Baltimore Ravens / 3rd / 94th pick / 2013,$775000
87,Maxx Williams\WillMa04,23,te,11,8,252,6-4,Minnesota,4/12/1994,2,1,Baltimore Ravens / 2nd / 55th pick / 2015,$803431
56,Tim Williams\WillTi00,24,,8,0,252,6-3,Alabama,11/12/1993,Rook,1,Baltimore Ravens / 3rd / 78th pick / 2017,$465000
39,Danny Woodhead\WoodDa02,32,,8,0,200,5-9,Chadron St.,1/25/1985,8,2,,$1000000
93,Chris Wormley\WormCh00,24,de,7,2,300,6-5,Michigan,10/25/1993,Rook,1,Baltimore Ravens / 3rd / 74th pick / 2017,$465000
73,Marshal Yanda\YandMa20,33,rg,2,2,305,6-3,Iowa,9/15/1984,10,1,Baltimore Ravens / 3rd / 86th pick / 2007,$6000000
