No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
85,Rhett Ellison\ElliRh00,29,TE,16,14,255,6-5,USC,10/3/1988,5,2,Minnesota Vikings / 4th / 128th pick / 2012,$975000
88,Evan Engram\EngrEv00,23,TE,15,11,240,6-3,Mississippi,9/2/1994,Rook,5,New York Giants / 1st / 23rd pick / 2017,$465000
74,Ereck Flowers\FlowEr00,23,T,15,15,334,6-6,Miami (FL),4/25/1994,2,5,New York Giants / 1st / 9th pick / 2015,$1743338
76,D.J. Fluker\FlukDJ00,26,rg,9,6,342,6-5,Alabama,3/13/1991,4,2,San Diego Chargers / 1st / 11th pick / 2013,$1500000
22,Wayne Gallman\GallWa00,23,rb,13,1,210,6-0,Clemson,10/1/1994,Rook,4,New York Giants / 4th / 140th pick / 2017,$465000
93,B.J. Goodson\GoodB.00,24,mlb,7,7,241,6-1,Clemson,4/29/1993,1,3,New York Giants / 4th / 109th pick / 2016,$540000
58,Curtis Grant\GranCu01,25,,10,0,240,6-2,Ohio St.,12/28/1992,Rook,1,,$437648
73,John Greco\GrecJo20,32,,6,0,318,6-4,Toledo,3/24/1985,9,0,St. Louis Rams / 3rd / 65th pick / 2008,$370588
75,Jon Halapio\HalaJo00,26,rg,10,6,315,6-3,Florida,6/23/1991,3,2,New England Patriots / 6th / 179th pick / 2014,$355589
17,Dwayne Harris\HarrDw00,30,ldt,5,1,206,5-11,East Carolina,9/16/1987,6,0,Dallas Cowboys / 6th / 176th pick / 2011,$2475000
53,Nigel Harris\HarrNi00,23,,2,0,225,6-2,South Florida,12/7/1994,Rook,0,,$465000
98,Damon Harrison\HarrDa03,29,LDT,16,15,353,6-3,William Penn,11/29/1988,5,7,,$8750000
68,Bobby Hart\HartBo00,23,t,10,7,318,6-5,Florida St.,8/21/1994,2,3,New York Giants / 7th / 226th pick / 2015,$615000
23,Michael Hunter\HuntMi00,24,,4,0,192,6-0,IndianaOklahoma St.,4/19/1993,1,0,,$540000
20,Janoris Jenkins\JenkJa03,29,CB,9,8,190,5-10,North AlabamaFlorida,10/29/1988,5,4,St. Louis Rams / 2nd / 39th pick / 2012,$12900000
77,John Jerry\JerrJo20,31,LG,16,16,335,6-5,Mississippi,6/14/1986,7,6,Miami Dolphins / 3rd / 73rd pick / 2010,$925000
69,Brett Jones\JoneBr04,26,C,16,13,315,6-2,Regina (Canada),7/29/1991,1,5,,$615000
59,Devon Kennard\KennDe00,26,LB,15,11,256,6-4,USC,6/24/1991,3,5,New York Giants / 5th / 174th pick / 2014,$1797000
12,Tavarres King\KingTa00,27,wr,8,3,192,6-1,Georgia,7/14/1990,4,2,Denver Broncos / 5th / 161st pick / 2013,$487059
81,Matt LaCosse\LaCoMa00,25,te,3,1,255,6-6,Illinois,9/21/1992,2,0,,$465000
18,Roger Lewis\LewiRo03,24,WR,15,8,203,6-0,Bowling Green,11/27/1993,1,3,,$540000
10,Eli Manning\MannEl00,36,QB,15,15,220,6-5,Mississippi,1/3/1981,13,7,San Diego Chargers / 1st / 1st pick / 2004,$13000000
15,Brandon Marshall\MarsBr00,33,wr,5,5,232,6-5,Central Florida,3/23/1984,11,1,Denver Broncos / 4th / 119th pick / 2006,$3000000
39,Derrick Mathews\MathDe00,25,,1,0,232,6-0,,9/25/1992,Rook,0,,$27353
23,Darryl Morris\MorrDa01,27,,5,0,188,5-10,Texas St.,9/4/1990,4,0,,$227941
91,Avery Moss\MossAv00,23,de,11,2,271,6-3,Youngstown St.,9/16/1994,Rook,2,New York Giants / 5th / 167th pick / 2017,$465000
46,Calvin Munson\MunsCa00,23,mlb,14,5,243,6-0,San Diego St.,12/27/1994,Rook,3,,$465000
36,Ryan Murphy\MurpRy00,25,,3,0,214,6-0,Oregon St.,10/14/1992,Rook,0,Seattle Seahawks / 7th / 248th pick / 2015,$82059
81,Ryan OMalley\OMalRy00,24,,1,0,260,6-6,Pennsylvania,7/24/1993,1,0,,
78,Romeo Okwara\OkwaRo01,22,,6,0,274,6-4,Notre Dame,6/17/1995,1,0,,$540000
28,Paul Perkins\PerkPa00,23,rb,11,4,213,5-11,UCLA,11/16/1994,1,1,New York Giants / 5th / 149th pick / 2016,$540000
90,Jason Pierre-Paul\PierJa99,28,DE,16,16,275,6-5,South Florida,1/1/1989,7,8,New York Giants / 1st / 15th pick / 2010,$1250000
80,Darius Powe\PoweDa02,23,wr,1,1,220,6-3,,3/15/1994,Rook,0,,$127059
67,Justin Pugh\PughJu00,27,lg,8,8,311,6-5,Syracuse,8/12/1990,4,3,New York Giants / 1st / 19th pick / 2013,$8821000
83,Kalif Raymond\RaymKa00,23,,6,0,182,5-8,Holy Cross,8/8/1994,1,0,,$222353
70,Weston Richburg\RichWe00,26,c,4,4,290,6-4,Colorado St.,7/9/1991,3,1,New York Giants / 2nd / 43rd pick / 2014,$1085093
57,Keenan Robinson\RobiKe01,28,lb,6,3,245,6-3,Texas,7/7/1989,5,2,Washington Redskins / 4th / 119th pick / 2012,$1500000
41,Dominique Rodgers-Cromartie\RodgDo99,31,cb,15,6,203,6-2,Tennessee St.,4/7/1986,9,2,Arizona Cardinals / 1st / 16th pick / 2008,$6980000
2,Aldrick Rosas\RosaAl00,23,K,16,0,221,6-3,Southern Oregon,12/30/1994,Rook,1,,$465000
19,Travis Rudolph\RudoTr00,22,wr,7,1,187,6-0,Florida St.,9/15/1995,Rook,1,,$328235
30,Tim Scott\ScotTi00,24,,1,0,195,5-11,North Carolina,1/25/1993,Rook,0,,
84,Hunter Sharp\SharHu01,23,wr,2,1,199,6-0,Utah St.,4/25/1994,Rook,0,,$82059
87,Sterling Shepard\ShepSt00,24,WR,11,10,201,5-10,Oklahoma,2/10/1993,1,5,New York Giants / 2nd / 40th pick / 2016,$720208
47,Kelvin Sheppard\ShepKe00,29,lb,7,6,249,6-2,LSU,1/2/1988,6,3,Buffalo Bills / 3rd / 68th pick / 2011,$423529
45,Deontae Skinner\SkinDe00,27,,3,0,250,6-2,Mississippi St.,12/18/1990,3,0,,$506464
3,Geno Smith\SmitGe00,27,qb,2,1,221,6-3,West Virginia,10/10/1990,4,1,New York Jets / 2nd / 39th pick / 2013,$775000
43,Shane Smith\SmitSh02,24,fb,11,4,241,6-1,San Jose St.,8/21/1993,Rook,0,,$465000
97,Devin Taylor\TaylDe00,28,,2,0,266,6-7,South Carolina,11/15/1989,4,0,Detroit Lions / 4th / 132nd pick / 2013,$410294
55,J.T. Thomas\ThomJ.02,29,,2,0,241,6-1,West Virginia,8/15/1988,6,0,Chicago Bears / 6th / 195th pick / 2011,$775000
99,Robert Thomas\ThomRo04,26,,15,0,316,6-1,Arkansas,2/18/1991,3,1,,$540000
27,Darian Thompson\ThomDa05,24,FS,16,16,211,6-2,Boise St.,9/22/1993,1,5,New York Giants / 3rd / 71st pick / 2016,$585000
94,Dalvin Tomlinson\TomlDa00,23,RDT,16,16,317,6-3,Alabama,2/28/1994,Rook,7,New York Giants / 2nd / 55th pick / 2017,$465000
34,Shane Vereen\VereSh00,28,,16,0,205,5-10,California,5/2/1989,6,2,New England Patriots / 2nd / 56th pick / 2011,$2150000
54,Olivier Vernon\VernOl00,27,DE,12,12,262,6-2,Miami (FL),10/7/1990,5,6,Miami Dolphins / 3rd / 72nd pick / 2012,$11750000
63,Chad Wheeler\WheeCh00,23,t,11,5,312,6-7,USC,1/19/1994,Rook,2,,$465000
79,Jordan Williams\WillJo05,24,,1,0,272,6-4,Tennessee,3/23/1993,2,0,,
9,Brad Wing\WingBr00,26,P,16,0,205,6-2,LSU,1/27/1991,3,1,,$1125000
72,Kerry Wynn\WynnKe00,26,de,15,3,263,6-5,Richmond,2/12/1991,3,2,,$1797000
