No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
68,Breno Giacomini\GiacBr20,32,T,16,16,320,6-7,Louisville,9/27/1985,9,7,Green Bay Packers / 5th / 150th pick / 2008,$1000000
21,Marcus Gilchrist\GilcMa00,29,SS,16,13,200,5-10,Clemson,12/8/1988,6,4,San Diego Chargers / 2nd / 50th pick / 2011,$1200000
84,Ryan Griffin\GrifRy00,27,te,7,6,264,6-6,Connecticut,1/11/1990,4,1,Houston Texans / 6th / 201st pick / 2013,$875000
29,Andre Hal\HalxAn00,25,FS,16,16,184,5-10,Vanderbilt,5/30/1992,3,6,Houston Texans / 7th / 216th pick / 2014,$1797000
17,Cobi Hamilton\HamiCo00,27,wr,3,1,201,6-2,Arkansas,11/13/1990,4,0,Cincinnati Bengals / 6th / 197th pick / 2013,$190590
93,Joel Heath\HeatJo00,24,DE,13,9,302,6-6,Michigan St.,6/18/1993,1,4,,$540000
50,Ben Heeney\HeenBe00,25,,5,0,230,6-0,Kansas,5/13/1992,2,0,Oakland Raiders / 5th / 140th pick / 2015,$470294
8,Taylor Heinicke\HeinTa00,24,,1,0,210,6-1,,3/15/1993,Rook,0,,$108529
10,DeAndre Hopkins\HopkDe00,25,WR,15,15,212,6-1,Clemson,6/6/1992,4,11,Houston Texans / 1st / 27th pick / 2013,$8000000
58,Lamarr Houston\HousLa99,30,,5,0,274,6-3,Texas,6/24/1987,7,1,Oakland Raiders / 2nd / 44th pick / 2010,$900000
25,Kareem Jackson\JackKa99,29,RCB,16,14,185,5-10,Alabama,4/10/1988,7,5,Houston Texans / 1st / 20th pick / 2010,$6500000
44,Jelani Jenkins\JenkJe00,25,lb,7,1,240,6-0,Florida,3/13/1992,4,1,Miami Dolphins / 4th / 104th pick / 2013,$455880
30,Kevin Johnson\JohnKe04,25,cb,12,4,185,6-0,Wake Forest,8/5/1992,2,2,Houston Texans / 1st / 16th pick / 2015,$1348583
18,Andy Jones\JoneAn01,23,,1,0,215,6-1,,6/28/1994,Rook,0,,$410295
24,Johnathan Joseph\JoseJo20,33,LCB,16,16,186,5-11,South Carolina,4/16/1984,11,6,Cincinnati Bengals / 1st / 24th pick / 2006,$6500000
94,Ufomba Kamalu\KamaUf00,25,lb,9,2,295,6-6,Miami (FL),11/2/1992,1,1,,$540000
63,Kendall Lamm\LammKe00,25,t,10,4,310,6-5,Appalachian St.,6/5/1992,2,2,,$615000
96,Kendall Langford\LangKe98,31,,1,0,305,6-6,Hampton,1/27/1986,9,0,Miami Dolphins / 3rd / 66th pick / 2008,$900000
9,Shane Lechler\LechSh20,41,P,16,0,230,6-2,Texas AM,8/7/1976,17,4,Oakland Raiders / 5th / 142nd pick / 2000,$1500000
54,LaTroy Lewis\LewiLa01,24,,2,0,255,6-3,,11/9/1993,Rook,0,,$136765
88,Ryan Malleck\MallRy02,24,,2,0,219,6-4,Virginia Tech,7/22/1993,Rook,0,,$54706
65,Greg Mancz\MancGr00,25,rg,10,7,302,6-4,Toledo,4/23/1992,2,3,,$615000
66,Nick Martin\MartNi00,24,C,14,14,295,6-4,Notre Dame,4/29/1993,Rook,6,Houston Texans / 2nd / 50th pick / 2016,$667044
55,Benardrick McKinney\McKiBe00,25,MLB,16,16,257,6-4,Mississippi St.,11/19/1992,2,7,Houston Texans / 2nd / 43rd pick / 2015,$920921
59,Whitney Mercilus\MercWh00,27,lb,5,5,258,6-4,Illinois,7/21/1990,5,2,Houston Texans / 1st / 26th pick / 2012,$4500000
13,Braxton Miller\MillBr03,25,wr,11,3,205,6-1,Ohio St.,11/30/1992,1,1,Houston Texans / 3rd / 85th pick / 2016,$557500
26,Lamar Miller\MillLa01,26,RB,16,13,221,5-10,Miami (FL),4/25/1991,5,7,Miami Dolphins / 4th / 97th pick / 2012,$5500000
43,Corey Moore\MoorCo00,24,ss,14,3,200,6-2,Georgia,1/28/1993,2,2,,$540000
52,Brian Peters\PeteBr00,29,,16,0,237,6-4,Northwestern,10/31/1988,2,1,,$615000
35,Eddie Pleasant\PleaEd00,29,,16,0,210,5-10,Oregon,12/17/1988,5,1,,$1078000
53,Gimel President\PresGi00,24,,4,0,275,6-4,Illinois,6/24/1993,Rook,0,,$136765
45,Jay Prosch\ProsJa00,25,fb,16,5,255,6-1,Auburn,8/21/1992,3,0,Houston Texans / 6th / 211th pick / 2014,$690000
85,MyCole Pruitt\PruiMy00,25,,1,0,245,6-2,Southern Illinois,3/24/1992,2,0,Minnesota Vikings / 5th / 143rd pick / 2015,$144706
77,David Quessenberry\QuesDa00,27,,2,0,310,6-5,San Jose St.,8/24/1990,4,0,Houston Texans / 6th / 176th pick / 2013,$72353
98,D.J. Reader\ReadD.00,23,DE,14,14,347,6-3,Clemson,7/1/1994,1,6,Houston Texans / 5th / 166th pick / 2016,$540000
3,Tom Savage\SavaTo00,27,qb,8,7,230,6-4,PittsburghRutgers,4/26/1990,3,3,Houston Texans / 4th / 135th pick / 2014,$690000
57,Brennan Scarlett\ScarBr00,24,lb,11,5,263,6-4,CaliforniaStanford,7/31/1993,1,2,,$540000
62,Chad Slade\SladCh01,25,rg,5,3,315,6-5,,5/4/1992,Rook,1,,$136765
11,Jaelen Strong\StroJa01,23,,1,0,220,6-2,Arizona St.,1/25/1994,2,0,Houston Texans / 3rd / 70th pick / 2015,$644705
71,Xavier Sua-Filo\Sua-Xa00,26,LG,16,16,310,6-4,UCLA,1/1/1991,3,7,Houston Texans / 2nd / 33rd pick / 2014,$1177036
14,Chris Thompson\ThomCh05,23,,13,0,175,6-0,Florida,5/9/1994,Rook,1,,$382942
22,Jordan Todman\TodmJo00,27,,14,0,200,5-10,Connecticut,2/24/1990,6,0,San Diego Chargers / 6th / 183rd pick / 2011,$775000
91,Carlos Watkins\WatkCa00,24,de,12,6,297,6-3,Clemson,12/5/1993,Rook,3,Houston Texans / 4th / 142nd pick / 2017,$465000
4,Deshaun Watson\WatsDe00,22,qb,7,6,220,6-2,Clemson,9/14/1995,Rook,7,Houston Texans / 1st / 12th pick / 2017,$465000
99,J.J. Watt\WattJ.00,28,de,5,5,288,6-5,Central MichiganWisconsin,3/22/1989,6,2,Houston Texans / 1st / 11th pick / 2011,$10500000
46,Jon Weeks\WeekJo00,31,,16,0,242,5-10,Baylor,2/17/1986,7,1,,$900000
11,DeAndrew White\WhitDe01,26,wr,2,1,195,6-0,Alabama,10/16/1991,2,0,,$109412
40,Marcus Williams\WillMa03,26,,10,0,196,5-11,North Dakota St.,3/24/1991,3,1,,$2746000
2,T.J. Yates\YateT.00,30,qb,4,3,215,6-4,North Carolina,5/28/1987,6,2,Houston Texans / 5th / 152nd pick / 2011,$410294
