No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
28,Vernon Hargreaves\HargVe00,22,cb,9,7,204,5-10,Florida,6/3/1995,1,2,Tampa Bay Buccaneers / 1st / 11th pick / 2016,$1094439
52,Nigel Harris\HarrNi00,23,,1,0,225,6-2,South Florida,12/7/1994,Rook,0,,$54706
68,Joe Hawley\HawlJo20,29,c,4,2,302,6-3,UNLV,10/22/1988,7,1,Atlanta Falcons / 4th / 117th pick / 2010,$1750000
80,O.J. Howard\HowaO.00,23,TE,14,14,251,6-6,Alabama,11/19/1994,Rook,3,Tampa Bay Buccaneers / 1st / 19th pick / 2017,$465000
10,Adam Humphries\HumpAd00,24,wr,16,3,195,5-11,Clemson,6/24/1993,2,5,,$615000
11,DeSean Jackson\JackDe00,31,WR,14,13,175,5-10,California,12/1/1986,9,5,Philadelphia Eagles / 2nd / 49th pick / 2008,$6500000
39,Isaiah Johnson\JohnIs00,25,,4,0,209,6-0,,10/14/1992,Rook,1,,$355589
67,Mike Liedtke\LiedMi00,25,,1,0,305,6-3,,1/15/1992,Rook,0,,$136765
52,Cameron Lynch\LyncCa00,24,,11,0,229,6-0,Syracuse,8/4/1993,2,1,,$615000
74,Ali Marpet\MarpAl00,24,C,11,11,307,6-4,Hobart,4/17/1993,2,6,Tampa Bay Buccaneers / 2nd / 61st pick / 2015,$703054
22,Doug Martin\MartDo00,28,RB,11,8,223,5-9,Boise St.,1/13/1989,5,3,Tampa Bay Buccaneers / 1st / 31st pick / 2012,$5764706
16,Freddie Martino\MartFr00,26,,8,0,195,6-0,North Greenville,9/7/1991,3,1,,$289408
36,Robert McClain\McClRo98,29,cb,14,9,180,5-9,Connecticut,7/22/1988,7,4,Carolina Panthers / 7th / 249th pick / 2010,$775000
93,Gerald McCoy\McCoGe99,29,DT,15,15,300,6-4,Oklahoma,2/25/1988,7,9,Tampa Bay Buccaneers / 1st / 3rd pick / 2010,$13250000
98,Clinton McDonald\McDoCl99,30,dt,14,3,297,6-2,Memphis,1/6/1987,8,2,Cincinnati Bengals / 7th / 249th pick / 2009,$2000000
7,Patrick Murray\MurrPa01,26,K,12,0,182,5-7,Fordham,6/22/1991,3,2,,$381176
79,Pat OConnor\OConPa00,24,,3,0,270,6-4,East. Michigan,11/1/1993,Rook,0,Detroit Lions / 7th / 250th pick / 2017,$136765
27,Ayodeji Olatoye\OlatAy00,26,,3,0,194,6-1,North Carolina AT,7/20/1991,3,0,,$317647
64,Kevin Pamphile\PampKe00,27,LG,16,15,315,6-5,Purdue,11/27/1990,3,8,Tampa Bay Buccaneers / 5th / 149th pick / 2014,$1797000
18,Bernard Reedy\ReedBe01,26,,9,0,175,5-9,Toledo,12/31/1991,Rook,0,,$465000
27,David Rivers\RiveDa00,23,,1,0,185,6-0,,7/23/1994,Rook,0,,$54706
26,Josh Robinson\RobiJo01,26,,11,0,200,5-10,Central Florida,1/8/1991,5,1,Minnesota Vikings / 3rd / 66th pick / 2012,$2000000
32,Jacquizz Rodgers\RodgJa00,27,rb,16,4,205,5-6,Oregon St.,2/6/1990,6,2,Atlanta Falcons / 5th / 145th pick / 2011,$1100000
95,Ryan Russell\RussRy00,25,de,14,6,275,6-5,Purdue,1/17/1992,2,3,Dallas Cowboys / 5th / 163rd pick / 2015,$615000
65,Garrison Sanborn\SanbGa00,32,,16,0,240,6-1,Florida St.,7/31/1985,8,1,,$900000
96,Sealver Siliga\SiliSe00,27,,8,0,345,6-2,Utah,4/26/1990,6,1,,$800000
34,Charles Sims\SimsCh00,27,,16,0,211,6-0,West Virginia,9/19/1990,3,2,Tampa Bay Buccaneers / 3rd / 69th pick / 2014,$764000
76,Donovan Smith\SmitDo02,24,T,16,16,338,6-6,Penn St.,6/23/1993,2,8,Tampa Bay Buccaneers / 2nd / 34th pick / 2015,$986715
56,Jacquies Smith\SmitJa01,27,,1,0,260,6-2,Missouri,3/18/1990,5,0,,$1797000
29,Ryan Smith\SmitRy00,24,CB,15,10,189,5-11,North Carolina Central,9/7/1993,1,3,Tampa Bay Buccaneers / 4th / 108th pick / 2016,$540000
57,Noah Spence\SpenNo00,23,de,6,3,251,6-2,Ohio St.East. Kentucky,1/8/1994,1,1,Tampa Bay Buccaneers / 2nd / 39th pick / 2016,$724377
88,Luke Stocker\StocLu00,29,te,9,3,253,6-5,Tennessee,7/17/1988,6,0,Tampa Bay Buccaneers / 4th / 104th pick / 2011,$1700000
73,J.R. Sweezy\SweeJ.00,28,RG,14,14,310,6-5,North Carolina St.,4/8/1989,5,7,Seattle Seahawks / 7th / 225th pick / 2012,$3750000
37,Keith Tandy\TandKe00,28,s,14,3,205,5-10,West Virginia,2/12/1989,5,1,Tampa Bay Buccaneers / 6th / 174th pick / 2012,$840000
56,Darryl Tapp\TappDa20,33,de,3,1,255,6-1,Virginia Tech,9/13/1984,11,1,Seattle Seahawks / 2nd / 63rd pick / 2006,$588235
53,Adarius Taylor\GlanAd00,27,lb,14,4,230,6-0,Florida Atlantic,9/21/1990,3,3,,$690000
71,Channing Ward\WardCh00,25,,1,0,279,6-4,Mississippi,9/17/1992,1,0,,$63529
43,T.J. Ward\WardT.99,31,s,12,5,200,5-10,Oregon,12/12/1986,7,2,Cleveland Browns / 2nd / 38th pick / 2010,$3000000
66,Leonard Wester\WestLe00,24,,8,0,305,6-6,Missouri Western St.,1/3/1993,1,1,,$540000
85,Jesus Wilson\WilsJe00,22,wr,3,1,186,5-9,Florida St.,1/25/1995,Rook,0,,$136765
3,Jameis Winston\WinsJa00,23,QB,13,13,231,6-4,Florida St.,1/6/1994,2,10,Tampa Bay Buccaneers / 1st / 1st pick / 2015,$615000
