No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
71,Mitchell Schwartz\SchwMi00,28,T,16,16,320,6-5,California,6/8/1989,5,14,Cleveland Browns / 2nd / 37th pick / 2012,$4900000
42,Anthony Sherman\SherAn00,29,fb,16,3,242,5-10,Connecticut,12/11/1988,6,1,Arizona Cardinals / 5th / 136th pick / 2011,$1100000
11,Alex Smith\SmitAl03,33,QB,15,15,213,6-4,Utah,5/7/1984,12,17,San Francisco 49ers / 1st / 1st pick / 2005,$10800000
48,Terrance Smith\SmitTe04,24,lilb,15,1,235,6-2,Florida St.,5/3/1993,1,2,,$540000
49,Daniel Sorensen\SoreDa01,27,S,15,14,208,6-2,BYU,3/5/1990,3,4,,$690000
26,C.J. Spiller\SpilC.00,30,,1,0,194,5-11,Clemson,8/5/1987,7,0,Buffalo Bills / 1st / 9th pick / 2010,$582253
30,Steven Terrell\TerrSt00,27,,10,0,197,5-10,Texas AM,9/21/1990,4,1,,$690000
77,Cam Thomas\ThomCa99,31,,1,0,330,6-3,North Carolina,12/12/1986,7,0,San Diego Chargers / 5th / 146th pick / 2010,$370587
13,DeAnthony Thomas\ThomDe05,24,wr,16,2,176,5-8,Oregon,1/5/1993,3,1,Kansas City Chiefs / 4th / 124th pick / 2014,$690000
88,Ross Travis\TravRo00,24,te,11,3,248,6-6,Penn St.,1/9/1993,1,0,,$540000
35,Charcandrick West\WestCh01,26,,13,0,205,5-10,Abilene Christian,6/2/1991,3,2,,$700000
12,Albert Wilson\WilsAl02,25,wr,13,7,186,5-9,Georgia St.Georgia St.,7/12/1992,3,6,,$1797000
53,Ramik Wilson\WilsRa00,25,rilb,8,4,238,6-2,Georgia,8/19/1992,2,3,Kansas City Chiefs / 4th / 118th pick / 2015,$615000
41,James Winchester\WincJa00,28,,16,0,240,6-3,Oklahoma,8/6/1989,2,1,,$615000
70,Bryan Witzmann\WitzBr00,27,LG,16,13,320,6-7,South Dakota St.,6/16/1990,3,7,,$540000
51,Frank Zombo\ZombFr00,30,ROLB,16,9,254,6-3,Central Michigan,3/5/1987,7,8,,$900000
