No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
42,Patrick DiMarco\DiMaPa00,28,FB,16,9,234,6-1,South Carolina,4/30/1989,5,0,,$1300000
62,Vlad Ducasse\DucaVl20,30,RG,12,12,329,6-5,Massachusetts,10/15/1987,7,5,New York Jets / 2nd / 61st pick / 2010,$850000
36,Trae Elston\ElstTr01,23,fs,13,1,203,6-0,Mississippi,2/16/1994,Rook,1,,$465000
69,Reid Ferguson\FergRe00,23,,16,0,244,6-1,LSU,3/24/1994,Rook,2,,$465000
28,E.J. Gaines\GainE.00,25,RCB,11,11,190,5-10,Missouri,2/23/1992,3,3,St. Louis Rams / 6th / 188th pick / 2014,$1797000
77,Cordy Glenn\GlenCo00,28,t,6,5,345,6-6,Georgia,9/18/1989,5,2,Buffalo Bills / 2nd / 41st pick / 2012,$9000000
72,Ryan Groy\GroyRy00,27,te,16,1,320,6-5,Wisconsin,9/30/1990,3,1,,$1500000
94,Rickey Hatley\HatlRi00,23,,1,0,320,6-4,Missouri,3/29/1994,Rook,0,,$27353
4,Stephen Hauschka\HausSt00,32,K,16,0,210,6-4,MiddleburyNorth Carolina St.,6/29/1985,9,5,,$1600000
66,Seantrel Henderson\HendSe00,25,te,7,1,351,6-7,Miami (FL),1/21/1992,3,1,Buffalo Bills / 7th / 237th pick / 2014,$487058
18,Andre Holmes\HolmAn00,29,wr,14,2,210,6-4,Hillsdale,6/16/1988,6,1,,$800000
55,Jerry Hughes\HughJe99,29,DE,16,16,254,6-2,TCU,8/13/1988,7,7,Indianapolis Colts / 1st / 31st pick / 2010,$5400000
50,Ramon Humber\HumbRa00,30,LB,13,9,232,5-11,North Dakota St.,8/10/1987,8,4,,$900000
23,Micah Hyde\HydeMi00,27,SS,16,16,197,6-0,Iowa,12/31/1990,4,8,Green Bay Packers / 5th / 159th pick / 2013,$2300000
64,Richie Incognito\IncoRi20,34,LG,16,16,322,6-4,NebraskaOregon,7/5/1983,11,9,St. Louis Rams / 3rd / 81st pick / 2005,$3175000
24,Leonard Johnson\JohnLe03,27,db,15,7,194,5-10,Iowa St.,3/30/1990,5,2,,$775000
26,Taiwan Jones\JoneTa00,29,,8,0,195,6-0,East. Washington,7/26/1988,6,0,Oakland Raiders / 4th / 125th pick / 2011,$775000
11,Zay Jones\JoneZa00,22,WR,15,10,200,6-2,East Carolina,3/30/1995,Rook,3,Buffalo Bills / 2nd / 37th pick / 2017,$465000
44,Deon Lacey\LaceDe00,27,,16,0,235,6-3,West Alabama,7/18/1990,Rook,1,,$465000
90,Shaq Lawson\LawsSh00,23,DE,11,10,267,6-3,Clemson,6/17/1994,1,4,Buffalo Bills / 1st / 19th pick / 2016,$917226
88,Khari Lee\LeexKh00,25,,8,0,253,6-4,Bowie St.,1/16/1992,2,0,,$615000
31,Greg Mabin\MabiGr00,23,,1,0,200,6-1,Iowa,6/25/1994,Rook,0,,$355588
87,Jordan Matthews\MattJo00,25,wr,10,7,215,6-3,Vanderbilt,7/16/1992,3,3,Philadelphia Eagles / 2nd / 42nd pick / 2014,$1094900
25,LeSean McCoy\McCoLe01,29,RB,16,16,210,5-11,Pittsburgh,7/12/1988,8,11,Philadelphia Eagles / 2nd / 53rd pick / 2009,$6000000
68,Conor McDermott\McDeCo00,25,,3,0,305,6-8,UCLA,10/19/1992,Rook,0,New England Patriots / 6th / 211th pick / 2017,$465000
58,Matt Milano\MilaMa00,23,lb,16,5,223,6-0,Boston Col.,7/28/1994,Rook,4,Buffalo Bills / 5th / 163rd pick / 2017,$465000
76,John Miller\MillJo04,24,rg,4,4,315,6-3,Louisville,8/12/1993,2,2,Buffalo Bills / 3rd / 81st pick / 2015,$615000
79,Jordan Mills\MillJo02,27,T,16,16,316,6-5,Louisiana Tech,12/24/1990,4,7,Chicago Bears / 5th / 163rd pick / 2013,$1350000
45,Marcus Murphy\MurpMa03,26,,1,0,195,5-9,Missouri,3/10/1991,2,0,New Orleans Saints / 7th / 230th pick / 2015,$36176
84,Nick OLeary\OLeaNi00,25,te,15,5,252,6-3,Florida St.,8/31/1992,2,3,Buffalo Bills / 6th / 194th pick / 2015,$615000
2,Nathan Peterman\PeteNa00,23,qb,4,2,225,6-2,TennesseePittsburgh,5/4/1994,Rook,1,Buffalo Bills / 5th / 171st pick / 2017,$465000
30,Lafayette Pitts\PittLa00,25,,10,0,195,5-11,Pittsburgh,9/24/1992,1,0,,$540000
21,Jordan Poyer\PoyeJo00,26,FS,15,15,191,6-0,Oregon St.,4/25/1991,4,5,Philadelphia Eagles / 7th / 218th pick / 2013,$1500000
6,Colton Schmidt\SchmCo00,27,P,16,0,224,5-11,California-Davis,10/27/1990,3,2,,$850000
15,Brandon Tate\TateBr00,30,wr,13,1,195,6-1,North Carolina,10/5/1987,8,1,New England Patriots / 3rd / 83rd pick / 2009,$900000
5,Tyrod Taylor\TaylTy00,28,QB,15,14,217,6-1,Virginia Tech,8/3/1989,6,12,Baltimore Ravens / 6th / 180th pick / 2011,$7500000
82,Logan Thomas\ThomLo00,26,te,12,2,250,6-6,Virginia Tech,7/1/1991,3,1,Arizona Cardinals / 4th / 120th pick / 2014,$700000
29,Shamarko Thomas\ThomSh00,26,,12,0,205,5-9,Syracuse,2/23/1991,4,1,Pittsburgh Steelers / 4th / 111th pick / 2013,$592647
10,Deonte Thompson\ThomDe04,28,wr,11,7,204,6-0,Florida,2/14/1989,5,4,,$501471
91,Cedric Thornton\ThorCe00,29,rdt,15,3,290,6-4,Southern Arkansas,6/21/1988,6,3,,$775000
35,Mike Tolbert\TolbMi00,32,,12,0,243,5-9,Coastal Carolina,11/23/1985,9,2,,$900000
40,Tanner Vallejo\VallTa00,23,,15,0,230,6-1,Boise St.,12/16/1994,Rook,1,Buffalo Bills / 6th / 195th pick / 2017,$465000
92,Adolphus Washington\WashAd00,23,rdt,15,10,295,6-4,Ohio St.,11/24/1994,1,5,Buffalo Bills / 3rd / 80th pick / 2016,$540000
14,Joe Webb\WebbJo00,31,,16,0,231,6-4,Ala-Birmingham,11/14/1986,7,0,Minnesota Vikings / 6th / 199th pick / 2010,$900000
27,TreDavious White\WhitTr01,22,LCB,16,16,192,5-11,LSU,1/16/1995,Rook,5,Buffalo Bills / 1st / 27th pick / 2017,$465000
95,Kyle Williams\WillKy20,34,LDT,16,16,303,6-1,LSU,6/10/1983,11,7,Buffalo Bills / 5th / 134th pick / 2006,$6300000
70,Eric Wood\WoodEr20,31,C,16,16,310,6-4,Louisville,3/18/1986,8,7,Buffalo Bills / 1st / 28th pick / 2009,$1150000
94,Jerel Worthy\WortJe00,27,,5,0,298,6-2,Michigan St.,4/28/1990,5,0,Green Bay Packers / 2nd / 51st pick / 2012,$690000
20,Shareece Wright\WrigSh00,30,rcb,12,5,184,5-11,USC,4/8/1987,6,2,San Diego Chargers / 3rd / 89th pick / 2011,$800000
54,Eddie Yarbrough\YarbEd01,24,de,16,6,259,6-3,Wyoming,4/24/1993,Rook,6,,$465000
