No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
44,Dewey McDonald\McDoDe01,27,,3,0,229,6-0,California (PA),6/10/1990,3,0,,$690000
30,Bradley McDougald\McDoBr01,27,ss,16,9,215,6-1,Kansas,11/15/1990,4,3,,$800000
19,Tanner McEvoy\McEvTa01,24,,15,0,230,6-6,Wisconsin,1/26/1993,1,1,,$540000
21,J.D. McKissic\McKiJ.00,24,rb,13,1,195,5-10,Arkansas St.,8/15/1993,1,3,,$540000
83,David Moore\MoorDa03,22,,1,0,215,6-0,East Central (OK),1/15/1995,Rook,0,Seattle Seahawks / 7th / 226th pick / 2017,$164118
70,Rees Odhiambo\OdhiRe00,25,t,7,7,315,6-4,Boise St.,9/23/1992,1,3,Seattle Seahawks / 3rd / 97th pick / 2016,$553000
69,Tyler Ott\OttxTy00,25,,16,0,253,6-3,Harvard,2/28/1992,2,1,,$540000
49,Kache Palacio\PalaKa00,23,,1,0,237,6-1,,1/30/1994,Rook,0,,$82059
77,Ethan Pocic\PociEt00,22,lg,16,11,320,6-6,LSU,8/5/1995,Rook,5,Seattle Seahawks / 2nd / 58th pick / 2017,$465000
22,C.J. Prosise\ProsC.00,23,,5,0,225,6-1,Notre Dame,5/20/1994,1,1,Seattle Seahawks / 3rd / 90th pick / 2016,$565000
34,Thomas Rawls\RawlTh00,24,rb,12,3,215,5-9,Central Michigan,8/3/1993,2,2,,$615000
90,Jarran Reed\ReedJa02,25,LDT,15,15,306,6-3,Alabama,12/16/1992,1,7,Seattle Seahawks / 2nd / 49th pick / 2016,$672256
10,Paul Richardson\RichPa01,25,WR,16,13,170,6-0,Colorado,4/13/1992,3,6,Seattle Seahawks / 2nd / 45th pick / 2014,$1062659
91,Sheldon Richardson\RichSh00,27,RDT,15,15,294,6-3,Missouri,11/29/1990,4,8,New York Jets / 1st / 13th pick / 2013,$8069000
64,Jordan Roos\RoosJo00,24,,7,0,302,6-3,Purdue,7/6/1993,Rook,1,,$465000
9,Jon Ryan\RyanJo21,36,P,16,0,217,6-0,Regina (Canada),11/26/1981,11,2,,$1000000
35,DeShawn Shead\SheaDe00,28,,2,0,216,6-2,Portland St.,6/28/1989,5,0,,$1050000
25,Richard Sherman\SherRi00,29,LCB,9,9,195,6-3,Stanford,3/30/1988,6,4,Seattle Seahawks / 5th / 154th pick / 2011,$11431000
98,Garrison Smith\SmitGa01,26,,8,0,295,6-1,GeorgiaGeorgia,10/9/1991,3,1,,$476471
97,Marcus Smith\SmitMa03,25,,14,0,258,6-3,Louisville,3/31/1992,3,1,Philadelphia Eagles / 1st / 26th pick / 2014,$690000
46,Tyrone Swoopes\SwooTy00,23,,1,0,254,6-4,Texas,11/14/1994,Rook,0,,
29,Earl Thomas\ThomEa99,28,FS,14,14,202,5-10,Texas,5/7/1989,7,10,Seattle Seahawks / 1st / 14th pick / 2010,$8500000
33,Tedric Thompson\ThomTe00,22,,9,0,204,6-0,Colorado,1/20/1995,Rook,1,Seattle Seahawks / 4th / 111th pick / 2017,$465000
23,Neiko Thorpe\ThorNe00,27,,14,0,210,6-2,Auburn,2/11/1990,5,1,,$800000
73,Matt Tobin\TobiMa00,27,,15,0,310,6-6,Iowa,6/5/1990,4,1,,$850000
81,Nick Vannett\VannNi00,24,te,15,4,261,6-6,Ohio St.,3/6/1993,1,1,Seattle Seahawks / 3rd / 94th pick / 2016,$562000
54,Bobby Wagner\WagnBo00,27,MLB,16,16,245,6-0,Utah St.,6/27/1990,5,16,Seattle Seahawks / 2nd / 47th pick / 2012,$4000000
7,Blair Walsh\WalsBl00,27,K,16,0,186,5-9,Georgia,1/8/1990,5,1,Minnesota Vikings / 6th / 175th pick / 2012,$800000
57,Michael Wilhoite\WilhMi00,31,LB,14,9,245,6-0,Washburn,12/7/1986,6,4,,$800000
82,Luke Willson\WillLu00,27,te,16,7,251,6-5,Rice,1/15/1990,4,1,Seattle Seahawks / 5th / 158th pick / 2013,$1000000
3,Russell Wilson\WilsRu00,29,QB,16,16,215,5-11,WisconsinNorth Carolina St.,11/29/1988,5,16,Seattle Seahawks / 3rd / 75th pick / 2012,$12600000
50,K.J. Wright\WrigK.00,28,LB,15,15,246,6-4,Mississippi St.,7/23/1989,6,8,Seattle Seahawks / 4th / 99th pick / 2011,$5800000
