No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
98,Mike Pennel\PennMi00,27,dl,16,7,332,6-4,Arizona St.,5/9/1991,4,4,,$1500000
56,Kevin Pierre-Louis\PierKe00,27,,9,0,230,6-0,Boston Col.,10/7/1991,4,1,Seattle Seahawks / 4th / 132nd pick / 2014,$1411765
29,Bilal Powell\PoweBi00,30,rb,7,7,204,5-10,Louisville,10/27/1988,7,3,New York Jets / 4th / 126th pick / 2011,$4000000
1,Terrelle Pryor\PryoTe00,29,,6,0,228,6-4,Ohio St.,6/20/1989,7,2,Oakland Raiders / 3rd / 1st pick / 2011 Supp,$4000000
79,Brent Qvale\QvalBr01,27,t,16,2,315,6-7,Nebraska,3/11/1991,4,2,,$1907000
19,Andre Roberts\RobeAn00,30,wr,16,1,195,5-11,The Citadel,1/9/1988,8,3,Arizona Cardinals / 3rd / 88th pick / 2010,$915000
27,Darryl Roberts\RobeDa00,28,fs,16,10,182,6-0,Marshall,11/26/1990,2,4,New England Patriots / 7th / 247th pick / 2015,$705000
30,Rashard Robinson\RobiRa00,23,cb,10,1,177,6-2,LSU,7/23/1995,2,1,San Francisco 49ers / 4th / 133rd pick / 2016,$481764
72,Brandon Shell\ShelBr00,26,T,14,14,324,6-5,South Carolina,2/6/1992,2,6,New York Jets / 5th / 158th pick / 2016,$630000
97,Nathan Shepherd\ShepNa00,25,dl,16,5,315,6-4,Fort Hays St.,9/10/1993,Rook,5,New York Jets / 3rd / 72nd pick / 2018,$480000
41,Buster Skrine\SkriBu00,29,cb,14,11,185,5-9,Tenn-Chattanooga,4/26/1989,7,4,Cleveland Browns / 5th / 137th pick / 2011,$8000000
85,Neal Sterling\SterNe00,26,te,5,4,257,6-4,Monmouth,1/14/1992,3,0,Jacksonville Jaguars / 7th / 220th pick / 2015,$1907000
83,Eric Tomlinson\TomlEr01,26,TE,15,12,263,6-6,Texas-El Paso,4/22/1992,2,1,,$630000
87,Clive Walford\WalfCl00,27,te,1,1,250,6-4,Miami (FL),10/21/1991,3,0,Oakland Raiders / 3rd / 68th pick / 2015,$41471
37,J.J. Wilcox\WilcJ.00,27,,5,0,212,6-0,Georgia Southern,2/14/1991,5,0,Dallas Cowboys / 3rd / 80th pick / 2013,$1000000
92,Leonard Williams\WillLe02,24,DL,16,16,302,6-5,USC,6/20/1994,3,8,New York Jets / 1st / 6th pick / 2015,$2975572
54,Avery Williamson\WillAv00,26,LB,16,16,246,6-1,Kentucky,3/9/1992,4,9,Tennessee Titans / 5th / 151st pick / 2014,$4000000
52,Anthony Wint\WintAn00,23,,2,0,224,6-0,,9/14/1995,Rook,0,,$129200
67,Brian Winters\WintBr00,27,RG,16,16,320,6-4,Kent St.,7/10/1991,5,6,New York Jets / 3rd / 72nd pick / 2013,$7000000
