No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
32,Devin McCourty\McCoDe99,31,S,16,16,195,5-10,Rutgers,8/13/1987,8,6,New England Patriots / 1st / 27th pick / 2010,$7500000
30,Jason McCourty\McCoJa99,31,LCB,16,12,195,5-11,Rutgers,8/13/1987,9,4,Tennessee Titans / 6th / 203rd pick / 2009,$1600000
22,Obi Melifonwu\MeliOb00,24,,2,0,224,6-4,Connecticut,4/5/1994,1,0,Oakland Raiders / 2nd / 56th pick / 2017,$261176
26,Sony Michel\MichSo00,23,RB,13,8,215,5-11,Georgia,2/17/1995,Rook,7,New England Patriots / 1st / 31st pick / 2018,$480000
84,Cordarrelle Patterson\PattCo00,27,wr,15,5,220,6-2,Tennessee,3/17/1991,5,5,Minnesota Vikings / 1st / 29th pick / 2013,$3000000
95,Derek Rivers\RiveDe00,24,,6,0,250,6-5,Youngstown St.,5/9/1994,Rook,1,New England Patriots / 3rd / 83rd pick / 2017,$555000
52,Elandon Roberts\RobeEl00,24,LB,16,11,238,6-0,Houston,4/22/1994,2,6,New England Patriots / 6th / 214th pick / 2016,$630000
25,Eric Rowe\RoweEr00,26,rcb,4,2,205,6-1,Utah,10/3/1992,3,1,Philadelphia Eagles / 2nd / 47th pick / 2015,$1100435
63,Brian Schwenke\SchwBr00,27,,3,0,318,6-3,California,3/22/1991,5,0,Tennessee Titans / 4th / 107th pick / 2013,$790000
71,Danny Shelton\ShelDa01,25,de,13,1,345,6-2,Washington,8/20/1993,3,2,Cleveland Browns / 1st / 12th pick / 2015,$2030954
51,John Simon\SimoJo01,28,de,11,2,260,6-2,Ohio St.,10/14/1990,5,2,Baltimore Ravens / 4th / 129th pick / 2013,$650588
18,Matthew Slater\SlatMa00,33,,16,0,205,6-0,UCLA,9/9/1985,10,0,New England Patriots / 5th / 153rd pick / 2008,$1200000
62,Joe Thuney\ThunJo00,26,LG,16,16,308,6-5,North Carolina St.,11/19/1992,2,8,New England Patriots / 3rd / 78th pick / 2016,$630000
53,Kyle Van Noy\VanNKy00,27,LB,16,16,250,6-3,BYU,3/26/1991,4,10,Detroit Lions / 2nd / 40th pick / 2014,$2000000
68,LaAdrian Waddle\WaddLa01,27,t,16,3,315,6-6,Texas Tech,7/21/1991,5,5,,$800000
28,James White\WhitJa02,26,rb,16,3,205,5-10,Wisconsin,2/3/1992,4,10,New England Patriots / 4th / 130th pick / 2014,$1000000
91,Deatrich Wise\WiseDe00,24,de,16,5,275,6-5,Arkansas,7/26/1994,1,4,New England Patriots / 4th / 131st pick / 2017,$555000
