No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
97,Malik Jackson\JackMa02,28,dt,16,10,290,6-5,Tennessee,1/11/1990,6,6,Denver Broncos / 5th / 137th pick / 2012,$13500000
48,Leon Jacobs\JacoLe00,23,lb,12,3,245,6-2,Wisconsin,10/3/1995,Rook,4,Jacksonville Jaguars / 7th / 230th pick / 2018,$480000
92,Lyndon Johnson\JohnLy00,24,,3,0,287,6-5,Holmes (MS)Cincinnati,5/23/1994,Rook,0,,$129200
95,Abry Jones\JoneAb00,27,nt,15,6,318,6-4,Georgia,9/8/1991,5,4,,$3000000
6,Cody Kessler\KessCo00,25,qb,5,4,215,6-1,USC,5/11/1993,2,2,Cleveland Browns / 3rd / 93rd pick / 2016,$758098
83,Ben Koyack\KoyaBe00,25,te,7,2,258,6-5,Notre Dame,4/9/1993,2,0,Jacksonville Jaguars / 7th / 229th pick / 2015,$259413
4,Josh Lambo\LambJo00,28,K,13,0,215,6-0,Texas A&M,11/19/1990,3,3,,$705000
65,Brandon Linder\LindBr00,26,C,9,9,315,6-6,Miami (FL),1/25/1992,4,3,Jacksonville Jaguars / 3rd / 93rd pick / 2014,$9000000
55,Lerentee McCray\McCrLe01,28,,13,0,249,6-3,Florida,8/26/1990,5,1,,$1500000
43,Quenton Meeks\MeekQu00,22,rcb,8,1,209,6-1,Stanford,6/20/1996,Rook,1,,$129200
85,Jaydon Mickens\MickJa01,24,,6,0,175,5-10,Washington,4/21/1994,1,0,,$555000
10,Donte Moncrief\MoncDo00,25,WR,16,14,220,6-2,Mississippi,8/6/1993,4,4,Indianapolis Colts / 3rd / 90th pick / 2014,$5600000
91,Yannick Ngakoue\NgakYa00,23,DE,16,16,246,6-2,Maryland,3/31/1995,2,9,Jacksonville Jaguars / 3rd / 69th pick / 2016,$735101
68,Andrew Norwell\NorwAn01,27,LG,11,11,325,6-6,Ohio St.,10/25/1991,4,3,,$2000000
80,James O'Shaughnessy\O'ShJa00,26,TE,14,9,245,6-4,Illinois St.,1/14/1992,3,1,Kansas City Chiefs / 5th / 173rd pick / 2015,$705000
77,Patrick Omameh\OmamPa00,29,lg,7,5,327,6-4,Michigan,12/29/1989,5,2,,$325294
45,Matt Overton\OverMa00,33,,11,0,243,6-1,West. Washington,7/6/1985,6,1,,$557647
78,Jermey Parnell\ParnJe00,32,T,13,13,326,6-6,Mississippi,7/20/1986,7,5,,$4000000
23,Tyler Patmon\PatmTy00,27,cb,12,2,188,5-10,Oklahoma St.,1/26/1991,4,1,,$705000
81,Niles Paul\PaulNi00,29,te,6,1,242,6-1,Nebraska,8/9/1989,7,1,Washington Redskins / 5th / 155th pick / 2011,$1500000
52,Donald Payne\PaynDo00,24,,8,0,217,5-11,,7/12/1994,1,1,,$555000
20,Jalen Ramsey*\RamsJa00,24,LCB,16,16,208,6-1,Florida St.,10/24/1994,2,10,Jacksonville Jaguars / 1st / 5th pick / 2016,$2572818
38,C.J. Reavis\ReavC.00,23,,4,0,198,6-0,,11/27/1995,Rook,0,,$129200
64,Chris Reed\ReedCh00,26,rg,9,1,310,6-5,Minnesota St.,7/22/1992,2,1,,$630000
74,Cam Robinson\RobiCa00,23,t,3,2,320,6-6,Alabama,10/9/1995,1,1,Jacksonville Jaguars / 2nd / 34th pick / 2017,$784007
79,Corey Robinson\RobiCo00,26,t,3,1,315,6-7,South Carolina,5/21/1992,3,0,Detroit Lions / 7th / 240th pick / 2015,$248824
88,Austin Seferian-Jenkins\SefeAu00,26,te,5,5,262,6-5,Washington,9/29/1992,4,1,Tampa Bay Buccaneers / 2nd / 38th pick / 2014,$790000
69,Tyler Shatley\ShatTy00,27,c,16,7,310,6-3,Clemson,5/5/1991,4,3,,$790000
50,Telvin Smith\SmitTe01,27,LB,16,16,215,6-3,Florida St.,4/11/1991,4,11,Jacksonville Jaguars / 5th / 144th pick / 2014,$3000000
94,Dawuane Smoot\SmooDa00,23,,8,0,264,6-3,Illinois,3/2/1995,1,1,Jacksonville Jaguars / 3rd / 68th pick / 2017,$640250
47,Martrell Spaight\SpaiMa00,25,,3,0,243,6-0,Arkansas,8/5/1993,3,0,Washington Redskins / 5th / 141st pick / 2015,$259413
46,Carson Tinker\TinkCa00,29,,5,0,237,6-0,Alabama,11/15/1989,5,0,,$800000
73,Josh Walker\WalkJo00,27,t,5,4,330,6-5,Middle Tenn. St.,6/2/1991,4,2,,$705000
72,Josh Wells\WellJo02,27,t,7,5,306,6-6,James Madison,2/14/1991,4,2,,$705000
12,Dede Westbrook\WestDe00,25,WR,16,9,178,6-0,Blinn College (TX)Oklahoma,11/21/1993,1,6,Jacksonville Jaguars / 4th / 110th pick / 2017,$555000
34,Brandon Wilds\WildBr01,25,,3,0,220,6-0,South Carolina,7/22/1993,2,0,,$129200
33,David Williams\WillDa011,24,,6,0,229,6-1,,6/17/1994,Rook,0,,$338824
26,Jarrod Wilson\WilsJa00,24,ss,16,2,210,6-2,Michigan,2/9/1994,2,2,,$630000
24,T.J. Yeldon\YeldT.00,25,rb,14,5,223,6-1,Alabama,10/2/1993,3,5,Jacksonville Jaguars / 2nd / 36th pick / 2015,$1241421
