No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
5,Joshua Dobbs\DobbJo00,23,,5,0,216,6-3,Tennessee,1/26/1995,Rook,0,Pittsburgh Steelers / 4th / 135th pick / 2017,$555000
48,Bud Dupree\DuprAl00,25,ROLB,16,15,269,6-4,Kentucky,2/12/1993,3,8,Pittsburgh Steelers / 1st / 22nd pick / 2015,$1692583
34,Terrell Edmunds\EdmuTe00,21,SS,16,15,217,6-1,Virginia Tech,1/20/1997,Rook,6,Pittsburgh Steelers / 1st / 28th pick / 2018,$480000
33,Trey Edmunds\EdmuTr00,24,,4,0,223,6-2,Maryland,12/30/1994,1,0,,$130588
71,Matt Feiler\FeilMa00,26,T,11,10,330,6-6,Bloomsburg,7/7/1992,4,5,,$555000
67,B.J. Finney\FinnB.01,27,rg,16,2,318,6-4,Kansas St.,10/26/1991,2,2,,$630000
54,L.J. Fort\FortL.00,28,rilb,15,2,232,6-0,Northern Iowa,1/3/1990,6,3,,$705000
73,Ramon Foster\FostRa21,32,LG,16,16,328,6-5,Tennessee,1/7/1986,9,7,,$2675000
77,Marcus Gilbert\GilbMa00,30,t,5,5,330,6-6,Florida,2/15/1988,7,3,Pittsburgh Steelers / 2nd / 63rd pick / 2011,$4050000
85,Xavier Grimble\GrimXa00,26,te,16,2,261,6-4,USC,9/22/1992,4,1,,$630000
23,Joe Haden\HadeJo99,29,LCB,15,15,195,5-11,Florida,4/14/1989,8,6,Cleveland Browns / 1st / 7th pick / 2010,$9000000
79,Javon Hargrave\HargJa00,25,NT,16,14,305,6-2,South Carolina St.,2/7/1993,2,7,Pittsburgh Steelers / 3rd / 89th pick / 2016,$691000
97,Cameron Heyward\HeywCa01,29,DT,16,16,295,6-5,Ohio St.,5/6/1989,7,11,Pittsburgh Steelers / 1st / 31st pick / 2011,$915000
88,Darrius Heyward-Bey\HeywDa00,31,wr,14,2,210,6-2,Maryland,2/26/1987,9,0,Oakland Raiders / 1st / 7th pick / 2009,$1200000
28,Mike Hilton\HiltMi01,24,lolb,15,2,184,5-9,Mississippi,3/9/1994,1,2,,$555000
11,Justin Hunter\HuntJu00,27,,5,0,203,6-4,Tennessee,5/20/1991,5,0,Tennessee Titans / 2nd / 34th pick / 2013,$790000
81,Jesse James\JameJe00,24,te,16,7,261,6-7,Penn St.,6/4/1994,3,3,Pittsburgh Steelers / 5th / 160th pick / 2015,$1907000
44,Tyler Matakevich\MataTy00,26,rilb,16,1,235,6-1,Temple,12/22/1992,2,2,Pittsburgh Steelers / 7th / 246th pick / 2016,$630000
3,Matthew McCrane\McCrMa00,24,,1,0,165,5-10,,9/8/1994,Rook,0,,$28235
93,Daniel McCullers\McCuDa00,26,nt,15,1,352,6-7,Tennessee,8/11/1992,4,1,Pittsburgh Steelers / 6th / 215th pick / 2014,$790000
89,Vance McDonald\McDoVa00,28,TE,15,14,267,6-4,Rice,6/13/1990,5,5,San Francisco 49ers / 2nd / 55th pick / 2013,$790000
45,Roosevelt Nix\NixxRo01,26,,16,0,248,5-11,Kent St.,3/30/1992,3,0,,$1000000
76,Chukwuma Okorafor\OkorCh00,21,t,13,3,320,6-6,West. Michigan,8/8/1997,Rook,2,Pittsburgh Steelers / 3rd / 92nd pick / 2018,$480000
53,Maurkice Pouncey\PounMa20,29,C,16,16,304,6-4,Florida,7/24/1989,8,11,Pittsburgh Steelers / 1st / 18th pick / 2010,$7000000
22,Stevan Ridley\RidlSt00,29,,10,0,220,5-11,LSU,1/27/1989,7,1,New England Patriots / 3rd / 73rd pick / 2011,$790000
7,Ben Roethlisberger\RoetBe00,36,QB,16,16,240,6-5,Miami (OH),3/2/1982,14,14,Pittsburgh Steelers / 1st / 11th pick / 2004,$12000000
17,Eli Rogers\RogeEl00,26,wr,3,3,187,5-10,Louisville,12/23/1992,2,1,,$592944
38,Jaylen Samuels\SamuJa00,22,rb,14,3,225,6-0,North Carolina St.,7/20/1996,Rook,3,Pittsburgh Steelers / 5th / 165th pick / 2018,$480000
24,Coty Sensabaugh\SensCo00,30,RCB,15,10,187,5-11,Clemson,11/15/1988,6,4,Tennessee Titans / 4th / 115th pick / 2012,$1400000
19,JuJu Smith-Schuster\SmitJu00,22,WR,16,13,215,6-1,USC,11/22/1996,1,11,Pittsburgh Steelers / 2nd / 62nd pick / 2017,$655717
20,Cameron Sutton\SuttCa00,23,lcb,15,1,188,5-11,Tennessee,2/27/1995,1,2,Pittsburgh Steelers / 3rd / 94th pick / 2017,$587400
10,Ryan Switzer\SwitRy00,24,wr,16,1,185,5-8,North Carolina,11/4/1994,1,2,Dallas Cowboys / 4th / 133rd pick / 2017,$555000
46,Matthew Thomas\ThomMa00,23,,10,0,232,6-3,Florida St.,7/21/1995,Rook,1,,$480000
91,Stephon Tuitt\TuitSt00,25,DE,14,14,303,6-6,Notre Dame,5/23/1993,4,7,Pittsburgh Steelers / 2nd / 46th pick / 2014,$790000
78,Alejandro Villanueva\VillAl00,30,T,16,16,320,6-9,Army,9/22/1988,4,11,,$705000
96,Leterrius Walton\WaltLe00,26,,4,0,305,6-5,Central Michigan,3/31/1992,3,0,Pittsburgh Steelers / 6th / 199th pick / 2015,$705000
13,James Washington\WashJa00,22,wr,14,6,213,5-11,Oklahoma St.,4/2/1996,Rook,2,Pittsburgh Steelers / 2nd / 60th pick / 2018,$480000
90,T.J. Watt\WattT.00,24,LOLB,16,16,252,6-4,Wisconsin,10/11/1994,1,11,Pittsburgh Steelers / 1st / 30th pick / 2017,$885844
98,Vince Williams\WillVi01,29,RILB,14,14,233,6-1,Florida St.,12/27/1989,5,8,Pittsburgh Steelers / 6th / 206th pick / 2013,$800000
