No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
52,Emmanuel Ellerbee\ElleEm00,22,,4,0,235,6-1,,11/20/1996,Rook,0,,$480000
74,George Fant\FantGe00,26,t,16,7,322,6-5,Western Kentucky,7/19/1992,2,5,,$630000
37,Tre Flowers\FlowTr01,23,RCB,15,15,203,6-3,Oklahoma St.,6/2/1995,Rook,6,Seattle Seahawks / 5th / 146th pick / 2018,$480000
78,D.J. Fluker\FlukDJ00,27,RG,10,9,342,6-5,Alabama,3/13/1991,5,4,San Diego Chargers / 1st / 11th pick / 2013,$800000
97,Poona Ford\FordPo00,23,dt,11,1,310,5-11,Texas,11/19/1995,Rook,2,,$480000
52,Jermaine Grace\GracJe00,25,,1,0,223,6-0,Miami (FL),11/8/1993,1,0,,$388412
94,Rasheem Green\GreeRa01,21,,10,0,279,6-4,USC,5/15/1997,Rook,1,Seattle Seahawks / 3rd / 79th pick / 2018,$480000
49,Shaquem Griffin\GrifSh01,23,lb,16,1,227,6-0,Central Florida,7/20/1995,Rook,2,Seattle Seahawks / 5th / 141st pick / 2018,$480000
26,Shaquill Griffin\GrifSh00,23,LCB,16,16,198,6-0,Central Florida,7/20/1995,1,7,Seattle Seahawks / 3rd / 90th pick / 2017,$588000
42,Delano Hill\HillDe02,23,ss,13,2,216,6-1,Michigan,11/26/1995,1,2,Seattle Seahawks / 3rd / 95th pick / 2017,$588000
53,Joey Hunt\HuntJo00,24,c,11,2,299,6-2,TCU,2/22/1994,2,2,Seattle Seahawks / 6th / 215th pick / 2016,$630000
65,Germain Ifedi\IfedGe00,24,T,15,15,325,6-5,Texas A&M,6/2/1994,2,7,Seattle Seahawks / 1st / 31st pick / 2016,$1201373
93,Branden Jackson\JackBr04,26,de,9,1,295,6-4,Texas Tech,11/11/1992,2,1,,$129200
11,Sebastian Janikowski\janikseb01,40,K,16,0,260,6-1,Florida St.,3/2/1978,18,3,Oakland Raiders / 1st / 17th pick / 2000,$1015000
99,Quinton Jefferson\JeffQu00,25,DE,16,12,291,6-4,Maryland,3/31/1993,2,6,Seattle Seahawks / 5th / 147th pick / 2016,$630000
91,Tom Johnson\JohnTo01,34,rdt,1,1,285,6-3,Southern Miss,8/30/1984,7,0,,
92,Nazair Jones\JoneNa00,24,,9,0,292,6-5,North Carolina,12/13/1994,1,1,Seattle Seahawks / 3rd / 102nd pick / 2017,$578000
95,Dion Jordan\JordDi00,28,de,12,3,284,6-6,Oregon,3/5/1990,5,3,Miami Dolphins / 1st / 3rd pick / 2013,$1907000
56,Mychal Kendricks\KendMy00,28,lb,4,3,240,5-11,California,9/28/1990,6,2,Philadelphia Eagles / 2nd / 46th pick / 2012,$743529
36,Akeem King\KingAk00,26,rcb,16,1,215,6-1,San Jose St.,10/29/1992,3,1,Atlanta Falcons / 7th / 249th pick / 2015,$555000
16,Tyler Lockett\LockTy00,26,WR,16,14,182,5-10,Kansas St.,9/28/1992,3,10,Seattle Seahawks / 3rd / 69th pick / 2015,$2000000
24,Shalom Luani\LuanSh00,24,,12,0,202,6-0,Washington St.,8/5/1994,1,1,Oakland Raiders / 7th / 221st pick / 2017,$121600
38,Tre Madden\MaddTr01,25,fb,14,3,235,6-0,USC,8/16/1993,1,0,,$630000
15,Brandon Marshall\MarsBr00,34,wr,7,2,232,6-5,Central Florida,3/23/1984,12,1,Denver Broncos / 4th / 119th pick / 2006,$1015000
59,Jacob Martin\MartJa02,23,,16,0,242,6-2,Temple,12/11/1995,Rook,2,Seattle Seahawks / 6th / 186th pick / 2018,$480000
30,Bradley McDougald\McDoBr01,28,SS,16,16,215,6-1,Kansas,11/15/1990,5,7,,$1500000
21,J.D. McKissic\McKiJ.00,25,,5,0,195,5-10,Arkansas St.,8/15/1993,2,0,,$393000
51,Barkevious Mingo\MingBa00,28,LB,16,14,235,6-5,LSU,10/4/1990,5,7,Cleveland Browns / 1st / 6th pick / 2013,$1000000
83,David Moore\MoorDa03,23,wr,16,7,215,6-0,East Central (OK),1/15/1995,1,4,Seattle Seahawks / 7th / 226th pick / 2017,$555000
75,Elijah Nkansah\NkanEl00,24,,1,0,315,6-5,,12/28/1994,Rook,0,,$56470
69,Tyler Ott\OttxTy00,26,,16,0,253,6-3,Harvard,2/28/1992,3,1,,$630000
20,Rashaad Penny\PennRa00,22,,14,0,220,5-11,San Diego St.,2/2/1996,Rook,4,Seattle Seahawks / 1st / 27th pick / 2018,$480000
77,Ethan Pocic\PociEt00,23,lg,10,4,320,6-6,LSU,8/5/1995,1,2,Seattle Seahawks / 2nd / 58th pick / 2017,$665410
22,C.J. Prosise\ProsC.00,24,,5,0,225,6-1,Notre Dame,5/20/1994,2,0,Seattle Seahawks / 3rd / 90th pick / 2016,$660000
90,Jarran Reed\ReedJa02,26,LDT,16,16,306,6-3,Alabama,12/16/1992,2,9,Seattle Seahawks / 2nd / 49th pick / 2016,$894512
19,Keenan Reynolds\ReynKe00,25,,2,0,191,5-10,Navy,12/13/1993,Rook,0,Baltimore Ravens / 6th / 182nd pick / 2016,$451760
66,Jordan Simmons\SimmJo00,24,rg,6,3,339,6-4,,7/15/1994,Rook,2,,$480000
98,Shamar Stephen\StepSh00,27,RDT,15,14,309,6-5,Connecticut,2/25/1991,4,6,Minnesota Vikings / 7th / 220th pick / 2014,$800000
64,J.R. Sweezy\SweeJ.00,29,LG,15,15,298,6-5,North Carolina St.,4/8/1989,6,7,Seattle Seahawks / 7th / 225th pick / 2012,$800000
46,Tyrone Swoopes\SwooTy00,24,te,1,1,254,6-4,Texas,11/14/1994,1,0,,$338820
29,Earl Thomas\ThomEa99,29,fs,4,4,202,5-10,Texas,5/7/1989,8,2,Seattle Seahawks / 1st / 14th pick / 2010,$8500000
33,Tedric Thompson\ThomTe00,23,FS,14,10,204,6-0,Colorado,1/20/1995,1,4,Seattle Seahawks / 4th / 111th pick / 2017,$555000
23,Neiko Thorpe\ThorNe00,28,,12,0,210,6-2,Auburn,2/11/1990,6,1,,$1600000
17,Malik Turner\TurnMa00,22,,6,0,202,6-2,,1/30/1996,Rook,0,,$121600
81,Nick Vannett\VannNi00,25,TE,15,9,261,6-6,Ohio St.,3/6/1993,2,3,Seattle Seahawks / 3rd / 94th pick / 2016,$652000
54,Bobby Wagner\WagnBo00,28,MLB,15,15,245,6-0,Utah St.,6/27/1990,6,16,Seattle Seahawks / 2nd / 47th pick / 2012,$10000000
3,Russell Wilson\WilsRu00,30,QB,16,16,215,5-11,WisconsinNorth Carolina St.,11/29/1988,6,14,Seattle Seahawks / 3rd / 75th pick / 2012,$15500000
50,K.J. Wright\WrigK.00,29,lb,5,5,246,6-4,Mississippi St.,7/23/1989,7,2,Seattle Seahawks / 4th / 99th pick / 2011,$7200000
