No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
16,Johnny Holton\HoltJo00,27,,1,0,190,6-1,Cincinnati,8/22/1991,2,0,,$121600
61,Rodney Hudson\HudsRo00,29,C,16,16,300,6-2,Florida St.,7/12/1989,7,6,Kansas City Chiefs / 2nd / 55th pick / 2011,$915000
73,Maurice Hurst\HursMa00,23,DT,13,10,291,6-2,Michigan,5/9/1995,Rook,5,Oakland Raiders / 5th / 140th pick / 2018,$480000
51,Bruce Irvin\IrviBr00,31,de,8,6,250,6-3,West Virginia,11/1/1987,6,2,Seattle Seahawks / 1st / 15th pick / 2012,$8000000
66,Gabe Jackson\JackGa00,27,RG,13,13,335,6-3,Mississippi St.,7/12/1991,4,5,Oakland Raiders / 3rd / 81st pick / 2014,$4250000
56,Derrick Johnson\JohnDe25,36,lb,6,1,242,6-3,Texas,11/22/1982,13,1,Kansas City Chiefs / 1st / 15th pick / 2005,$1300000
42,Karl Joseph\JoseKa00,25,S,13,8,205,5-10,West Virginia,9/8/1993,2,3,Oakland Raiders / 1st / 14th pick / 2016,$1530392
99,Arden Key\KeyxAr00,22,DE,16,10,238,6-5,LSU,5/3/1996,Rook,4,Oakland Raiders / 3rd / 87th pick / 2018,$480000
79,Denver Kirkland\KirkDe00,24,,2,0,335,6-5,Arkansas,3/6/1994,2,0,,$129200
19,Brandon LaFell\LaFeBr00,32,wr,6,5,210,6-3,LSU,11/4/1986,8,1,Carolina Panthers / 3rd / 78th pick / 2010,$915000
54,Emmanuel Lamur\LamuEm00,29,lb,9,4,245,6-4,Kansas St.,6/8/1989,6,2,,$790000
32,Dallin Leavitt\LeavDa00,24,,2,0,203,5-10,,8/8/1994,Rook,0,,$129200
55,Marquel Lee\LeexMa01,23,mlb,16,10,235,6-3,Wake Forest,10/21/1995,1,4,Oakland Raiders / 5th / 168th pick / 2017,$555000
24,Marshawn Lynch\LyncMa00,32,rb,6,6,215,5-11,California,4/22/1986,11,3,Buffalo Bills / 1st / 12th pick / 2007,$2500000
28,Doug Martin\MartDo00,29,RB,16,9,223,5-9,Boise St.,1/13/1989,6,5,Tampa Bay Buccaneers / 1st / 31st pick / 2012,$850000
10,A.J. McCarron\McCaA.00,28,,2,0,215,6-3,Alabama,9/13/1990,4,0,Cincinnati Bengals / 5th / 164th pick / 2014,$900000
3,Matthew McCrane\McCrMa00,24,,3,0,165,5-10,,9/8/1994,Rook,-1,,$395294
97,Clinton McDonald\McDoCl99,31,de,15,1,297,6-2,Memphis,1/6/1987,9,2,Cincinnati Bengals / 7th / 249th pick / 2009,$1534118
22,Rashaan Melvin\MelvRa00,29,cb,14,7,196,6-2,Northern Illinois,10/2/1989,5,3,,$1850000
77,Kolton Miller\MillKo00,23,T,16,16,309,6-8,UCLA,10/2/1995,Rook,7,Oakland Raiders / 1st / 15th pick / 2018,$480000
56,Damontre Moore\MoorDa01,26,,2,0,260,6-4,Texas A&M,9/11/1992,5,0,New York Giants / 3rd / 81st pick / 2013,$185882
50,Nicholas Morrow\MorrNi00,23,lb,16,5,224,6-0,,7/10/1995,1,3,,$555000
71,Justin Murray\MurrJu00,25,,2,0,306,6-5,,4/19/1993,Rook,0,,$480000
82,Jordy Nelson\NelsJo00,33,WR,15,14,217,6-3,Kansas St.,5/31/1985,10,5,Green Bay Packers / 2nd / 36th pick / 2008,$3400000
23,Nick Nelson\NelsNi00,22,cb,10,3,200,5-11,Wisconsin,10/16/1996,Rook,1,Oakland Raiders / 4th / 110th pick / 2018,$480000
27,Reggie Nelson\NelsRe99,35,s,11,7,210,5-11,Florida,9/21/1983,11,3,Jacksonville Jaguars / 1st / 21st pick / 2007,$1150000
6,Mike Nugent\nugenmik01,36,,3,0,190,5-10,Ohio St.,3/2/1982,13,1,New York Jets / 2nd / 47th pick / 2005,$1015000
70,Kelechi Osemele\OsemKe00,29,LG,11,11,330,6-5,Iowa St.,6/24/1989,6,4,Baltimore Ravens / 2nd / 60th pick / 2012,$9700000
75,Brandon Parker\ParkBr01,23,T,15,12,305,6-8,North Carolina A&T,10/21/1995,Rook,5,Oakland Raiders / 3rd / 65th pick / 2018,$480000
72,Donald Penn\PennDo20,35,t,4,4,315,6-4,Utah St.,4/27/1983,11,2,,$3000000
93,Brian Price\PricBr00,24,dt,1,1,322,6-3,Texas-San Antonio,6/24/1994,2,0,,$630000
30,Jalen Richard\RichJa01,25,rb,16,1,205,5-8,Southern Miss,10/15/1993,2,6,,$630000
10,Seth Roberts\RobeSe00,27,wr,15,7,195,6-2,West Alabama,2/22/1991,4,4,,$2250000
36,Dominique Rodgers-Cromartie\RodgDo99,32,cb,7,1,203,6-2,Tennessee St.,4/7/1986,10,1,Arizona Cardinals / 1st / 16th pick / 2008,$1015000
98,Frostee Rucker\RuckFr99,35,DE,15,15,261,6-3,USC,9/14/1983,11,6,Cincinnati Bengals / 3rd / 91st pick / 2006,$1015000
68,David Sharpe\SharDa02,23,,8,0,343,6-6,Florida,10/21/1995,1,0,Oakland Raiders / 4th / 129th pick / 2017,$293824
47,Trent Sieg\SiegTr00,23,,15,0,240,6-3,,5/19/1995,Rook,1,,$471765
67,Ian Silberman\SilbIa00,26,,2,0,305,6-5,FloridaBoston Col.,10/10/1992,3,0,San Francisco 49ers / 6th / 190th pick / 2015,$481767
93,Jacquies Smith\SmitJa01,28,,4,0,260,6-2,Missouri,3/18/1990,6,0,,$331765
41,Keith Smith\SmitKe03,26,fb,16,3,240,6-0,San Jose St.,4/8/1992,4,0,,$790000
86,Lee Smith\SmitLe00,31,te,16,4,265,6-6,TennesseeMarshall,11/21/1987,7,1,New England Patriots / 5th / 159th pick / 2011,$2000000
5,Johnny Townsend\TownJo01,23,P,16,0,210,6-1,Florida,2/14/1995,Rook,2,Oakland Raiders / 5th / 173rd pick / 2018,$480000
83,Darren Waller\WallDa01,26,,4,0,255,6-6,Georgia Tech,9/13/1992,3,1,Baltimore Ravens / 6th / 204th pick / 2015,$185294
33,DeAndre Washington\WashDe00,25,,10,0,205,5-8,Texas Tech,2/22/1993,2,1,Oakland Raiders / 5th / 143rd pick / 2016,$630000
59,Tahir Whitehead\WhitTa00,28,LB,16,16,241,6-2,Temple,4/2/1990,6,7,Detroit Lions / 5th / 138th pick / 2012,$3100000
58,Kyle Wilber\WilbKy00,29,,14,0,245,6-4,Wake Forest,4/26/1989,6,1,Dallas Cowboys / 4th / 113th pick / 2012,$790000
20,Daryl Worley\WorlDa00,23,CB,10,9,205,6-1,West Virginia,2/22/1995,2,3,Carolina Panthers / 3rd / 77th pick / 2016,$481767
57,Gabe Wright\WrigGa00,26,,2,0,309,6-3,Auburn,4/3/1992,3,0,Detroit Lions / 4th / 113th pick / 2015,$129200
