No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
94,Jarvis Jenkins\JenkJa01,30,,12,0,300,6-4,Clemson,4/24/1988,7,1,Washington Redskins / 2nd / 41st pick / 2011,$790000
95,Chris Jones\JoneCh09,24,DE,16,11,310,6-6,Mississippi St.,7/3/1994,2,10,Kansas City Chiefs / 2nd / 37th pick / 2016,$916476
87,Travis Kelce*+\KelcTr00,29,TE,16,16,260,6-5,Cincinnati,10/5/1989,5,15,Kansas City Chiefs / 3rd / 63rd pick / 2013,$6800000
19,Marcus Kemp\KempMa00,23,,16,0,210,6-4,Hawaii,8/14/1995,1,0,,$480000
92,Tanoh Kpassagnon\KpasTa00,24,,13,0,289,6-7,Villanova,6/14/1994,1,1,Kansas City Chiefs / 2nd / 59th pick / 2017,$636419
24,Jordan Lucas\LucaJo00,25,s,16,4,190,6-0,Penn St.,8/2/1993,2,2,Miami Dolphins / 6th / 204th pick / 2016,$630000
15,Patrick Mahomes*+\MahoPa00,23,QB,16,16,230,6-3,Texas Tech,9/17/1995,1,22,Kansas City Chiefs / 1st / 10th pick / 2017,$555000
61,Mitch Morse\MorsMi00,26,C,11,11,305,6-6,Missouri,4/21/1992,3,6,Kansas City Chiefs / 2nd / 49th pick / 2015,$1047239
21,Eric Murray\MurrEr00,24,S,15,9,199,5-11,Minnesota,1/7/1994,2,3,Kansas City Chiefs / 4th / 106th pick / 2016,$630000
67,Jimmy Murray\MurrJi00,23,,2,0,304,6-5,,5/5/1995,Rook,0,,$129200
20,Steven Nelson\NelsSt01,25,RCB,16,16,194,5-11,Oregon St.,1/22/1993,3,5,Kansas City Chiefs / 3rd / 98th pick / 2015,$1897000
56,Ben Niemann\NiemBe00,23,rilb,14,1,233,6-3,,7/27/1995,Rook,1,,$480000
91,Derrick Nnadi\NnadDe00,22,NT,16,11,317,6-1,Florida St.,5/9/1996,Rook,4,Kansas City Chiefs / 3rd / 75th pick / 2018,$480000
44,Dorian O'Daniel\ODanDo00,24,rilb,16,1,223,6-1,Clemson,9/4/1994,Rook,2,Kansas City Chiefs / 3rd / 100th pick / 2018,$480000
54,Nate Orchard\OrchNa00,25,,1,0,255,6-3,Utah,1/5/1993,3,0,Cleveland Browns / 2nd / 51st pick / 2015,$497647
38,Ron Parker\ParkRo01,31,S,15,14,206,6-0,Newberry,8/17/1987,7,4,,$915000
59,Reggie Ragland\RaglRe00,25,RILB,16,15,252,6-2,Alabama,9/24/1993,1,6,Buffalo Bills / 2nd / 41st pick / 2016,$931034
62,Austin Reiter\ReitAu00,27,c,11,4,300,6-3,South Florida,11/27/1991,2,3,Washington Redskins / 7th / 222nd pick / 2015,$630000
11,Demarcus Robinson\RobiDe01,24,wr,16,5,203,6-1,Florida,9/21/1994,2,3,Kansas City Chiefs / 4th / 126th pick / 2016,$630000
22,Orlando Scandrick\ScanOr99,31,lcb,15,7,196,5-10,Boise St.,2/10/1987,10,2,Dallas Cowboys / 5th / 143rd pick / 2008,$915000
71,Mitchell Schwartz+\SchwMi00,29,T,16,16,320,6-5,California,6/8/1989,6,20,Cleveland Browns / 2nd / 37th pick / 2012,$5700000
30,Josh Shaw\ShawJo00,26,,4,0,200,6-1,FloridaUSC,3/27/1992,3,0,Cincinnati Bengals / 4th / 120th pick / 2015,$539118
42,Anthony Sherman*\SherAn00,30,fb,16,1,242,5-10,Connecticut,12/11/1988,7,1,Arizona Cardinals / 5th / 136th pick / 2011,$2000000
48,Terrance Smith\SmitTe04,25,,7,0,235,6-2,Florida St.,5/3/1993,2,1,,$630000
39,Tremon Smith\SmitTr04,22,cb,14,1,190,6-0,,7/20/1996,Rook,1,Kansas City Chiefs / 6th / 196th pick / 2018,$480000
49,Daniel Sorensen\SoreDa01,28,s,7,3,208,6-2,BYU,3/5/1990,4,2,,$3650000
57,Breeland Speaks\SpeaBr00,23,rolb,16,4,285,6-3,Mississippi,12/18/1995,Rook,3,Kansas City Chiefs / 2nd / 46th pick / 2018,$480000
13,De'Anthony Thomas\ThomDe05,25,,5,0,176,5-8,Oregon,1/5/1993,4,0,Kansas City Chiefs / 4th / 124th pick / 2014,$790000
35,Charvarius Ward\WardCh01,22,lcb,13,2,200,6-1,,5/16/1996,Rook,1,,$480000
32,Spencer Ware\WareSp00,27,rb,13,2,229,5-10,LSU,11/23/1991,5,4,Seattle Seahawks / 6th / 194th pick / 2013,$1450000
14,Sammy Watkins\WatkSa00,25,WR,10,9,211,6-1,Clemson,6/14/1993,4,6,Buffalo Bills / 1st / 4th pick / 2014,$790000
25,Armani Watts\WattAr00,22,,5,0,205,5-11,Texas A&M,3/19/1996,Rook,0,Kansas City Chiefs / 4th / 124th pick / 2018,$480000
30,Charcandrick West\WestCh01,27,,3,0,205,5-10,Abilene Christian,6/2/1991,4,0,,$185882
26,Damien Williams\WillDa05,26,rb,16,3,224,5-11,Oklahoma,4/3/1992,4,4,,$790000
31,Darrel Williams\WillDa10,23,,6,0,229,6-1,LSU,4/15/1995,Rook,1,,$480000
98,Xavier Williams\WillXa00,26,nt,16,4,309,6-2,Northern Iowa,1/18/1992,3,3,,$705000
41,James Winchester\WincJa00,29,,16,0,240,6-3,Oklahoma,8/6/1989,3,1,,$720000
77,Andrew Wylie\WyliAn00,24,RG,16,10,309,6-6,,8/19/1994,Rook,7,,$480000
82,Deon Yelder\YeldDe00,23,,3,0,255,6-4,,3/6/1995,Rook,0,,$282350
51,Frank Zombo\ZombFr00,31,,9,0,254,6-3,Central Michigan,3/5/1987,8,0,,$557647
