No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
54,Rashaan Evans\EvanRa01,23,lb,15,7,232,6-2,Alabama,11/8/1995,Rook,5,Tennessee Titans / 1st / 22nd pick / 2018,$480000
56,Sharif Finch\FincSh00,23,,15,0,250,6-4,,10/1/1995,Rook,2,,$480000
86,Anthony Firkser\FirkAn00,23,,12,0,246,6-2,,2/19/1995,Rook,2,,$480000
32,David Fluellen\FlueDa00,26,,7,0,224,5-11,Toledo,1/29/1992,1,0,,$630000
7,Blaine Gabbert\GabbBl00,29,qb,8,3,235,6-4,Missouri,10/15/1989,7,2,Jacksonville Jaguars / 1st / 10th pick / 2011,$1500000
57,Nigel Harris\HarrNi00,24,,2,0,225,6-2,South Florida,12/7/1994,1,0,,$65294
22,Derrick Henry\HenrDe00,24,RB,16,12,247,6-3,Alabama,1/4/1994,2,7,Tennessee Titans / 2nd / 45th pick / 2016,$941630
25,Adoree' Jackson\JackAd00,23,CB,16,13,185,5-11,USC,9/18/1995,1,6,Tennessee Titans / 1st / 18th pick / 2017,$977854
15,Darius Jennings\JennDa00,26,,16,0,180,5-10,Virginia,6/28/1992,3,2,,$630000
94,Austin Johnson\JohnAu01,24,NT,16,9,314,6-4,Penn St.,5/8/1994,2,5,Tennessee Titans / 2nd / 43rd pick / 2016,$964748
60,Ben Jones\JoneBe01,29,C,16,16,308,6-3,Georgia,7/2/1989,6,7,Houston Texans / 4th / 99th pick / 2012,$4500000
90,DaQuan Jones\JoneDa04,27,DE,16,16,322,6-4,Penn St.,12/17/1991,4,8,Tennessee Titans / 4th / 112th pick / 2014,$4000000
46,Joshua Kalu\KaluJo00,23,,5,0,203,6-0,,8/28/1995,Rook,0,,$129200
71,Dennis Kelly\KellDe00,28,t,11,5,321,6-8,Purdue,1/16/1990,6,2,Philadelphia Eagles / 5th / 153rd pick / 2012,$1100000
6,Brett Kern*\KernBr20,32,P,16,0,214,6-2,Toledo,2/17/1986,10,3,,$3000000
97,Darius Kilgo\KilgDa01,27,,11,0,320,6-3,Maryland,12/14/1991,3,1,Denver Broncos / 6th / 203rd pick / 2015,$630000
64,Josh Kline\KlinJo01,29,RG,16,16,300,6-3,Kent St.,12/29/1989,5,7,,$2500000
58,Harold Landry\LandHa00,22,lb,15,3,252,6-2,Boston Col.,6/5/1996,Rook,3,Tennessee Titans / 2nd / 41st pick / 2018,$480000
61,Corey Levin\LeviCo00,24,lg,16,1,307,6-4,Tenn-Chattanooga,8/12/1994,Rook,1,Tennessee Titans / 6th / 217th pick / 2017,$555000
77,Taylor Lewan*\LewaTa00,27,T,15,15,309,6-7,Michigan,7/21/1991,4,10,Tennessee Titans / 1st / 11th pick / 2014,$1000000
33,Dion Lewis\LewiDi00,28,rb,16,7,195,5-8,Pittsburgh,9/27/1990,7,6,Philadelphia Eagles / 5th / 149th pick / 2011,$2000000
28,Kendrick Lewis\LewiKe00,30,ss,13,3,205,6-0,Mississippi,6/16/1988,8,2,Kansas City Chiefs / 5th / 136th pick / 2010,$915000
96,Bennie Logan\LogaBe00,29,,15,0,315,6-2,LSU,12/28/1989,5,1,Philadelphia Eagles / 3rd / 67th pick / 2013,$2000000
8,Marcus Mariota\MariMa01,25,QB,14,13,222,6-4,Oregon,10/30/1993,3,9,Tennessee Titans / 1st / 2nd pick / 2015,$705000
00,Tyler Marz\MarzTy01,26,t,6,1,316,6-7,Wisconsin,9/9/1992,Rook,1,,$522353
18,Rishard Matthews\MattRi00,29,,3,0,217,6-0,Nevada,10/12/1989,6,0,Miami Dolphins / 7th / 227th pick / 2012,$5000000
30,Jeremy McNichols\McNiJe00,23,,1,0,205,5-9,Boise St.,12/26/1995,1,0,Tampa Bay Buccaneers / 5th / 162nd pick / 2017,$555000
91,Derrick Morgan\MorgDe99,29,LB,13,12,261,6-4,Georgia Tech,1/6/1989,8,6,Tennessee Titans / 1st / 16th pick / 2010,$6500000
98,Brian Orakpo\OrakBr99,32,LB,13,13,257,6-4,Texas,7/31/1986,9,7,Washington Redskins / 1st / 13th pick / 2009,$7250000
66,Kevin Pamphile\PampKe00,28,t,3,2,315,6-5,Purdue,11/27/1990,4,1,Tampa Bay Buccaneers / 5th / 149th pick / 2014,$1000000
68,Austin Pasztor\PaszAu00,28,,2,0,305,6-7,Virginia,11/26/1990,6,0,,$790000
85,MyCole Pruitt\PruiMy00,26,te,15,1,245,6-2,Southern Illinois,3/24/1992,3,1,Minnesota Vikings / 5th / 143rd pick / 2015,$592941
26,Logan Ryan\RyanLo00,27,CB,14,14,195,5-11,Rutgers,2/9/1991,5,6,New England Patriots / 3rd / 83rd pick / 2013,$10000000
19,Tajae Sharpe\SharTa00,24,WR,16,13,194,6-2,Massachusetts,12/23/1994,2,3,Tennessee Titans / 5th / 140th pick / 2016,$630000
36,LeShaun Sims\SimsLe00,25,cb,16,2,203,6-0,Southern Utah,9/18/1993,2,2,Tennessee Titans / 5th / 157th pick / 2016,$630000
81,Jonnu Smith\SmitJo01,23,TE,13,12,248,6-3,Florida International,8/22/1995,1,2,Tennessee Titans / 3rd / 100th pick / 2017,$579000
67,Quinton Spain\SpaiQu00,27,LG,15,15,330,6-4,West Virginia,8/7/1991,3,6,,$1907000
42,Robert Spillane\SpilRo00,23,,2,0,229,6-1,,12/14/1995,Rook,0,,$129200
61,Aaron Stinnie\StinAa00,24,,1,0,312,6-3,,2/18/1994,Rook,0,,$480000
88,Luke Stocker\StocLu00,30,TE,16,11,253,6-5,Tennessee,7/17/1988,7,1,Tampa Bay Buccaneers / 4th / 104th pick / 2011,$1000000
4,Ryan Succop\SuccRy44,32,K,16,0,218,6-2,South Carolina,9/19/1986,9,3,Kansas City Chiefs / 7th / 256th pick / 2009,$2250000
13,Taywan Taylor\TaylTa00,23,wr,13,5,203,5-11,Western Kentucky,3/2/1995,1,4,Tennessee Titans / 3rd / 72nd pick / 2017,$630000
41,Brynden Trawick\TrawBr00,29,,16,0,225,6-2,Troy,10/23/1989,5,1,,$1750000
24,Kenny Vaccaro\VaccKe00,27,SS,13,13,214,6-0,Texas,2/15/1991,5,6,New Orleans Saints / 1st / 15th pick / 2013,$900000
82,Delanie Walker\WalkHu00,34,te,1,1,248,6-2,Central Missouri St.,8/12/1984,12,0,San Francisco 49ers / 6th / 175th pick / 2006,$2570000
52,Aaron Wallace\WallAa00,25,,1,0,242,6-2,UCLA,7/8/1993,2,0,Tennessee Titans / 7th / 222nd pick / 2016,$630000
14,Nick Williams\WillNi02,28,,2,0,184,5-10,Connecticut,11/23/1990,5,0,,$697065
59,Wesley Woodyard\WoodWe20,32,LB,14,14,233,6-0,Kentucky,7/21/1986,10,9,,$2700000
