No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
18,Calvin Ridley\RidlCa00,24,wr,16,5,190,6-1,Alabama,12/20/1994,Rook,7,Atlanta Falcons / 1st / 26th pick / 2018,$480000
42,Duke Riley\RileDu00,24,LB,16,10,230,6-1,LSU,8/9/1994,1,4,Atlanta Falcons / 3rd / 75th pick / 2017,$616500
2,Matt Ryan\RyanMa00,33,QB,16,16,217,6-4,Boston Col.,5/17/1985,10,16,Atlanta Falcons / 1st / 3rd pick / 2008,$6000000
74,Ty Sambrailo\SambTy00,26,t,16,4,315,6-5,Colorado St.,3/10/1992,3,3,Denver Broncos / 2nd / 59th pick / 2015,$959447
12,Mohamed Sanu\SanuMo00,29,WR,16,16,215,6-2,Rutgers,8/22/1989,6,7,Cincinnati Bengals / 3rd / 83rd pick / 2012,$6125000
85,Eric Saubert\SaubEr00,24,te,16,1,253,6-5,Drake,5/1/1994,1,0,Atlanta Falcons / 5th / 174th pick / 2017,$555000
8,Matt Schaub\SchaMa00,37,,3,0,245,6-6,Virginia,6/25/1981,14,0,Atlanta Falcons / 3rd / 90th pick / 2004,$2750000
73,Ryan Schraeder\SchrRy00,30,T,16,13,300,6-7,Valdosta St.,5/4/1988,5,8,,$5000000
71,Wes Schweitzer\SchwWe00,25,LG,15,13,314,6-5,San Jose St.,9/11/1993,1,7,Atlanta Falcons / 6th / 195th pick / 2016,$630000
94,Deadrin Senat\SenaDe00,24,dt,15,2,305,6-1,South Florida,7/22/1994,Rook,2,Atlanta Falcons / 3rd / 90th pick / 2018,$480000
90,Derrick Shelby\ShelDe00,29,de,7,3,280,6-2,Utah,3/4/1989,6,1,,$2000000
25,Ito Smith\SmitIt00,23,,14,0,195,5-9,Southern Miss,9/11/1995,Rook,3,Atlanta Falcons / 4th / 126th pick / 2018,$480000
35,Keith Tandy\TandKe00,29,,6,0,205,5-10,West Virginia,2/12/1989,6,0,Tampa Bay Buccaneers / 6th / 174th pick / 2012,$743529
4,Giorgio Tavecchio\TaveGi00,28,,3,0,180,5-10,California,7/16/1990,1,1,,$359117
21,Desmond Trufant\TrufDe00,28,CB,16,16,190,6-0,Washington,9/10/1990,5,4,Atlanta Falcons / 1st / 22nd pick / 2013,$8500000
33,Blidi Wreh-Wilson\WrehBl00,29,,3,0,190,6-1,Connecticut,12/5/1989,5,0,Tennessee Titans / 3rd / 70th pick / 2013,$790000
92,Justin Zimmer\ZimmJu00,26,,1,0,292,6-3,,10/23/1992,Rook,0,,$480000
