No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
18,Taylor Gabriel\GabrTa00,27,WR,16,11,165,5-8,Abilene Christian,2/17/1991,4,7,,$2500000
91,Eddie Goldman\GoldEd00,24,NT,16,16,320,6-4,Florida St.,1/6/1994,3,9,Chicago Bears / 2nd / 39th pick / 2015,$1210407
96,Akiem Hicks*\HickAk00,29,DT,16,16,332,6-5,Regina (Canada),11/16/1989,6,13,New Orleans Saints / 3rd / 89th pick / 2012,$4500000
36,DeAndre Houston-Carson\HousDe00,25,,13,0,205,6-1,William & Mary,4/13/1993,2,1,Chicago Bears / 6th / 185th pick / 2016,$630000
24,Jordan Howard\HowaJo00,24,RB,16,15,224,6-0,Indiana,11/2/1994,2,6,Chicago Bears / 5th / 150th pick / 2016,$630000
47,Isaiah Irving\IrviIs00,24,,13,0,254,6-2,San Jose St.,9/6/1994,1,1,,$555000
45,Joel Iyiegbuniwe\IyieJo00,23,,16,0,230,6-1,Western Kentucky,10/12/1995,Rook,1,Chicago Bears / 4th / 115th pick / 2018,$480000
39,Eddie Jackson*+\JackEd01,26,S,14,14,202,6-0,Alabama,12/10/1992,1,13,Chicago Bears / 4th / 112th pick / 2017,$555000
64,Eric Kush\KushEr00,29,lg,15,7,317,6-4,California (PA),9/9/1989,5,4,Kansas City Chiefs / 6th / 170th pick / 2013,$1400000
44,Nick Kwiatkoski\KwiaNi00,25,lb,16,1,242,6-2,West Virginia,5/26/1993,2,2,Chicago Bears / 4th / 113th pick / 2016,$630000
72,Charles Leno*\LenoCh00,27,T,16,16,306,6-3,Boise St.,10/9/1991,4,11,Chicago Bears / 7th / 246th pick / 2014,$4900000
75,Kyle Long\LongKy00,30,RG,8,8,320,6-6,Oregon,12/5/1988,5,4,Chicago Bears / 1st / 20th pick / 2013,$2248158
99,Aaron Lynch\LyncAa00,25,lb,13,3,270,6-6,South Florida,3/8/1993,4,3,San Francisco 49ers / 5th / 150th pick / 2014,$2200000
52,Khalil Mack*+\MackKh00,27,LB,14,13,252,6-3,Buffalo,2/22/1991,4,17,Oakland Raiders / 1st / 5th pick / 2014,$7000000
70,Bobby Massie\MassBo00,29,T,16,16,317,6-6,Mississippi,8/1/1989,6,9,Arizona Cardinals / 4th / 112th pick / 2012,$4250000
27,Sherrick McManis\McMaSh99,31,,15,0,193,6-1,Northwestern,12/19/1987,8,1,Houston Texans / 5th / 144th pick / 2010,$1100000
17,Anthony Miller\MillAn02,24,wr,15,4,190,5-11,Memphis,10/9/1994,Rook,4,Chicago Bears / 2nd / 51st pick / 2018,$480000
33,Taquan Mizzell\MizzTa00,25,wr,9,1,170,5-10,Virginia,10/21/1993,1,1,,$129200
98,Bilal Nichols\NichBi00,22,de,14,6,290,6-4,Delaware,9/14/1996,Rook,5,Chicago Bears / 5th / 145th pick / 2018,$480000
16,Pat O'Donnell\ODonPa00,27,P,16,0,217,6-4,Miami (FL),2/22/1991,4,2,Chicago Bears / 6th / 191st pick / 2014,$1000000
1,Cody Parkey\ParkCo03,26,K,16,0,190,6-0,Auburn,2/19/1992,4,1,,$1250000
95,Roy Robertson-Harris\RobeRo00,25,,16,0,294,6-7,,7/23/1993,1,2,,$555000
12,Allen Robinson\RobiAl02,25,WR,13,12,211,6-3,Penn St.,8/24/1993,4,7,Jacksonville Jaguars / 2nd / 61st pick / 2014,$4000000
48,Patrick Scales\ScalPa00,30,,16,0,239,6-4,Utah St.,2/11/1988,4,1,,$630000
87,Adam Shaheen\ShahAd00,24,te,6,4,270,6-5,Ashland,10/24/1994,1,0,Chicago Bears / 2nd / 45th pick / 2017,$733661
88,Dion Sims\SimsDi00,27,te,8,4,268,6-4,Michigan St.,2/18/1991,5,0,Miami Dolphins / 4th / 106th pick / 2013,$6000000
58,Roquan Smith\SmitRo07,21,LB,16,14,225,6-1,Georgia,4/8/1997,Rook,9,Chicago Bears / 1st / 8th pick / 2018,$480000
79,Bradley Sowell\SoweBr00,29,fb,16,1,312,6-7,Mississippi,6/6/1989,6,0,,$850000
22,Kevin Toliver\ToliKe00,23,cb,15,1,192,6-2,,11/24/1995,Rook,1,,$480000
59,Danny Trevathan\TrevDa00,28,LB,16,16,239,6-1,Kentucky,3/24/1990,6,10,Denver Broncos / 6th / 188th pick / 2012,$5800000
10,Mitchell Trubisky*\TrubMi00,24,QB,14,14,222,6-3,North Carolina,8/20/1994,1,13,Chicago Bears / 1st / 2nd pick / 2017,$555000
11,Kevin White\WhitKe00,26,,9,0,216,6-3,West Virginia,6/25/1992,2,1,Chicago Bears / 1st / 7th pick / 2015,$2693597
65,Cody Whitehair*\WhitCo03,26,C,16,16,310,6-4,Kansas St.,7/11/1992,2,9,Chicago Bears / 2nd / 56th pick / 2016,$834051
31,Marcus Williams\WillMa03,27,,3,0,196,5-11,North Dakota St.,3/24/1991,4,0,,$139412
97,Nicholas Williams\WillNi01,28,,2,0,297,6-4,Samford,2/21/1990,4,0,Pittsburgh Steelers / 7th / 223rd pick / 2013,$705000
83,Javon Wims\WimsJa00,24,,4,0,215,6-4,Georgia,9/11/1994,Rook,0,Chicago Bears / 7th / 224th pick / 2018,$480000
78,Bryan Witzmann\WitzBr00,28,rg,10,7,320,6-7,South Dakota St.,6/16/1990,4,3,,$557647
