No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
50,Ramon Humber\HumbRa00,31,,9,0,232,5-11,North Dakota St.,8/10/1987,9,1,,$915000
23,Micah Hyde\HydeMi00,28,SS,15,15,197,6-0,Iowa,12/31/1990,5,7,Green Bay Packers / 5th / 159th pick / 2013,$3700000
33,Chris Ivory\IvorCh00,30,rb,13,1,223,6-0,Washington St.Tiffin,3/22/1988,8,3,,$1000000
36,Dontae Johnson\JohnDo02,27,,1,0,200,6-2,North Carolina St.,12/1/1991,4,0,San Francisco 49ers / 4th / 129th pick / 2014,$604118
24,Taron Johnson\JohnTa01,22,cb,11,2,192,5-11,Weber St.,7/27/1996,Rook,2,Buffalo Bills / 4th / 121st pick / 2018,$480000
26,Taiwan Jones\JoneTa00,30,,6,0,195,6-0,East. Washington,7/26/1988,7,0,Oakland Raiders / 4th / 125th pick / 2011,$790000
11,Zay Jones\JoneZa00,23,WR,16,15,200,6-2,East Carolina,3/30/1995,1,5,Buffalo Bills / 2nd / 37th pick / 2017,$773174
10,Jeremy Kerley\KerlJe00,30,wr,1,1,188,5-9,TCU,11/8/1988,7,0,New York Jets / 5th / 153rd pick / 2011,$915000
44,Deon Lacey\LaceDe00,28,,16,0,235,6-3,West Alabama,7/18/1990,1,1,,$555000
90,Shaq Lawson\LawsSh00,24,de,14,6,267,6-3,Clemson,6/17/1994,2,4,Buffalo Bills / 1st / 19th pick / 2016,$1384452
88,Khari Lee\LeexKh00,26,,2,0,253,6-4,Bowie St.,1/16/1992,3,0,,$705000
38,Ryan Lewis\LewiRy01,24,cb,7,3,195,6-0,,4/15/1994,Rook,1,,$480000
98,Star Lotulelei\LotuSt00,29,RDT,16,16,315,6-2,Utah,12/20/1989,5,7,Carolina Panthers / 1st / 14th pick / 2013,$3500000
56,Mike Love\LoveMi00,24,,3,0,255,6-3,,1/22/1994,Rook,0,,$129200
31,Dean Marlowe\MarlDe00,26,ss,2,1,208,6-1,James Madison,7/25/1992,3,0,,$129200
14,Ray-Ray McCloud\McClRa00,22,fb,10,1,190,5-9,Clemson,10/15/1996,Rook,0,Buffalo Bills / 6th / 187th pick / 2018,$480000
25,LeSean McCoy\McCoLe01,30,RB,14,13,210,5-11,Pittsburgh,7/12/1988,9,4,Philadelphia Eagles / 2nd / 53rd pick / 2009,$6075000
68,Conor McDermott\McDeCo00,26,,5,0,305,6-8,UCLA,10/19/1992,1,0,New England Patriots / 6th / 211th pick / 2017,$555000
19,Isaiah McKenzie\McKeIs00,23,wr,7,1,173,5-8,Georgia,4/9/1995,1,2,Denver Broncos / 5th / 172nd pick / 2017,$261176
58,Matt Milano\MilaMa00,24,LB,13,13,223,6-0,Boston Col.,7/28/1994,1,9,Buffalo Bills / 5th / 163rd pick / 2017,$555000
76,John Miller\MillJo04,25,RG,15,15,315,6-3,Louisville,8/12/1993,3,5,Buffalo Bills / 3rd / 81st pick / 2015,$1872000
79,Jordan Mills\MillJo02,28,T,16,16,316,6-5,Louisiana Tech,12/24/1990,5,6,Chicago Bears / 5th / 163rd pick / 2013,$1500000
45,Marcus Murphy\MurpMa03,27,rb,11,1,195,5-9,Missouri,3/10/1991,3,1,New Orleans Saints / 7th / 230th pick / 2015,$630000
93,Trent Murphy\MurpTr00,28,DE,13,10,260,6-6,Stanford,12/22/1990,4,6,Washington Redskins / 2nd / 47th pick / 2014,$2625000
29,Siran Neal\NealSi00,24,,16,0,206,6-0,Jacksonville St.,8/4/1994,Rook,1,Buffalo Bills / 5th / 154th pick / 2018,$480000
71,Marshall Newhouse\NewhMa20,30,,3,0,330,6-4,TCU,9/29/1988,7,0,Green Bay Packers / 5th / 169th pick / 2010,$1000000
53,Nate Orchard\OrchNa00,25,,3,0,255,6-3,Utah,1/5/1993,3,0,Cleveland Browns / 2nd / 51st pick / 2015,$663529
2,Nathan Peterman\PeteNa00,24,qb,4,2,225,6-2,TennesseePittsburgh,5/4/1994,1,1,Buffalo Bills / 5th / 171st pick / 2017,$555000
87,Cam Phillips\PhilCa01,23,,2,0,201,6-0,Virginia Tech,12/16/1995,Rook,0,,$129200
99,Harrison Phillips\PhilHa00,22,,16,0,307,6-3,Stanford,1/25/1996,Rook,2,Buffalo Bills / 3rd / 96th pick / 2018,$480000
97,Jordan Phillips\PhilJo01,26,,12,0,341,6-6,Oklahoma,9/21/1992,3,2,Miami Dolphins / 2nd / 52nd pick / 2015,$1029942
30,Lafayette Pitts\PittLa00,26,,16,0,195,5-11,Pittsburgh,9/24/1992,2,1,,$630000
21,Jordan Poyer\PoyeJo00,27,FS,16,16,191,6-0,Oregon St.,4/25/1991,5,8,Philadelphia Eagles / 7th / 218th pick / 2013,$2500000
10,Terrelle Pryor\PryoTe00,29,wr,2,1,228,6-4,Ohio St.,6/20/1989,7,0,Oakland Raiders / 3rd / 1st pick / 2011 Supp,$418235
37,Denzel Rice\RiceDe00,25,,4,0,185,6-0,Coastal Carolina,3/31/1993,3,0,,$148236
6,Colton Schmidt\SchmCo00,28,,3,0,224,5-11,California-Davis,10/27/1990,4,0,,$418235
15,DaMari Scott\ScotDa02,23,,3,0,205,6-0,,8/8/1995,Rook,0,,$112940
74,Jeremiah Sirles\SirlJe00,27,te,12,5,315,6-6,Nebraska,8/8/1991,4,2,,$650588
51,Julian Stanford\StanJu00,28,lb,13,1,230,6-1,Wagner,9/2/1990,6,2,,$1200000
75,Wyatt Teller\TellWy00,24,lg,8,7,314,6-4,Virginia Tech,11/21/1994,Rook,2,Buffalo Bills / 5th / 166th pick / 2018,$480000
82,Logan Thomas\ThomLo00,27,te,12,3,250,6-6,Virginia Tech,7/1/1991,4,1,Arizona Cardinals / 4th / 120th pick / 2014,$790000
97,Robert Thomas\ThomRo04,27,,2,0,316,6-1,Arkansas,2/18/1991,4,0,,$592941
52,Corey Thompson\ThomCo02,25,lb,6,1,222,6-1,,12/23/1993,Rook,1,,$129200
10,Deonte Thompson\ThomDe04,29,wr,5,2,204,6-0,Florida,2/14/1989,6,0,,$325294
47,Levi Wallace\WallLe00,23,lcb,7,7,179,6-0,Alabama,6/12/1995,Rook,3,,$129200
92,Adolphus Washington\WashAd00,24,,1,0,295,6-4,Ohio St.,11/24/1994,2,0,Buffalo Bills / 3rd / 80th pick / 2016,$37059
27,TreDavious White\WhitTr01,23,lcb,16,16,192,5-11,LSU,1/16/1995,1,7,Buffalo Bills / 1st / 27th pick / 2017,$923687
95,Kyle Williams\WillKy20,35,LDT,16,16,303,6-1,LSU,6/10/1983,12,11,Buffalo Bills / 5th / 134th pick / 2006,$2250000
54,Eddie Yarbrough\YarbEd01,25,,15,0,259,6-3,Wyoming,4/24/1993,1,2,,$555000
