No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
15,Quadree Henderson\HendQu00,22,,5,0,192,5-8,Pittsburgh,9/12/1996,Rook,0,,$225880
71,Will Hernandez\HernWi00,23,LG,16,16,327,6-2,Texas-El Paso,9/2/1995,Rook,7,New York Giants / 2nd / 34th pick / 2018,$480000
95,B.J. Hill\HillB.00,23,DL,16,12,311,6-3,North Carolina St.,4/20/1995,Rook,6,New York Giants / 3rd / 69th pick / 2018,$480000
20,Janoris Jenkins\JenkJa03,30,RCB,16,15,190,5-10,North AlabamaFlorida,10/29/1988,6,5,St. Louis Rams / 2nd / 39th pick / 2012,$6400000
78,John Jenkins\JenkJo00,29,rcb,7,1,327,6-3,Georgia,7/11/1989,5,1,New Orleans Saints / 3rd / 82nd pick / 2013,$790000
33,Mike Jordan\JordMi00,26,,2,0,200,6-1,Missouri Western St.,10/21/1992,2,0,,$630000
33,Kenny Ladler\LadlKe00,26,,3,0,200,6-1,Vanderbilt,6/23/1992,4,0,,$130588
12,Cody Latimer\LatiCo00,26,wr,6,2,215,6-2,Indiana,10/10/1992,4,1,Denver Broncos / 2nd / 56th pick / 2014,$975000
17,Kyle Lauletta\LaulKy00,23,,2,0,222,6-2,Richmond,3/17/1995,Rook,0,New York Giants / 4th / 108th pick / 2018,$480000
24,Tony Lippett\LippTo00,26,,3,0,192,6-3,Michigan St.,7/2/1992,3,0,Miami Dolphins / 5th / 156th pick / 2015,$414706
10,Eli Manning\MannEl00,37,QB,16,16,220,6-5,Mississippi,1/3/1981,14,12,San Diego Chargers / 1st / 1st pick / 2004,$1050000
96,Kareem Martin\MartKa00,26,lb,16,7,272,6-6,North Carolina,2/19/1992,4,4,Arizona Cardinals / 3rd / 84th pick / 2014,$2250000
97,Josh Mauro\MaurJo00,27,dl,12,4,282,6-6,Stanford,2/17/1991,4,3,,$790000
90,R.J. McIntosh\McInR.00,22,,6,0,291,6-4,Miami (FL),6/2/1996,Rook,1,New York Giants / 5th / 139th pick / 2018,$363000
68,Brian Mihalik\MihaBr00,26,,5,0,315,6-9,Boston Col.,8/21/1992,1,0,Philadelphia Eagles / 7th / 237th pick / 2015,$444706
29,Kamrin Moore\MoorKa01,22,,2,0,203,5-11,Boston Col.,10/1/1996,Rook,0,New Orleans Saints / 6th / 189th pick / 2018,$480000
52,Alec Ogletree\OgleAl00,27,LB,13,13,235,6-2,Georgia,9/25/1991,5,8,St. Louis Rams / 1st / 30th pick / 2013,$3000000
70,Patrick Omameh\OmamPa00,29,rg,7,6,327,6-4,Michigan,12/29/1989,5,3,,$900000
39,Elijhaa Penny\PennEl00,25,rb,14,3,234,6-2,Idaho,8/17/1993,1,1,,$489705
77,Spencer Pulley\PullSp00,25,C,13,9,308,6-4,Vanderbilt,4/3/1993,2,5,,$630000
35,Curtis Riley\RileCu00,26,FS,16,16,190,6-0,Fresno St.,7/18/1992,2,6,,$630000
2,Aldrick Rosas\RosaAl00,24,K,16,0,221,6-3,Southern Oregon,12/30/1994,1,5,,$555000
84,Alonzo Russell\RussAl01,26,,1,0,206,6-3,Toledo,9/29/1992,Rook,0,,$129200
8,Russell Shepard\ShepRu00,28,,12,0,195,6-1,LSU,9/17/1990,5,1,,$900000
87,Sterling Shepard\ShepSt00,25,WR,16,16,201,5-10,Oklahoma,2/10/1993,2,7,New York Giants / 2nd / 40th pick / 2016,$990416
82,Scott Simonson\SimoSc00,26,te,16,4,255,6-5,Assumption,4/13/1992,4,1,,$705000
43,Shane Smith\SmitSh02,25,,2,0,241,6-1,San Jose St.,8/21/1993,1,0,,$555000
76,Nate Solder\SoldNa00,30,T,16,16,325,6-8,Colorado,4/12/1988,7,9,New England Patriots / 1st / 17th pick / 2011,$5900000
23,Jonathan Stewart\StewJo00,31,,3,0,240,5-10,Oregon,3/21/1987,10,0,Carolina Panthers / 1st / 13th pick / 2008,$1400000
57,Nathan Stupar\StupNa01,30,lb,16,1,240,6-2,Penn St.,3/14/1988,6,1,Oakland Raiders / 7th / 230th pick / 2012,$790000
31,Michael Thomas\ThomMi02,28,ss,16,6,195,5-11,Stanford,3/17/1990,5,5,,$1100000
94,Dalvin Tomlinson\TomlDa00,24,DL,16,16,317,6-3,Alabama,2/28/1994,1,7,New York Giants / 2nd / 55th pick / 2017,$672823
54,Olivier Vernon\VernOl00,28,LB,11,11,262,6-2,Miami (FL),10/7/1990,6,7,Miami Dolphins / 3rd / 72nd pick / 2012,$12750000
23,B.W. Webb\WebbBW00,28,LCB,16,13,190,5-11,William & Mary,5/3/1990,5,4,Dallas Cowboys / 4th / 114th pick / 2013,$790000
63,Chad Wheeler\WheeCh00,24,T,16,14,312,6-7,USC,1/19/1994,1,8,,$555000
72,Kerry Wynn\WynnKe00,27,dl,14,5,264,6-5,Richmond,2/12/1991,4,3,,$825000
