No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
32,Andy Janovich\JanoAn00,25,fb,16,7,238,6-1,Nebraska,5/23/1993,2,1,Denver Broncos / 6th / 176th pick / 2016,$630000
47,Josey Jewell\JeweJo00,24,LB,16,9,234,6-1,Iowa,12/25/1994,Rook,5,Denver Broncos / 4th / 106th pick / 2018,$480000
45,Alexander Johnson\JohnAl01,27,,1,0,245,6-2,,12/24/1991,Rook,0,,$480000
20,Adam Jones\JonePa20,35,cb,7,2,185,5-10,West Virginia,9/30/1983,13,1,Tennessee Titans / 1st / 6th pick / 2005,$1015000
43,Joseph Jones\JoneJo05,24,,16,0,240,6-0,Northwestern,2/21/1994,1,1,,$555000
70,Sam Jones\JoneSa00,22,,5,0,305,6-5,Arizona St.,2/21/1996,Rook,0,Denver Broncos / 6th / 183rd pick / 2018,$480000
4,Case Keenum\KeenCa00,30,QB,16,16,215,6-1,Houston,2/17/1988,6,9,,$8000000
6,Chad Kelly\KellCh00,24,,1,0,224,6-2,East Mississippi CCMississippi,3/26/1994,Rook,0,Denver Broncos / 7th / 253rd pick / 2017,$480000
92,Zach Kerr\KerrZa00,28,,16,0,334,6-2,Delaware,8/29/1990,4,2,,$1250000
1,Marquette King\KingMa00,30,,4,0,195,6-0,Fort Valley St.,10/26/1988,6,0,,$1500000
79,Cyrus Kouandjio\KouaCy00,25,,2,0,322,6-7,Alabama,7/21/1993,4,0,Buffalo Bills / 2nd / 44th pick / 2014,$278826
42,Casey Kreiter\KreiCa00,28,,16,0,250,6-1,Iowa,8/13/1990,2,3,,$630000
83,Matt LaCosse\LaCoMa00,26,te,15,5,255,6-6,Illinois,9/21/1992,3,2,,$555000
27,Brendan Langley\LangBr00,24,,5,0,199,6-0,Lamar,10/16/1994,1,0,Denver Broncos / 3rd / 101st pick / 2017,$129200
65,Ronald Leary\LearRo00,29,lg,6,6,320,6-3,Memphis,4/29/1989,6,2,,$7650000
30,Phillip Lindsay\LindPh00,24,RB,15,8,190,5-8,Colorado,7/24/1994,Rook,7,,$480000
54,Brandon Marshall\MarsBr01,29,lb,11,7,250,6-1,Nevada,9/10/1989,6,3,Jacksonville Jaguars / 5th / 142nd pick / 2012,$5000000
36,Trey Marshall\MarsTr00,22,,2,0,207,6-0,Florida St.,2/13/1996,Rook,0,,$129200
60,Connor McGovern\McGoCo00,25,RG,16,15,306,6-4,Missouri,4/27/1993,1,6,Denver Broncos / 5th / 144th pick / 2016,$630000
16,Isaiah McKenzie\McKeIs00,23,,1,0,173,5-8,Georgia,4/9/1995,1,0,Denver Broncos / 5th / 172nd pick / 2017,
8,Brandon McManus\McMaBr01,27,K,16,0,201,6-3,Temple,7/25/1991,4,3,,$2250000
58,Von Miller\MillVo00,29,LB,16,16,250,6-3,Texas A&M,3/26/1989,7,14,Denver Broncos / 1st / 2nd pick / 2011,$2000000
61,Matt Paradis\ParaMa00,29,C,9,9,300,6-3,Boise St.,10/12/1989,4,4,Denver Broncos / 6th / 207th pick / 2014,$2914000
89,Brian Parker\ParkBr00,26,te,13,1,265,6-4,Albany,5/30/1992,3,0,,$129200
34,Will Parks\ParkWi01,24,ss,16,3,194,6-1,Arizona,7/29/1994,2,2,Denver Broncos / 6th / 219th pick / 2016,$630000
81,Tim Patrick\PatrTi00,25,wr,16,4,210,6-5,Utah,11/23/1993,Rook,2,,$480000
94,Domata Peko\PekoDo20,34,NT,16,16,325,6-3,Michigan St.,11/27/1984,12,7,Cincinnati Bengals / 4th / 123rd pick / 2006,$3700000
56,Shane Ray\RayxSh00,25,,11,0,245,6-3,Missouri,5/18/1993,3,1,Denver Broncos / 1st / 23rd pick / 2015,$1678484
29,Bradley Roby\RobyBr00,26,LCB,15,15,194,5-11,Ohio St.,5/1/1992,4,6,Denver Broncos / 1st / 31st pick / 2014,$8526000
10,Emmanuel Sanders\SandEm00,31,WR,12,12,180,5-11,SMU,3/17/1987,8,7,Pittsburgh Steelers / 3rd / 82nd pick / 2010,$8250000
31,Justin Simmons\SimmJu00,25,FS,16,16,202,6-2,Boston Col.,11/19/1993,2,7,Denver Broncos / 3rd / 98th pick / 2016,$630000
26,Darian Stewart\StewDa00,30,SS,14,14,214,5-11,South Carolina,8/4/1988,8,6,,$4500000
14,Courtland Sutton\SuttCo00,23,WR,16,9,218,6-3,SMU,10/10/1995,Rook,5,Denver Broncos / 2nd / 40th pick / 2018,$480000
39,Jamar Taylor\TaylJa01,28,,4,0,192,5-11,Boise St.,9/29/1990,5,0,Miami Dolphins / 2nd / 54th pick / 2013,$185882
88,Demaryius Thomas\ThomDe03,31,WR,8,8,229,6-3,Georgia Tech,12/25/1987,8,3,Denver Broncos / 1st / 22nd pick / 2010,$8500000
35,Dymonte Thomas\ThomDy01,25,,12,0,199,6-2,Michigan,11/30/1993,1,1,,$555000
38,Shamarko Thomas\ThomSh00,27,,6,0,205,5-9,Syracuse,2/23/1991,5,0,Pittsburgh Steelers / 4th / 111th pick / 2013,$743536
77,Billy Turner\TurnBi00,27,lg,16,11,310,6-5,North Dakota St.,10/17/1991,4,5,Miami Dolphins / 3rd / 67th pick / 2014,$1500000
66,Jared Veldheer\VeldJa20,31,T,12,12,321,6-8,Hillsdale,6/14/1987,8,6,Oakland Raiders / 3rd / 69th pick / 2010,$6500000
3,Colby Wadman\WadmCo00,23,P,12,0,213,6-1,,4/19/1995,Rook,2,,$367055
57,DeMarcus Walker\WalkDe03,24,,3,0,280,6-4,Florida St.,9/30/1994,1,1,Denver Broncos / 2nd / 51st pick / 2017,$695630
68,Elijah Wilkinson\WilkEl00,23,rg,12,7,329,6-4,Massachusetts,2/10/1995,1,3,,$555000
95,Derek Wolfe\WolfDe00,28,DE,16,16,285,6-5,Cincinnati,2/24/1990,6,8,Denver Broncos / 2nd / 36th pick / 2012,$8000000
41,Isaac Yiadom\YiadIs00,22,rcb,13,1,190,6-1,Boston Col.,2/20/1996,Rook,1,Denver Broncos / 3rd / 99th pick / 2018,$480000
