No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
59,Marquis Flowers\FlowMa00,26,,5,0,245,6-2,Arizona,2/16/1992,4,0,Cincinnati Bengals / 6th / 212th pick / 2014,$790000
38,Mike Ford\FordMi01,23,cb,7,4,194,6-0,,8/4/1995,Rook,1,,$129200
60,Graham Glasgow\GlasGr00,26,C,16,16,310,6-6,Michigan,7/19/1992,2,7,Detroit Lions / 3rd / 95th pick / 2016,$648500
19,Kenny Golladay\GollKe00,25,WR,15,13,213,6-4,Northern Illinois,11/3/1993,1,8,Detroit Lions / 3rd / 96th pick / 2017,$586000
50,Nicholas Grigsby\GrigNi01,26,,3,0,230,6-2,Pittsburgh,7/2/1992,2,0,,$185295
93,DaShawn Hand\HandDa00,23,de,13,8,297,6-3,Alabama,11/14/1995,Rook,5,Detroit Lions / 4th / 114th pick / 2018,$480000
57,Eli Harold\HaroEl00,24,,13,0,243,6-3,Virginia,1/20/1994,3,1,San Francisco 49ers / 3rd / 79th pick / 2015,$1892000
98,Damon Harrison\HarrDa03,30,DT,10,9,353,6-3,William Penn,11/29/1988,6,6,,$7750000
61,Kerry Hyder\HydeKe01,27,,7,0,270,6-2,Texas TechTexas Tech,5/2/1991,4,1,,$555000
97,Ricky Jean-Francois\JeanRi99,32,DT,16,11,309,6-2,LSU,11/23/1986,9,6,San Francisco 49ers / 7th / 244th pick / 2009,$915000
33,Kerryon Johnson\JohnKe06,21,rb,10,7,206,5-11,Auburn,6/30/1997,Rook,5,Detroit Lions / 2nd / 43rd pick / 2018,$480000
17,Andy Jones\JoneAn01,24,wr,8,3,215,6-1,,6/28/1994,1,1,,$378000
52,Christian Jones\JoneCh05,27,LB,16,16,244,6-3,Florida St.,2/18/1991,4,7,,$1050000
11,Marvin Jones\JoneMa02,28,WR,9,9,198,6-2,California,3/12/1990,6,4,Cincinnati Bengals / 5th / 166th pick / 2012,$7000000
13,T.J. Jones\JoneT.00,26,wr,15,3,190,6-0,Notre Dame,7/19/1992,4,1,Detroit Lions / 6th / 189th pick / 2014,$1907000
42,Devon Kennard\KennDe00,27,LB,15,15,256,6-4,USC,6/24/1991,4,7,New York Giants / 5th / 174th pick / 2014,$2250000
35,Miles Killebrew\KillMi00,25,,16,0,222,6-2,Southern Utah,5/10/1993,2,1,Detroit Lions / 4th / 111th pick / 2016,$630000
18,Chris Lacy\LacyCh00,22,,1,0,205,6-3,Oklahoma St.,1/28/1996,Rook,0,,$129200
76,T.J. Lang\LangT.20,31,rg,6,6,315,6-4,East. Michigan,9/20/1987,9,3,Green Bay Packers / 4th / 109th pick / 2009,$8000000
24,Nevin Lawson\LawsNe00,27,CB,15,14,192,5-9,Utah St.,4/23/1991,4,5,Detroit Lions / 4th / 133rd pick / 2014,$2300000
34,Crevon LeBlanc\LeBlCr01,24,,3,0,190,5-11,Florida Atlantic,7/25/1994,2,0,,$481765
55,Eric Lee\LeexEr00,24,,9,0,255,6-3,South Florida,8/6/1994,1,1,,$457059
12,Bradley Marquez\MarqBr00,26,,1,0,205,5-10,Texas Tech,12/14/1992,3,0,,
6,Sam Martin\MartSa01,28,P,16,0,211,6-1,Appalachian St.,2/27/1990,5,2,Detroit Lions / 5th / 165th pick / 2013,$2325000
48,Don Muhlbach\MuhlDo20,37,,16,0,258,6-4,Texas A&M,8/17/1981,14,3,,$1015000
95,Romeo Okwara\OkwaRo01,23,DE,15,14,274,6-4,Notre Dame,6/17/1995,2,7,,$630000
37,Lenzy Pipkins\PipkLe00,25,,2,0,196,6-0,Oklahoma St.,11/7/1993,1,0,,$522353
1,Brandon Powell\PoweBr00,22,wr,6,1,181,5-8,Florida,9/12/1996,Rook,1,,$480000
5,Matt Prater\PratMa20,34,K,16,0,201,5-10,Central Florida,8/10/1984,11,4,,$2000000
27,Glover Quin\QuinGl99,32,FS,16,16,207,6-0,New Mexico,1/15/1986,9,5,Houston Texans / 4th / 112th pick / 2009,$3850000
77,Frank Ragnow\RagnFr00,22,LG,16,16,308,6-5,Arkansas,5/17/1996,Rook,7,Detroit Lions / 1st / 20th pick / 2018,$480000
44,Jalen Reeves-Maybin\ReevJa00,23,,9,0,230,6-0,Tennessee,1/31/1995,1,1,Detroit Lions / 4th / 124th pick / 2017,$555000
25,Theo Riddick\RiddTh00,27,wr,14,3,201,5-9,Notre Dame,5/4/1991,5,4,Detroit Lions / 6th / 199th pick / 2013,$2700000
80,Michael Roberts\RobeMi01,24,te,8,2,265,6-5,Toledo,5/7/1994,1,1,Detroit Lions / 4th / 127th pick / 2017,$555000
91,AShawn Robinson\RobiAS00,23,dt,13,7,322,6-4,Alabama,3/21/1995,2,5,Detroit Lions / 2nd / 46th pick / 2016,$925785
26,DeShawn Shead\SheaDe00,29,cb,12,1,216,6-2,Portland St.,6/28/1989,6,1,,$697059
51,Kelvin Sheppard\ShepKe00,30,lb,7,1,249,6-2,LSU,1/2/1988,7,1,Buffalo Bills / 3rd / 68th pick / 2011,$484412
23,Darius Slay\SlayDa00,27,CB,15,15,190,6-0,Mississippi St.,1/1/1991,5,9,Detroit Lions / 2nd / 36th pick / 2013,$2726269
9,Matthew Stafford\StafMa00,30,QB,16,16,220,6-3,Georgia,2/7/1988,9,10,Detroit Lions / 1st / 1st pick / 2009,$9500000
31,Teez Tabor\TaboTe00,23,cb,12,4,201,6-0,Florida,12/31/1995,1,2,Detroit Lions / 2nd / 53rd pick / 2017,$684226
15,Golden Tate\TateGo00,30,wr,7,4,197,5-10,Notre Dame,8/2/1988,8,4,Seattle Seahawks / 2nd / 60th pick / 2010,$7000000
87,Levine Toilolo\ToilLe00,27,TE,16,10,268,6-8,Stanford,7/30/1991,5,2,Atlanta Falcons / 4th / 133rd pick / 2013,$1000000
84,Hakeem Valles\VallHa00,26,,3,0,250,6-3,Monmouth,11/23/1992,2,0,,$555000
30,Dee Virgin\VirgDe00,25,,4,0,205,5-9,,10/29/1993,Rook,0,,$480000
71,Ricky Wagner\WagnRi00,29,T,15,15,315,6-6,Wisconsin,10/21/1989,5,8,Baltimore Ravens / 5th / 168th pick / 2013,$3000000
47,Tracy Walker\WalkTr01,23,,16,0,206,6-1,Louisiana,2/1/1995,Rook,1,Detroit Lions / 3rd / 82nd pick / 2018,$480000
45,Charles Washington\WashCh01,25,,13,0,192,5-10,Fresno St.,3/10/1993,1,1,,$555000
79,Kenny Wiggins\WiggKe00,30,RG,16,10,330,6-6,Fresno St.,8/8/1988,7,5,,$1250000
92,Sylvester Williams\WillSy00,30,dt,6,4,328,6-2,North Carolina,11/21/1988,5,2,Denver Broncos / 1st / 28th pick / 2013,$1400000
82,Luke Willson\WillLu00,28,TE,14,8,251,6-5,Rice,1/15/1990,5,1,Seattle Seahawks / 5th / 158th pick / 2013,$1500000
32,Tavon Wilson\WilsTa00,28,s,15,3,212,6-0,Illinois,3/19/1990,6,2,New England Patriots / 2nd / 48th pick / 2012,$1500000
34,Zach Zenner\ZennZa00,27,rb,8,1,221,5-11,South Dakota St.,9/13/1991,3,2,,$750000
