No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
8,Brock Osweiler\OsweBr00,28,qb,7,5,240,6-7,Arizona St.,11/22/1990,6,3,Denver Broncos / 2nd / 57th pick / 2012,$790000
11,DeVante Parker\ParkDe01,25,wr,11,7,216,6-3,Louisville,1/20/1993,3,2,Miami Dolphins / 1st / 14th pick / 2015,$1918165
34,Senorise Perry\PerrSe00,27,,16,0,210,6-0,Louisville,9/19/1991,4,0,,$630000
97,Jordan Phillips\PhilJo01,26,,4,0,341,6-6,Oklahoma,9/21/1992,3,0,Miami Dolphins / 2nd / 52nd pick / 2015,$1029942
65,Jamiyus Pittman\PittJa00,24,,3,0,319,6-2,,10/23/1994,Rook,0,,$129200
94,Robert Quinn\QuinRo00,28,DE,16,16,257,6-4,North Carolina,5/18/1990,7,7,St. Louis Rams / 1st / 14th pick / 2011,$10333301
7,Jason Sanders\SandJa00,23,K,16,0,186,5-11,New Mexico,11/16/1995,Rook,4,Miami Dolphins / 7th / 229th pick / 2018,$480000
71,Josh Sitton\SittJo20,32,lg,1,1,318,6-3,Central Florida,6/16/1986,10,0,Green Bay Packers / 4th / 135th pick / 2008,$1015000
26,Maurice Smith\SmitMa04,23,,7,0,194,6-0,Georgia,6/14/1995,1,0,,$129200
46,Durham Smythe\SmytDu00,23,te,15,2,248,6-6,Notre Dame,9/8/1995,Rook,0,Miami Dolphins / 4th / 123rd pick / 2018,$480000
53,Martrell Spaight\SpaiMa00,25,,4,0,243,6-0,Arkansas,8/5/1993,3,0,Washington Redskins / 5th / 141st pick / 2015,$580588
93,Akeem Spence\SpenAk00,27,DT,16,16,307,6-1,Illinois,11/29/1991,5,7,Tampa Bay Buccaneers / 4th / 100th pick / 2013,$2575000
74,Zach Sterup\SterZa00,26,t,6,1,327,6-9,,5/14/1992,1,1,,$555000
10,Kenny Stills\StilKe00,26,WR,15,15,202,6-1,Oklahoma,4/22/1992,5,4,New Orleans Saints / 5th / 144th pick / 2013,$7975000
66,Travis Swanson\SwanTr00,27,C,12,11,304,6-5,Arkansas,1/30/1991,4,4,Detroit Lions / 3rd / 76th pick / 2014,$743529
23,Cordrea Tankersley\TankCo00,25,,6,0,200,6-1,Clemson,11/19/1993,1,0,Miami Dolphins / 3rd / 97th pick / 2017,$583000
17,Ryan Tannehill\TannRy00,30,QB,11,11,207,6-4,Texas A&M,7/27/1988,6,6,Miami Dolphins / 1st / 8th pick / 2012,$790000
96,Vincent Taylor\TaylVi00,24,,8,0,306,6-3,Oklahoma St.,1/5/1994,1,1,Miami Dolphins / 6th / 194th pick / 2017,$555000
78,Laremy Tunsil\TunsLa00,24,T,15,15,318,6-5,Mississippi,8/2/1994,2,7,Miami Dolphins / 1st / 13th pick / 2016,$1582514
91,Cameron Wake\WakeCa00,36,DE,14,14,263,6-3,Penn St.,1/30/1982,9,6,,$8000000
98,Sylvester Williams\WillSy00,30,,8,0,328,6-2,North Carolina,11/21/1988,5,1,Denver Broncos / 1st / 28th pick / 2013,$418235
15,Albert Wilson\WilsAl02,26,wr,7,3,186,5-9,Georgia St.Georgia St.,7/12/1992,4,3,,$790000
76,Jonathan Woodard\WoodJo00,25,,6,0,271,6-6,Central Arkansas,9/19/1993,Rook,1,Jacksonville Jaguars / 7th / 226th pick / 2016,$129200
79,Sam Young\YounSa21,31,t,12,1,302,6-8,Notre Dame,6/24/1987,8,1,Dallas Cowboys / 6th / 179th pick / 2010,$915000
