No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
92,Stacy McGee\McGeSt01,28,de,8,1,339,6-3,Oklahoma,1/17/1990,5,1,Oakland Raiders / 6th / 205th pick / 2013,$3750000
58,Cassanova McKinzy\McKiCa01,26,,3,0,257,6-3,Auburn,11/17/1992,Rook,0,,$129200
96,Pernell McPhee\McPhPe00,30,,13,0,265,6-3,Mississippi St.,12/17/1988,7,1,Baltimore Ravens / 5th / 165th pick / 2011,$950000
48,Harlan Miller\MillHa00,24,,2,0,182,6-0,SE Louisiana,6/20/1994,2,0,Arizona Cardinals / 6th / 205th pick / 2016,$65294
31,Fabian Moreau\MoreFa00,24,CB,16,10,200,6-0,UCLA,4/9/1994,1,4,Washington Redskins / 3rd / 81st pick / 2017,$588000
76,Morgan Moses\MoseMo00,27,T,16,16,335,6-6,Virginia,3/3/1991,4,8,Washington Redskins / 3rd / 66th pick / 2014,$3250000
35,Montae Nicholson\NichMo00,23,ss,14,7,215,6-2,Michigan St.,12/4/1995,1,3,Washington Redskins / 4th / 123rd pick / 2017,$555000
24,Josh Norman\NormJo01,31,CB,16,16,200,6-0,Coastal Carolina,12/15/1987,6,7,Carolina Panthers / 5th / 143rd pick / 2012,$13300000
79,Ty Nsekhe\NsekTy00,33,t,14,5,330,6-8,Texas St.,10/27/1985,6,3,,$2914000
61,Timon Parris\ParrTi00,23,,1,0,315,6-6,,9/11/1995,Rook,0,,$129200
95,Daron Payne\PaynDa00,21,NT,16,16,319,6-3,Alabama,5/27/1997,Rook,8,Washington Redskins / 1st / 13th pick / 2018,$480000
32,Samaje Perine\PeriSa00,23,,5,0,233,5-11,Oklahoma,9/16/1995,1,0,Washington Redskins / 4th / 114th pick / 2017,$555000
26,Adrian Peterson\PeteAd01,33,RB,16,16,220,6-1,Oklahoma,3/21/1985,11,7,Minnesota Vikings / 1st / 7th pick / 2007,$1015000
83,Brian Quick\QuicBr00,29,wr,6,3,215,6-3,Appalachian St.,6/5/1989,6,0,St. Louis Rams / 2nd / 33rd pick / 2012,$743529
14,Trey Quinn\QuinTr00,23,wr,3,2,200,6-0,SMU,12/7/1995,Rook,1,Washington Redskins / 7th / 256th pick / 2018,$451760
45,Jeremy Reaves\ReavJe00,22,,2,0,205,5-11,,8/29/1996,Rook,0,,$56470
86,Jordan Reed\ReedJo02,28,te,13,8,245,6-2,Florida,7/3/1990,5,4,Washington Redskins / 3rd / 85th pick / 2013,$8250000
10,Paul Richardson\RichPa01,26,wr,7,4,170,6-0,Colorado,4/13/1992,4,2,Seattle Seahawks / 2nd / 45th pick / 2014,$1500000
73,Chase Roullier\RoulCh00,25,C,16,16,310,6-4,Wyoming,8/23/1993,1,6,Washington Redskins / 6th / 199th pick / 2017,$555000
6,Mark Sanchez\SancMa00,32,qb,2,1,232,6-2,USC,11/11/1986,9,0,New York Jets / 1st / 5th pick / 2009,$322941
75,Brandon Scherff\ScheBr00,27,RG,8,8,315,6-5,Iowa,12/26/1991,3,3,Washington Redskins / 1st / 5th pick / 2015,$705000
97,Tim Settle\SettTi00,21,,16,0,328,6-3,Virginia Tech,7/11/1997,Rook,1,Washington Redskins / 5th / 163rd pick / 2018,$480000
89,Cam Sims\SimsCa00,22,,1,0,214,6-5,Alabama,1/6/1996,Rook,0,,$369882
11,Alex Smith\SmitAl03,34,QB,10,10,213,6-4,Utah,5/7/1984,13,6,San Francisco 49ers / 1st / 1st pick / 2005,$13000000
48,Marcus Smith\SmitMa03,26,,2,0,258,6-3,Louisville,3/31/1992,4,0,Philadelphia Eagles / 1st / 26th pick / 2014,$790000
94,Preston Smith\SmitPr00,26,LB,16,16,265,6-5,Mississippi St.,11/17/1992,3,8,Washington Redskins / 2nd / 38th pick / 2015,$1223094
87,Jeremy Sprinkle\SpriJe00,24,te,16,9,252,6-5,Arkansas,8/10/1994,1,0,Washington Redskins / 5th / 154th pick / 2017,$555000
25,Greg Stroman\StroGr00,22,cb,15,3,180,5-11,Virginia Tech,3/8/1996,Rook,2,Washington Redskins / 7th / 241st pick / 2018,$480000
57,Nick Sundberg\SundNi00,31,,13,0,256,6-0,California,7/29/1987,8,1,,$915000
36,D.J. Swearinger\SweaDJ00,27,FS,15,15,205,5-10,South Carolina,9/1/1991,5,7,Houston Texans / 2nd / 57th pick / 2013,$3000000
25,Chris Thompson\ThomCh03,28,,10,0,195,5-8,Florida St.,10/20/1990,5,3,Washington Redskins / 5th / 154th pick / 2013,$1996000
56,Zach Vigil\VigiZa00,27,,14,0,238,6-2,Utah St.,3/28/1991,3,1,,$705000
5,Tress Way\WayxTr00,28,P,16,0,216,6-1,Oklahoma,4/18/1990,4,2,,$1350000
71,Trent Williams\WillTr21,30,T,13,13,320,6-5,Oklahoma,7/19/1988,8,7,Washington Redskins / 1st / 4th pick / 2010,$9850000
