No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
20,Kurt Coleman\ColeKu99,30,SS,16,9,208,5-11,Ohio St.,7/1/1988,8,3,Philadelphia Eagles / 7th / 244th pick / 2010,$1700000
20,Ken Crawley\CrawKe02,25,lcb,10,5,180,6-1,Colorado,2/8/1993,2,2,,$630000
92,Marcus Davenport\DaveMa00,22,,13,0,265,6-6,Texas-San Antonio,9/4/1996,Rook,1,New Orleans Saints / 1st / 14th pick / 2018,$480000
56,Demario Davis\DaviDe00,29,LB,16,16,248,6-2,Arkansas St.,1/11/1989,6,8,New York Jets / 3rd / 77th pick / 2012,$850000
95,Tyeler Davison\DaviTy01,26,NT,14,12,309,6-2,Fresno St.,9/23/1992,3,5,New Orleans Saints / 5th / 154th pick / 2015,$1907000
25,Mike Gillislee\GillMi00,28,,4,0,210,5-11,Florida,11/1/1990,5,0,Miami Dolphins / 5th / 164th pick / 2013,$790000
19,Ted Ginn\GinnTe00,33,wr,5,3,180,5-11,Ohio St.,4/12/1985,11,3,Miami Dolphins / 1st / 9th pick / 2007,$3000000
48,J.T. Gray\GrayJ.00,22,,5,0,202,6-0,,1/18/1996,Rook,0,,$480000
34,Justin Hardee\HardJu01,24,,16,0,200,6-1,Illinois,2/7/1994,1,1,,$555000
91,Trey Hendrickson\HendTr00,24,,5,0,270,6-4,Florida Atlantic,12/5/1994,1,1,New Orleans Saints / 3rd / 103rd pick / 2017,$578000
89,Josh Hill\HillJo02,28,TE,16,11,250,6-5,Idaho St.,5/21/1990,5,2,,$1800000
7,Taysom Hill\HillTa00,28,te,16,4,221,6-2,BYU,8/23/1990,1,2,,$555000
22,Mark Ingram\IngrMa01,29,rb,12,6,215,5-9,Alabama,12/21/1989,7,7,New Orleans Saints / 1st / 28th pick / 2011,$4000000
94,Cameron Jordan\JordCa00,29,DE,16,16,287,6-4,California,7/10/1989,7,13,New Orleans Saints / 1st / 24th pick / 2011,$8650000
41,Alvin Kamara\KamaAl00,23,RB,15,13,215,5-10,Hutchinson (KS)Tennessee,7/25/1995,1,16,New Orleans Saints / 3rd / 67th pick / 2017,$635000
18,Keith Kirkwood\KirkKe00,25,wr,8,1,210,6-3,HawaiiTemple,12/26/1993,Rook,2,,$476000
53,A.J. Klein\KleiAJ00,27,LB,16,15,240,6-1,Iowa St.,7/30/1991,5,7,Carolina Panthers / 5th / 148th pick / 2013,$4100000
23,Marshon Lattimore\LattMa01,22,RCB,16,16,192,6-0,Ohio St.,5/19/1996,1,6,New Orleans Saints / 1st / 11th pick / 2017,$1163162
61,Josh LeRibeus\LeRiJo00,29,lg,6,3,315,6-2,SMU,7/2/1989,6,2,Washington Redskins / 3rd / 71st pick / 2012,$790000
11,Tommylee Lewis\LewiTo00,26,wr,7,3,168,5-7,Northern Illinois,10/24/1992,2,1,,$630000
42,Zach Line\LineZa01,28,fb,16,6,233,6-1,SMU,5/26/1990,5,1,,$850000
70,Mitchell Loewen\LoewMi00,25,,1,0,275,6-5,Arkansas,2/14/1993,1,0,,$480000
0,Cornelius Lucas\LucaCo01,27,t,1,1,328,6-9,Kansas St.,7/18/1991,4,1,,
3,Wil Lutz\LutzWi00,24,K,16,0,184,5-11,Georgia St.,7/7/1994,2,5,,$630000
37,Arthur Maulet\MaulAr00,25,,1,0,190,5-10,Memphis,7/13/1993,1,0,,$555000
81,Cameron Meredith\MereCa00,26,wr,6,1,207,6-3,Illinois St.,9/21/1992,3,1,,$850000
6,Thomas Morstead\MorsTh00,32,P,16,0,235,6-4,SMU,3/8/1986,9,3,New Orleans Saints / 5th / 164th pick / 2009,$918000
77,Derek Newton\NewtDe00,31,,1,0,315,6-6,Arkansas St.,11/16/1987,7,0,Houston Texans / 7th / 214th pick / 2011,$161471
57,Alex Okafor\OkafAl00,27,DE,16,16,261,6-4,Texas,2/8/1991,5,7,Arizona Cardinals / 4th / 103rd pick / 2013,$850000
65,Michael Ola\OlaxMi00,30,te,7,1,312,6-5,Hampton,4/19/1988,4,1,,$511181
93,David Onyemata\OnyeDa00,26,nt,16,4,300,6-4,Manitoba,11/13/1992,2,3,New Orleans Saints / 4th / 120th pick / 2016,$630000
75,Andrus Peat\PeatAn00,25,LG,13,13,316,6-7,Stanford,11/4/1993,3,11,New Orleans Saints / 1st / 13th pick / 2015,$1988657
71,Ryan Ramczyk\RamcRy00,24,T,15,15,314,6-6,Wisconsin,4/22/1994,1,15,New Orleans Saints / 1st / 32nd pick / 2017,$869162
98,Sheldon Rankins\RankSh00,24,DT,16,16,305,6-2,Louisville,4/4/1994,2,7,New Orleans Saints / 1st / 12th pick / 2016,$1613786
52,Craig Robertson\RobeCr00,30,,16,0,234,6-1,North Texas,2/11/1988,7,1,,$1275000
32,Josh Robinson\RobiJo01,27,,11,0,200,5-10,Central Florida,1/8/1991,6,1,Minnesota Vikings / 3rd / 66th pick / 2012,$699706
21,Patrick Robinson\RobiPa99,31,rcb,3,1,191,5-11,Florida St.,9/7/1987,8,0,New Orleans Saints / 1st / 32nd pick / 2010,$1000000
10,TreQuan Smith\SmitTr03,22,wr,15,7,210,6-2,Central Florida,1/7/1996,Rook,5,New Orleans Saints / 3rd / 91st pick / 2018,$480000
76,Taylor Stallworth\StalTa00,23,,14,0,305,6-2,,8/18/1995,Rook,1,,$480000
15,Brandon Tate\TateBr00,31,,1,0,195,6-1,North Carolina,10/5/1987,9,0,New England Patriots / 3rd / 83rd pick / 2009,
51,Manti Teo\TeoxMa00,27,mlb,5,2,241,6-1,Notre Dame,1/26/1991,5,1,San Diego Chargers / 2nd / 38th pick / 2013,$1700000
13,Michael Thomas\ThomMi05,25,WR,16,16,212,6-3,Ohio St.,3/3/1993,2,17,New Orleans Saints / 2nd / 47th pick / 2016,$915361
63,Cameron Tom\TomxCa00,23,rg,11,1,300,6-4,Southern Miss,6/21/1995,Rook,1,,$555000
60,Max Unger\UngeMa20,32,C,16,16,305,6-5,Oregon,4/14/1986,9,11,Seattle Seahawks / 2nd / 49th pick / 2009,$4500000
67,Larry Warford\WarfLa00,27,RG,15,15,317,6-3,Kentucky,6/18/1991,5,10,Detroit Lions / 3rd / 65th pick / 2013,$4250000
27,Dwayne Washington\WashDw00,24,,13,0,223,6-1,Washington,4/24/1994,2,1,Detroit Lions / 7th / 236th pick / 2016,$518824
82,Ben Watson\WatsBe00,38,te,16,4,251,6-3,DukeGeorgia,12/18/1980,14,5,New England Patriots / 1st / 32nd pick / 2004,$1105000
27,Jonathan Williams\WillJo07,24,,3,0,223,6-0,Arkansas,2/2/1994,2,0,Buffalo Bills / 5th / 156th pick / 2016,$630000
43,Marcus Williams\WillMa06,22,FS,16,16,195,6-1,Utah,9/8/1996,1,6,New Orleans Saints / 2nd / 42nd pick / 2017,$748656
26,P.J. Williams\WillP.00,25,db,15,7,196,6-0,Florida St.,6/1/1993,2,3,New Orleans Saints / 3rd / 78th pick / 2015,$730000
49,Zach Wood\WoodZa00,25,,16,0,255,6-3,,1/10/1993,1,1,,$555000
