No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
9,Nick Foles\FoleNi00,29,qb,5,5,243,6-6,Arizona,1/20/1989,6,4,Philadelphia Eagles / 3rd / 88th pick / 2012,$4000000
47,Nathan Gerry\GerrNa00,23,lb,13,2,230,6-2,Nebraska,2/23/1995,1,2,Philadelphia Eagles / 5th / 184th pick / 2017,$555000
18,Shelton Gibson\GibsSh00,23,,15,0,191,5-11,West Virginia,3/20/1995,1,0,Philadelphia Eagles / 5th / 166th pick / 2017,$555000
88,Dallas Goedert\GoedDa00,23,TE,16,8,260,6-4,South Dakota St.,1/3/1995,Rook,3,Philadelphia Eagles / 2nd / 49th pick / 2018,$480000
55,Brandon Graham\GrahBr99,30,DE,16,16,265,6-2,Michigan,4/3/1988,8,8,Philadelphia Eagles / 1st / 13th pick / 2010,$7000000
24,Corey Graham\GrahCo99,33,S,13,9,196,6-0,New Hampshire,7/25/1985,11,4,Chicago Bears / 5th / 168th pick / 2007,$1015000
54,Kamu Grugier-Hill\GrugKa00,24,LB,16,10,230,6-2,East. Illinois,5/16/1994,2,5,New England Patriots / 6th / 208th pick / 2016,$630000
74,Daeshon Hall\HallDa01,23,,3,0,265,6-5,Texas A&M,6/14/1995,1,0,Carolina Panthers / 3rd / 77th pick / 2017,$97941
32,Deiondre Hall\HallDe02,24,,13,0,206,6-2,Northern Iowa,5/31/1994,2,1,Chicago Bears / 4th / 127th pick / 2016,$592944
48,Josh Hawkins\HawkJo00,25,,1,0,189,5-10,East Carolina,1/23/1993,2,0,,$37059
66,Bruce Hector\HectBr00,24,,8,0,296,6-2,,10/7/1994,Rook,1,,$480000
90,Treyvon Hester\HestTr00,26,dt,12,1,304,6-2,Toledo,9/21/1992,1,1,Oakland Raiders / 7th / 244th pick / 2017,$424412
58,Jordan Hicks\HickJo00,26,MLB,12,12,236,6-1,Texas,6/27/1992,3,6,Philadelphia Eagles / 3rd / 84th pick / 2015,$1907000
17,Alshon Jeffery\JeffAl00,28,WR,13,13,218,6-3,South Carolina,2/14/1990,6,6,Chicago Bears / 2nd / 45th pick / 2012,$1000000
27,Malcolm Jenkins\JenkMa99,31,S,16,16,204,6-0,Ohio St.,12/20/1987,9,8,New Orleans Saints / 1st / 14th pick / 2009,$915000
93,Timmy Jernigan\JernTi00,26,dt,3,3,295,6-2,Florida St.,9/24/1992,4,1,Baltimore Ravens / 2nd / 48th pick / 2014,$3000000
65,Lane Johnson\JohnLa01,28,T,15,15,317,6-6,Oklahoma,5/8/1990,5,10,Philadelphia Eagles / 1st / 4th pick / 2013,$790000
1,Cameron Johnston\JohnCa02,26,P,16,0,194,5-11,Ohio St.,2/24/1992,Rook,3,,$480000
22,Sidney Jones\JoneSi00,22,cb,9,4,181,6-0,Washington,5/21/1996,1,2,Philadelphia Eagles / 2nd / 43rd pick / 2017,$744095
62,Jason Kelce\KelcJa00,31,C,16,16,295,6-3,Cincinnati,11/5/1987,7,13,Philadelphia Eagles / 6th / 191st pick / 2011,$6000000
34,Crevon LeBlanc\LeBlCr01,24,cb,8,4,190,5-11,Florida Atlantic,7/25/1994,2,2,,$296472
56,Chris Long\LongCh99,33,,16,0,270,6-3,Virginia,3/28/1985,10,2,St. Louis Rams / 1st / 2nd pick / 2008,$2500000
45,Rick Lovato\LovaRi00,26,,16,0,249,6-2,Old Dominion,9/9/1992,3,1,,$630000
29,Avonte Maddox\MaddAv00,22,cb,13,9,180,5-9,Pittsburgh,3/31/1996,Rook,4,Philadelphia Eagles / 4th / 125th pick / 2018,$480000
80,Jordan Matthews\MattJo00,26,wr,14,3,215,6-3,Vanderbilt,7/16/1992,4,2,Philadelphia Eagles / 2nd / 42nd pick / 2014,$697059
34,Dexter McDougle\McDoDe00,27,cb,2,1,190,5-10,Maryland,4/8/1991,4,0,New York Jets / 3rd / 80th pick / 2014,
74,T.Y. McGill\McGiT.00,26,,2,0,299,6-0,North Carolina St.,11/23/1992,3,0,,$705000
23,Rodney McLeod\McLeRo00,28,s,3,3,195,5-10,Virginia,6/23/1990,6,1,,$6000000
31,Jalen Mills\MillJa02,24,CB,8,8,191,6-0,LSU,4/6/1994,2,3,Philadelphia Eagles / 7th / 233rd pick / 2016,$630000
94,Haloti Ngata\NgatHa20,34,DT,13,9,340,6-4,Oregon,1/21/1984,12,4,Baltimore Ravens / 1st / 12th pick / 2006,$1015000
83,Joshua Perkins\PerkJo02,25,te,9,1,223,6-3,Washington,8/5/1993,2,1,,$555000
71,Jason Peters\PeteJa21,36,T,16,16,328,6-4,Arkansas,1/22/1982,14,8,,$6750000
50,LaRoy Reynolds\ReynLa00,28,,16,0,240,6-1,Virginia,11/3/1990,5,1,,$790000
82,Richard Rodgers\RodgRi00,26,,7,0,257,6-4,California,1/22/1992,4,0,Green Bay Packers / 3rd / 98th pick / 2014,$790000
49,Boston Scott\ScotBo02,23,,2,0,203,5-6,Louisiana Tech,4/27/1995,Rook,0,New Orleans Saints / 6th / 201st pick / 2018,$84705
73,Isaac Seumalo\SeumIs00,25,LG,13,9,303,6-4,Oregon St.,10/29/1993,2,4,Philadelphia Eagles / 3rd / 79th pick / 2016,$664000
28,Wendell Smallwood\SmalWe00,24,rb,16,6,208,5-10,West Virginia,1/29/1994,2,4,Philadelphia Eagles / 5th / 153rd pick / 2016,$630000
43,Darren Sproles\SproDa00,35,rb,6,2,190,5-6,Kansas St.,6/20/1983,13,2,San Diego Chargers / 4th / 130th pick / 2005,$1015000
7,Nate Sudfeld\SudfNa00,25,,2,0,227,6-6,Indiana,10/7/1993,1,0,Washington Redskins / 6th / 187th pick / 2016,$630000
39,Chandon Sullivan\SullCh00,22,cb,5,1,194,5-11,Georgia St.,8/7/1996,Rook,1,,$129200
37,Tre Sullivan\SullTr01,24,s,12,1,200,6-0,,12/21/1994,Rook,1,,$121600
75,Josh Sweat\SweaJo00,21,,9,0,250,6-5,Florida St.,3/29/1997,Rook,1,Philadelphia Eagles / 4th / 130th pick / 2018,$480000
19,Golden Tate\TateGo00,30,wr,8,4,197,5-10,Notre Dame,8/2/1988,8,2,Seattle Seahawks / 2nd / 60th pick / 2010,$7000000
97,Destiny Vaeao\VaeaDe01,24,dt,6,3,299,6-4,Washington St.,1/15/1994,2,1,,$630000
72,Halapoulivaati Vaitai\VaitHa00,25,t,16,1,320,6-6,TCU,6/16/1993,2,2,Philadelphia Eagles / 5th / 164th pick / 2016,$630000
14,Mike Wallace\WallMi00,32,wr,2,2,200,6-0,Mississippi,8/1/1986,9,0,Pittsburgh Steelers / 3rd / 84th pick / 2009,$915000
67,Chance Warmack\WarmCh00,27,,9,0,323,6-2,Alabama,9/14/1991,5,1,Tennessee Titans / 1st / 10th pick / 2013,$1000000
11,Carson Wentz\WentCa00,26,QB,11,11,237,6-5,North Dakota St.,12/30/1992,2,9,Philadelphia Eagles / 1st / 2nd pick / 2016,$630000
80,Markus Wheaton\WheaMa00,27,,1,0,185,5-11,Oregon St.,2/7/1991,5,0,Pittsburgh Steelers / 3rd / 79th pick / 2013,
61,Stefen Wisniewski\WisnSt01,29,lg,16,7,305,6-3,Penn St.,3/22/1989,7,4,Oakland Raiders / 2nd / 48th pick / 2011,$2500000
