No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
90,Jason Pierre-Paul\PierJa99,29,DE,16,16,275,6-5,South Florida,1/1/1989,8,8,New York Giants / 1st / 15th pick / 2010,$11250000
27,David Rivers\RiveDa00,24,,2,0,185,6-0,,7/23/1994,1,0,,$163235
32,Jacquizz Rodgers\RodgJa00,28,,16,0,205,5-6,Oregon St.,2/6/1990,7,3,Atlanta Falcons / 5th / 145th pick / 2011,$1600000
89,Garrison Sanborn\SanbGa00,33,,16,0,240,6-1,Florida St.,7/31/1985,9,1,,$1015000
5,Cairo Santos\SantCa01,27,,7,0,160,5-8,Tulane,11/12/1991,4,1,,$325294
30,Josh Shaw\ShawJo00,26,,4,0,200,6-1,FloridaUSC,3/27/1992,3,0,Cincinnati Bengals / 4th / 120th pick / 2015,$248824
76,Donovan Smith\SmitDo02,25,T,16,16,338,6-6,Penn St.,6/23/1993,3,10,Tampa Bay Buccaneers / 2nd / 34th pick / 2015,$1162571
29,Ryan Smith\SmitRy00,25,cb,16,6,189,5-11,North Carolina Central,9/7/1993,2,3,Tampa Bay Buccaneers / 4th / 108th pick / 2016,$630000
57,Noah Spence\SpenNo00,24,,12,0,251,6-2,Ohio St.East. Kentucky,1/8/1994,2,1,Tampa Bay Buccaneers / 2nd / 39th pick / 2016,$998755
36,M.J. Stewart\StewM.00,23,cb,11,5,200,5-11,North Carolina,9/16/1995,Rook,2,Tampa Bay Buccaneers / 2nd / 53rd pick / 2018,$480000
53,Adarius Taylor\GlanAd00,28,mlb,15,10,230,6-1,Florida Atlantic,9/21/1990,4,5,,$790000
50,Vita Vea\VeaxVi00,23,DT,13,8,347,6-4,Washington,2/5/1995,Rook,4,Tampa Bay Buccaneers / 1st / 12th pick / 2018,$480000
17,Justin Watson\WatsJu01,23,,12,0,215,6-3,Pennsylvania,4/4/1995,Rook,0,Tampa Bay Buccaneers / 5th / 144th pick / 2018,$480000
61,Leonard Wester\WestLe00,25,t,16,1,305,6-6,Missouri Western St.,1/3/1993,2,2,,$630000
31,Jordan Whitehead\WhitJo03,21,S,15,11,198,5-10,Pittsburgh,3/18/1997,Rook,3,Tampa Bay Buccaneers / 4th / 117th pick / 2018,$480000
22,Marcus Williams\WillMa03,27,,2,0,196,5-11,North Dakota St.,3/24/1991,4,0,,$743536
85,Jesus Wilson\WilsJe00,23,,5,0,186,5-9,Florida St.,1/25/1995,1,0,,$129200
38,Shaun Wilson\WilsSh01,23,,5,0,185,5-9,,12/2/1995,Rook,0,,$480000
3,Jameis Winston\WinsJa00,24,QB,11,9,231,6-4,Florida St.,1/6/1994,3,9,Tampa Bay Buccaneers / 1st / 1st pick / 2015,$580588
56,Jerel Worthy\WortJe00,28,,4,0,298,6-2,Michigan St.,4/28/1990,6,0,Green Bay Packers / 2nd / 51st pick / 2012,$705000
