No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
19,Breshad Perriman\PerrBr02,25,wr,10,2,211,6-2,Central Florida,9/10/1993,2,2,Baltimore Ravens / 1st / 26th pick / 2015,$497647
79,Brian Price\PricBr00,24,,12,0,322,6-3,Texas-San Antonio,6/24/1994,2,1,,$481765
23,Damarious Randall\RandDa00,26,S,15,15,196,5-11,Arizona St.,8/29/1992,3,6,Green Bay Packers / 1st / 30th pick / 2015,$1090381
18,Damion Ratley\RatlDa00,23,wr,13,3,200,6-2,Texas A&M,4/16/1995,Rook,1,Cleveland Browns / 6th / 175th pick / 2018,$480000
37,Denzel Rice\RiceDe00,25,,8,0,185,6-0,Coastal Carolina,3/31/1993,3,1,,$630000
73,Greg Robinson\RobiGr01,26,T,16,8,330,6-5,Auburn,10/21/1992,4,4,St. Louis Rams / 1st / 2nd pick / 2014,$790000
53,Joe Schobert\SchoJo00,25,MLB,13,13,245,6-1,Wisconsin,11/6/1993,2,7,Cleveland Browns / 4th / 99th pick / 2016,$630000
50,Chris Smith\SmitCh03,26,de,16,2,266,6-1,Arkansas,2/11/1992,4,2,Jacksonville Jaguars / 5th / 159th pick / 2014,$1000000
13,Rod Streater\StreRo00,30,,3,0,195,6-2,Temple,2/9/1988,6,0,,$697065
5,Tyrod Taylor\TaylTy00,29,qb,4,3,217,6-1,Virginia Tech,8/3/1989,7,2,Baltimore Ravens / 6th / 180th pick / 2011,$10000000
92,Chad Thomas\ThomCh06,23,,4,0,278,6-5,Miami (FL),10/12/1995,Rook,0,Cleveland Browns / 3rd / 67th pick / 2018,$480000
27,Tavierre Thomas\ThomTa01,22,,13,0,205,5-10,Ferris St.,3/11/1996,Rook,1,,$480000
64,J.C. Tretter\TretJC00,27,C,16,16,307,6-4,Cornell,2/12/1991,5,7,Green Bay Packers / 4th / 122nd pick / 2013,$5000000
40,Tanner Vallejo\VallTa00,24,lb,13,1,230,6-1,Boise St.,12/16/1994,1,2,Buffalo Bills / 6th / 195th pick / 2017,$555000
1,Denzel Ward*\WardDe02,21,CB,13,12,190,5-11,Ohio St.,4/28/1997,Rook,8,Cleveland Browns / 1st / 4th pick / 2018,$480000
71,Earl Watford\WatfEa00,28,,13,0,300,6-3,James Madison,6/24/1990,5,0,Arizona Cardinals / 4th / 116th pick / 2013,$790000
35,Jermaine Whitehead\WhitJe02,25,,7,0,195,5-11,Auburn,3/12/1993,2,0,,$555000
84,Derrick Willies\WillDe06,24,,5,0,207,6-4,,10/12/1994,Rook,0,,$480000
56,Xavier Woodson-Luster\WoodXa01,23,,4,0,220,6-1,Arkansas St.,8/6/1995,1,0,,$359117
70,Kevin Zeitler\ZeitKe00,28,RG,16,16,315,6-4,Wisconsin,3/8/1990,6,7,Cincinnati Bengals / 1st / 27th pick / 2012,$10000000
97,Anthony Zettel\ZettAn00,26,,15,0,275,6-4,Penn St.,8/9/1992,2,1,Detroit Lions / 6th / 202nd pick / 2016,$630000
